11050,HISTORY OF CIVILIZATION I,HIST,,,(Equivalent to HONR 13197) World history from early human societies through the mid-17th century.,2011
11051,HISTORY OF CIVILIZATION II,HIST,,,(Equivalent to HONR 13297) Continuation of HIST 11050. World history from mid-17th century to the present.,2011
12070,HISTORY OF THE UNITED STATES:THE FORMATIVE PERIOD,HIST,,,(Equivalent to HONR 13397) A survey of United States history through 1877.,2011
12071,HISTORY OF THE UNITED STATES:THE MODERN PERIOD,HIST,,,(Equivalent to HONR 13497) A survey of United States history since 1877.,2011
31009,HISTORY OF BYZANTINE CIVILIZATION ,HIST,,,The Byzantine empire and its culture from the foundation of Constantinople to the Turkish Conquest (A.D. 330-1453).,2011
31024,WORLD WAR II ,HIST,,,"Survey of one of the greatest political and military events in history, focusing especially on causes, major personalities and chief political, ideological, moral, scientific and diplomatic aspects.",2011
31027,HISTORY OF ENGLAND TO 1688 ,HIST,,,"Survey of medieval and early modern England. Topics include Norman Conquest, medieval culture and society, Reformation, Age of Elizabeth, English Revolution.",2011
31028,ENGLAND SINCE 1688 ,HIST,,,"Survey of national development from the Glorious Revolution through the Second World war, with special attention to leaders, prominent individuals and problems of change.",2011
31029,HISTORY OF THE BRITISH EMPIRE AND COMMONWEALTH SINCE 1815 ,HIST,,,"Survey of British colonialism and nation-building with an emphasis on Canada, Australia, Ireland, India and South Africa.",2011
31030,NATO:THE ENDURING ALLIANCE ,HIST,Junior standing or special approval of instructor.,,Examination of the historical and contemporary roles of the North Atlantic Treaty Organization.,2011
31050,HISTORY AND SOCIETY OF MODERN GREECE ,HIST,,,"Study of modern Greece concentrating on political, economic, cultural and societal developments since 1821.",2011
31052,HISTORY OF MODERN FRANCE ,HIST,,,"Survey of French history from 1815 to the present. Topics include industrialization, republicanism and revolution, the experience of war and defeat, empire and decolonization.",2011
31061,HISTORY OF OHIO ,HIST,,,,2011
31070,HISTORY OF AMERICAN BUSINESS ENTERPRISE ,HIST,,,"An analysis of American business institutions, practices and leadership from the colonial period to the present.",2011
31075,HISTORY OF WOMEN IN THE UNITED STATES ,HIST,,,"An exploration of the political, economic, social, intellectual, and cultural forces that have shaped women‟s lives, women‟s thought, perceptions of womanhood, and feminism for 1607 to the present in what is now the United States.",2011
31080,AFRICAN AMERICAN HISTORY: SLAVERY TO FREEDOM ,HIST,,,"Survey of African American history from the colonial period to 1877. Course provides a general knowledge of the social, political and cultural history of African Americans from colonial times to the end of the Reconstruction.",2011
31081,AFRICAN AMERICAN HISTORY: RECONSTRUCTION TO THE PRESENT ,HIST,HIST 31080 or PAS 33101.,,"Survey of African American history from 1877 to the present. Course provides a general knowledge of the social, political and cultural history of African Americans from the end of the Reconstruction to the present.",2011
31112,CHINESE CIVILIZATION ,HIST,,,General survey of evolution of Chinese civilization from the Bronze Age to the rise of communism.,2011
31118,VIETNAM WAR ,HIST,,,"Study of the causes, evolution and effects of warfare in Vietnam from 1946 to 1975 with special attention to colonialism, nationalism, communism and American intervention.",2011
31125,ZIONISM AND ISRAEL ,HIST,,,"Describes history of the Zionist movement from religious, ideological and political viewpoints and the relationship between Zionism and the state of Israel.",2011
31126,HISTORY OF THE MIDDLE EAST ,HIST,,,A survey of Islamic civilization in Middle Eastern context from the earliest days to the present.,2011
31127,ANCIENT AND EARLY MEDIEVAL JEWISH HISTORY ,HIST,,,Deals with the ancient and early medieval Jewish history from approximately 2000 B.C. to approximately 1200 A.D.,2011
31128,LATE MEDIEVAL AND MODERN JEWISH HISTORY ,HIST,,,Survey of Jewish history in Europe and the middle east from the age of the crusades to the 20th century.,2011
31130,HISTORY OF AFRICAN CIVILIZATION ,HIST,,,"Survey of cultural, political, social and economic history of Africa from antiquity to European conquest. Emphasis on pre-colonial.",2011
31140,MODERN LATIN AMERICA ,HIST,,,"Focuses on 20th-century Latin America and the efforts by social classes and their political leaderships to overcome obstacles of underdevelopment. Emphasis on Argentina, Brazil, Chile, Mexico, Cuba and Central America.",2011
31141,EARLY LATIN AMERICA ,HIST,,,Examines Latin America from pre-colonial times to the late 19th century. Lectures emphasize political and economic questions while readings focus on social history.,2011
31143,THE AFRICAN-BRAZILIAN EXPERIENCE IN CULTURE AND LITERATURE,HIST,Junior standing.,,"interdisciplinary approach to the study of the African-Brazilian experience, from the colonial period to the present, as reflected in selected literary, sociocultural and historical texts. Course taught in English.",2011
32050,THE HISTORIAN'S CRAFT ,HIST,History major and 6 hours in history.,,"Introduction to the study and practice of historical writing including historical methods, historiography, primary and secondary source research, critical analysis of documentary sources, historical reasoning and the preparation of written reports. Emphasis on developing effective communication skills and research procedures, record-keeping, citation, and bibliography. Prepares students to do advanced work in history.",2011
38095,SELECTED TOPICS IN HISTORY ,HIST,,,"Special history course, varying in accordance with desire and competence of faculty. Precise title to be inserted in Schedule of Classes.",2011
38997,COLLOQUIUM IN HISTORY ,HIST,,,Various philosophical and methodological approaches to the study of history are considered. Required for those seeking to graduate with honors in history.,2011
40092,INTERNSHIP IN HISTORY ,HIST,Junior standing.,,"Student internship at an institution related to the history major (e.g., historical society, museum, archives, historic preservation organization).",2011
40093,WORKSHOP IN HISTORY ,HIST,,,Special workshop in history. Topic will vary according to professor.,2011
40197,AMERICAN CULTURAL HERITAGE: THE ARTS AND SOCIETY ,HIST,Junior standing and one prior course in history.,,"Examination of music, painting and literature in their cultural contexts during four periods of American history. American studies methodology and interdisciplinary thought.",2011
41000,INTRODUCTION TO PUBLIC HISTORY ,HIST,Junior standing.,,"A survey of public history including: archives, editing, museums and historical agency administration; historic preservation and related skill areas (e.g. artifact analysis, oral history).",2011
41003,HISTORY OF ANCIENT GREECE ,HIST,Junior standing.,,Survey of Greek history from the Bronze Age to the rise of Macedonia and Alexander the Great.,2011
41004,HELLENIC CONTRIBUTIONS TO WESTERN CIVILIZATION ,HIST,Junior standing.,,Major intellectual and cultural achievements of the Greeks ca. 800-350 B.C.,2011
41006,ROMAN HISTORY ,HIST,Junior standing.,,A survey of Roman history from its beginnings to the fall of the Roman empire.,2011
41010,THE EARLY MIDDLE AGES ,HIST,Junior standing.,,"Survey of major political, social and cultural developments of Europe from the fourth through 10th centuries.",2011
41011,THE HIGH MIDDLE AGES ,HIST,Junior standing.,,"Survey of political, social and cultural developments of Europe from 11th through 13th centuries.",2011
41014,EUROPE IN THE RENAISSANCE ,HIST,Junior standing.,,"Analysis of the various factors leading Europe from a rural, feudal, ecclesiastical society to one characterized by urbanism, trade, secularism and the state.",2011
41017,SEVENTEENTH-CENTURY EUROPE ,HIST,Junior standing.,,"This course will analyze those political, economic, social, religious and intellectual factors leading to economic crisis and civil wars in Europe.",2011
41018,EIGHTEENTH-CENTURY EUROPE: AGE OF REVOLUTION ,HIST,Junior standing.,,This course will analyze the many different factors and unresolved crises of the 17th century that led to revolution throughout Europe.,2011
41020,NINETEENTH-CENTURY EUROPE ,HIST,Junior standing.,,"Focus on industrialization and social transformation, political upheavals, intellectual thought, nationalism and foreign policy in Great Britain, France, Prussia and Austria.",2011
41024,"MODERN EUROPEAN HISTORY, 1914-1945 ",HIST,Junior standing.,,"Special attention paid to the two world wars, Bolshevik Revolution, rise of fascism and fate of European Jewry.",2011
41025,MODERN EUROPEAN HISTORY:1945-PRESENT ,HIST,Junior standing.,,"Survey of European political, economic, social and cultural developments since 1945.",2011
41016,THE PROTESTANT AND CATHOLIC REFORMATIONS ,HIST,"Junior standing. HIST 41026 TUDOR ENGLAND 1485-1603 Early modern England with emphasis on Renaissance, Reformation, social change and the Tudor monarchs, Henry VIII and Elizabeth. Prerequisite: Junior standing.",,"Comprehensive course dealing with the religious, political, economic and social change accompanying the religious upheavals of the 16th century.",2011
41040,"HISTORY OF GERMANY, 1648-1871 ",HIST,Junior standing.,,"Focuses on the rise of Prussia, the cultural revival of the 18th century the impact of the French revolution and the process of unification.",2011
41041,"HISTORY OF GERMANY, 1871-PRESENT ",HIST,Junior standing.,,"Focuses on the impact of industrialization, the dilemma of the German left, the rise of Nazism and the emergence of two German states after 1945.",2011
41044,"IMPERIAL RUSSIA, 1689-1917 ",HIST,Junior standing.,,"Study of the entire imperial period, with focus on modernization, state institutions, nationalities, social groups and estates, economy, politics and ideologies, and elite and popular culture.",2011
41045,"MODERN RUSSIA, 1917-PRESENT ",HIST,Junior standing.,,"Focus on 1917 revolutions; Civil War; nationalities question; NEP, collectivization; Great Terror; World War II; Cold War; Soviet Foreign policy and culture; Perestroika and post-Soviet economic, political and ideological changes.",2011
41049,HISTORY OF THE BALKANS:18TH CENTURY-1914 ,HIST,Junior standing.,,"Survey of Albanians, Bulgarians, Greeks, Romanians and South Slavs under Ottoman domination and their struggles for national independence.",2011
41050,HISTORY OF THE BALKANS:1914-PRESENT ,HIST,Junior standing.,,"The Balkans since 1914, including coverage of post-World War II period.",2011
41051,"POLITICS, CULTURE AND SOCIETY OF 20TH-CENTURY EUROPE ",HIST,Junior standing.,,"Political, social and cultural change in Europe during the twentieth century. Topics include violence, war, revolution, economic crises, and social and political changes.",2011
41056,HISTORY OF COLONIAL AMERICA:1492-1714 ,HIST,Junior standing.,,"Major patterns of thought and behavior among Spanish, French and English expansionists; English colonization to 1714.",2011
41057,EIGHTEENTH-CENTURY AMERICA:1714-1789 ,HIST,Junior standing.,,Cultural development of English colonies; Great War for Empire; American Revolution and Constitution.,2011
41058,"JEFFERSON-JACKSON ERA, 1789-1848 ",HIST,Junior standing.,,"Study of the founding and development of the American nation, especially the periods of Jefferson and Jackson.",2011
41060,COMPARATIVE FASCISM ,HIST,junior standing.,,Examination of the theories and practices of fascist movements and regimes in twentieth-century Europe utilizing a variety of perspectives. Organized primarily thematically instead of geographically with readings and discussions based on historiographical and critical analyses.,2011
41062,THE UNITED STATES:THE WESTWARD MOVEMENT ,HIST,Junior standing.,,The process of settlement from its beginnings; consequences for American history.,2011
41065,SECTIONAL CONFLICT AND CIVIL WAR ,HIST,Junior standing.,,"Differences within the United States, including the controversy over slavery; the Civil War in all its aspects.",2011
41066,RECONSTRUCTION AND THE LATER SOUTH ,HIST,Junior standing.,,Controversy during and after the Civil War as to racial and sectional relationships; the post- Reconstruction compromises and their undoing.,2011
41070,AMERICAN SOCIAL AND INTELLECTUAL HISTORY 1790-1876 ,HIST,Junior standing.,,"Major currents of the period: social background of the early republic; religious development; impact of the frontier, abolition. This course may be used to satisfy the university diversity requirement.",2011
41071,"AMERICAN SOCIAL AND INTELLECTUAL HISTORY, 1876-PRESENT ",HIST,Junior standing.,,"Development of social Darwinism, racism, pragmatism, popular arts.",2011
41074,AMERICAN ECONOMIC HISTORY ,HIST,Junior standing.,,Survey of growth and development of American economic and business life from Colonial times to the present.,2011
41075,WAR AND SOCIETY IN THE UNITED STATES FROM 1607 THROUGH 1865 ,HIST,HIST 12070.,,"An examination of the impact of conflict and the military upon the society, culture, economy and diplomacy of the United States. Topics include colonial Indian wars, the Revolutionary War, the War of 1812, the Mexican-American War and the Civil War.",2011
41076,WAR AND SOCIETY IN THE UNITED STATES FROM 1865 TO THE PRESENT ,HIST,HIST 12071.,,"An examination of the impact of conflict and the military on the society, culture, economy and diplomacy of the United States. Topics include the frontier Army, the Spanish-American War and empire in the Pacific, the two world wars, the Cold War and the War on Terror.",2011
41079,"MIGRATIONS TO AMERICA, 1607 TO PRESENT ",HIST,junior standing.,,"Examines the coming together of people from five continents to the United States and provides an overview of shifting patterns of migration both coerced and free to the United States. Starting in the colonial era, when slaves and servants typified the migration to America, this course then follows the migrations of pre-industrial, industrial, and post-industrial immigrants, their reception by American institutions and natives, and their efforts to construct communities in a new country.",2011
41082,CONSTITUTIONAL HISTORY OF THE UNITED STATES 3.000 ,HIST,,,,2011
41083,U.S. FOREIGN RELATIONS THROUGH WORLD WAR I ,HIST,Junior standing.,,The evolution of U.S. foreign policy from its colonial origins through the Paris peace conference of 1919 with special emphasis on the domestic roots of foreign policy.,2011
41084,U.S. FOREIGN RELATIONS FROM 1920 ,HIST,Junior standing.,,The history of U.S. foreign policy from the 1920s on with special emphasis on the evolving role of America as a world power.,2011
41087,"PROGRESSIVE AMERICA:THE UNITED STATES, 1896-1919 ",HIST,Junior standing.,,"Major political, economic, social, cultural and diplomatic events from the crisis of the 1890s through the first World War.",2011
41088,"NEW ERA THROUGH WORLD WAR:THE UNITED STATES, 1920-1945 ",HIST,Junior standing.,,"Major political, economic, social, cultural and diplomatic events from the new era of the 1920s through the second World War.",2011
41089,"RECENT AMERICA: THE UNITED STATES, 1945-PRESENT ",HIST,Junior standing.,,"Examines everyday life and culture, assesses the degree to which presidents and their administrations are the reflections of their constituencies, and evaluates the significant events and themes of U.S. history since 1945.",2011
41097,"COLLOQUIUM: SAINTS, MONKS, AND THE MEDIEVAL COMMUNITY ",HIST,Junior standing.,,Investigates major religious institutions that shaped medieval European society and the impact on popular piety.,2011
41112,HISTORY OF MODERN CHINA ,HIST,Junior standing.,,Disintegration of the Chinese empire amid Western challenge and internal disorder and the subsequent rise of communism.,2011
41116,HISTORY OF JAPAN ,HIST,junior standing.,,General survey of the development of Japan from a loose confederation of clans to a modern industrial state.,2011
41129,"THE HOLOCAUST: THE DESTRUCTION OF EUROPEAN JEWRY, 1938-1945 ",HIST,Junior standing.,,"Analysis of those political, economic, social and intellectual factors leading to systematic destruction of European Jewry during World War II.",2011
41131,HISTORY OF AFRICA TO 1880 ,HIST,Junior standing.,,,2011
41132,"HISTORY OF AFRICA, 1880-PRESENT ",HIST,Junior standing.,,,2011
41135,HISTORY OF WEST AFRICA ,HIST,Junior standing.,,,2011
41789,THE FRENCH REVOLUTION AND NAPOLEON ,HIST,Senior standing.,,"Analysis of the causes of Revolution in France, political, ideological and social conflict in the construction of French democracy expansion of the revolution outside of France.",2011
42140,THE SIXTIES:A THIRD WORLD VIEW ,HIST,Junior standing.,,"Examines the political, social and cultural upheaval of the 1960s in Latin America, Africa and Asia.",2011
42141,COMPARATIVE THIRD WORLD REVOLUTIONS ,HIST,Junior standing.,,"Examination of 20th-century revolutions in Latin America, Africa and Asia focusing on ideologies and political leadership.",2011
42142,AFRO-LATIN AMERICA ,HIST,junior standing.,,"Focuses on the social, cultural and political life of the African population of Latin America, from 19th century slaves to shantytown dwellers of megacities such as Rio de Janiero. Topics include black resistance to racism, race mixture in multicultural societies, and how employment, political participation and family organization empowered the lives of Afro-Latin women.",2011
42297,COLLOQUIUM:CHINA AND JAPAN ,HIST,Junior standing.,,Study of important issues in the history of China and Japan through reading and discussing major works pertinent to the issues selected.,2011
42397,COLLOQUIUM: WOMEN IN EUROPE FROM ANTIQUITY TO RENAISSANCE ,HIST,Junior standing.,,"This course examines the social, cultural and economic institutions which determined the position of women from antiquity to the sixteenth century. Other issues considered are the image and role of women, Christian perceptions of women and their impact on women's lives.",2011
42497,COLLOQUIUM: WOMEN IN MODERN EUROPE ,HIST,Junior standing.,,"The colloquium addresses the experiences of European women from the Enlightenment to the present. Using primary sources and recent scholarship, students examine the relationship between women and state formation, industry, sexuality, empire, socialism, war, welfare, migration and feminism.",2011
43097,COLLOQUIUM:MEDIEVAL RUSSIA ,HIST,Junior standing.,,"Political, social, economic and cultural developments from the 9th-17th centuries, particularly the nature of political organization, the Mongol impact, the role of the church and religious life in pre-Petrine Russia.",2011
43797,COLLOQUIUM ON VICTORIAN ENGLAND ,HIST,,,"Consideration of distinctive features of Victorian England including class structure, ideas, manners, politics, foreign affairs, empire.",2011
44297,COLLOQUIUM IN AFRICAN HISTORY ,HIST,Junior standing.,,This course will deal with some of the major themes of African history. Topics will vary from semester to semester.,2011
45597,COLLOQUIUM IN RUSSIAN HISTORY ,HIST,Junior standing.,,Study of major issues in Russian history through analysis and discussion of the historiography and critical writing.,2011
45697,COLLOQUIUM:SOCIAL HISTORY OF LATIN AMERICA ,HIST,Permission.,,The formation of Latin American societies from the Iberian conquest to the present.,2011
