Course Number,Course Name,Department,Prerequisites,Corequesites,Description
HM 13022 ,"SANITATION AND SAFETY PRINCIPLES AND PRACTICES
",HM,none.,None,"Food safety and sanitation practices for restaurants and foodservices as related to foodborne illness
prevention, food purchasing, receiving, storage, preparation, cooling and heating practices, and sanitation of
dishes and overall facility. HACCP plans, microbiological concerns related to foods, government regulations and
inspections, and employee safety and accident prevention are covered."
HM 13023 ,"TECHNIQUES OF FOOD PRODUCTION
",HM,HM 13022; and hospitality management (HSPM) major.,None,"Commercial food production principles for milk, cheese, eggs, produce, grains, meats, poultry and fish are
covered. Sauces, soups, salads, entrees, side dishes and desserts are prepared with an emphasis on food
quality and safety, effective equipment use, work planning and simplification, recipe standardization, pricing
and presentation."
HM 13024 ,"INTRODUCTION TO HOSPITALITY MANAGEMENT
",HM,None.,None,"Career opportunities and the scope, development and history of the hospitality industry. Introduction to
management in the hospitality industry including food service, lodging and tourism."
HM 21095 ,"SPECIAL TOPICS IN HOSPITALITY MANAGEMENT
",HM,none.,None,"(Repeatable for a maximum of 8 credit hours) Discussion of a major discipline or subject within the hospitality
industry."
HM 23012 ,"FOOD STUDY
",HM,NUTR 23511.,None,"Principles of food preparation and quality evaluation with an emphasis on food science concepts, food
consumption trends, government regulation, and nutrition. Course includes lecture and lab components."
HM 23030 ,"LODGING OPERATIONS
",HM,None.,None,"This course provides students with an introduction to lodging, resort operations and management. Skills
needed to succeed in the field and career opportunities are emphasized."
HM 33020 ,"LEGAL ISSUES IN THE HOSPITALITY INDUSTRY
",HM,Junior standing.,None,"Overview and analysis of legal issues of concern to the hospitality operation. Topics include employment law,
food and beverage liabilities, patron civil rights, local, state, and federal regulations; and franchising."
HM 33026 ,"HOSPITALITY COST CONTROL AND ANALYSIS
",HM,MIS 24053 and ACCT 23020 and HM 13023.,None,"Prepares students to analyze and control costs encountered in hospitality operations. Includes computer
applications, math drills and simulations."
HM 33028 ,"HOSPITALITY PURCHASING
",HM,HM 13023.,None,"Emphasis on the selection of food, goods and services for the management of hospitality organizations.
Emphasis is placed on product identification, grading and quality standards."
HM 33029 ,"CATERING AND BANQUET PREPARATION AND SERVICE
",HM,HM 33026.,None,"Combines theoretical and practical applications of planning, merchandising, costing, producing and serving
catered meals."
