Course Number,Course Name,Department,Prerequisites,Corequesites,Description
HIST 11050 ,"WORLD HISTORY: ANCIENT AND MEDIEVAL
",HIST,None.,None,World history from early human societies through the mid-17th century.
HIST 11051 ,"WORLD HISTORY: MODERN
",HIST,None.,None,World history from mid-17th century to the present.
HIST 12070 ,"HISTORY OF THE UNITED STATES:THE FORMATIVE PERIOD
",HIST,None.,None,A survey of United States history through 1877.
HIST 12071 ,"HISTORY OF THE UNITED STATES:THE MODERN PERIOD
",HIST,None.,None,A survey of United States history since 1877.
HIST 31024 ,"WORLD WAR II
",HIST,None.,None,"Survey of one of the greatest political and military events in history, focusing especially on causes, major
personalities and chief political, ideological, moral, scientific and diplomatic aspects."
HIST 31027 ,"HISTORY OF ENGLAND TO 1688
",HIST,None.,None,"Survey of medieval and early modern England. Topics include Norman Conquest, medieval culture and society,
Reformation, Age of Elizabeth, English Revolution."
HIST 31028 ,"ENGLAND SINCE 1688
",HIST,None.,None,"Survey of national development from the Glorious Revolution through the Second World war,with special
attention to leaders, prominent individuals and problems of change."
HIST 31030 ,"NATO:THE ENDURING ALLIANCE
",HIST,Junior standing or special approval of instructor.,None,Examination of the historical and contemporary roles of the North Atlantic Treaty Organization.
HIST 31040 ,"AMERICAN HISTORY THROUGH POPULAR MUSIC
",HIST,sophomore standing.,None,"Allows students to develop an understanding of the interconnection between the rise of popular music in the
period after 1865 to the social, political, and technological changes that this period witnessed and how this
helps to understand the meaning and significance of cultural identity in modern American history."
HIST 31050 ,"HISTORY AND SOCIETY OF MODERN GREECE
",HIST,None.,None,"Study of modern Greece concentrating on political, economic, cultural and societal developments since 1821."
HIST 31052 ,"HISTORY OF MODERN FRANCE
",HIST,None.,None,"Survey of French history from 1815 to the present. Topics include industrialization, republicanism and
revolution, the experience of war and defeat, empire and decolonization."
HIST 31053 ,"MODERN EUROPE, 1815 TO PRESENT
",HIST,sophomore standing.,None,"Covers the political, social, and cultural history of Europe from the peace at the end of the Napoleonic wars to
the present."
HIST 31061 ,"HISTORY OF OHIO
",HIST,None.,None,
HIST 31075 ,"HISTORY OF WOMEN IN THE UNITED STATES
",HIST,none.,None,"(Cross-listed with WMST 30100) An exploration of the political, economic, social, intellectual, and cultural
forces that have shaped women's lives, women's thought, perceptions of womanhood, and feminism for 1607
to the present in what is now the United States."
HIST 31080 ,"AFRICAN AMERICAN HISTORY: SLAVERY TO FREEDOM
",HIST,none.,None,"(Cross-listed with PAS 33101) Survey of African American history from the colonial period to 1877. Course
provides a general knowledge of the social, political and cultural history of African Americans from colonial
times to the end of the Reconstruction."
