Course Number,Course Name,Department,Prerequisites,Corequesites,Description
POL 10001 ,"INTRODUCTION TO POLITICAL SCIENCE
",POL,None.,None,"This course introduces the history and structure of political science, including its relationship to neighboring
disciplines. This course thus asks what does it mean to study politics? What does it mean to study politics
scientifically? What are the consequences of different conceptions of politics?"
POL 10004 ,"COMPARATIVE POLITICS
",POL,None.,None,"Introduces the different institutional structures of governance (e.g.,parliamentary versus presidential systems)
in a range of different states for different types of regimes (e.g. democratic and authoritarian) and at the
international level."
POL 10100 ,"AMERICAN POLITICS
",POL,None.,None,"Covers the basic elements of politics at the national level in the United States: structures, processes,
behaviors, institutions, policies. Special emphasis is given to conflicting theories of power as they apply to
different economic, sexual and racial groups."
POL 10300 ,"PUBLIC POLICY
",POL,None.,None,"This course provides a survey of basic public policy concepts and processes within an historical context. It
incorporates applied work to bridge conceptual understanding and empirical cases."
POL 10500 ,"WORLD POLITICS
",POL,None.,None,"A practical, theoretical introduction to a study of systematic patterns in international relations. Includes
analysis of rules, instruments, processes, decision- making factors, conflict resolution."
POL 20001 ,"POLITICAL METHODS
",POL,none.,None,"This course is designed to bring students to a basic level of ""statistical literacy"" by introducing the
fundamentals of research design and interpretation; as well as to basic descriptive and inferential statistics."
POL 20002 ,"POLITICAL THOUGHT
",POL,none.,None,"This course is designed to introduce the student to basic methodological and substantive concerns in the
tradition of western political thought."
POL 20003 ,"POLITICAL ECONOMY
",POL,none.,None,"This course is designed to introduce students to the fundamental questions surrounding the relationship
between the public and private sectors, considered from the perspective of the state and its major political
institutions. Of central concern is the growing internationalization of capital and its consequences for both
domestic and international politics."
POL 30100 ,"AMERICAN POLITICAL THEORY
",POL,POL 10100.,None,Major political ideas and controversies associated with the development of American political thought.
POL 30110 ,"THE CONGRESS
",POL,POL 10100.,None,"This course deals with the powers of Congress, its organization, leadership of the two houses, role of the
parties, relationships with the chief executive and the executive agencies and recent reforms enacted by the
House and Senate."
POL 30120 ,"PRESIDENCY AND EXECUTIVE BUREAUCRACY
",POL,POL 10100.,None,"Intensive study of the American Presidency, focusing on personality, organization of the office, use and misuse
of power and policy making."
POL 30130 ,"COURTS
",POL,POL 10100.,None,"Intensive study of the judicial process in United States and the relationship between the judicial system and
the larger American social system."
POL 30300 ,"PUBLIC POLICY THEORY
",POL,POL 10300.,None,"The core issues of public policy process, institutional contexts and ethical considerations form the basis of this
introductory survey of traditional and contemporary theories of public policy."
POL 30301 ,"INTRODUCTION TO PUBLIC ADMINISTRATION
",POL,POL 10300.,None,"Introduction to the theory and practice of governmental administration, including structure, organization,
direction and control of governmental departments and agencies."
POL 30310 ,"PUBLIC POLICY ANALYSIS
",POL,POL 10300.,None,"Introduces students to the political and economic tools used to analyze public policies and discusses the
political elements influencing that analysis. Essentially, the goal is to ensure that students understand the
basic economic principles used to evaluate different public policy proposals while questioning the assumptions
underlying those economic assumptions."
POL 30350 ,"ENVIRONMENTAL CONFLICT RESOLUTION
",POL,none.,None,"Examines alternative dispute resolution principles applicable to complex, multi-party public sector disputes,
especially environmental and land use disputes. Students learn about deliberative democracy, a variety of
circle processes, consensus decision-making, collaborative problem-solving, digital dialogue processes, and
town hall meeting structures among others. Case studies of environmental conflicts and multi-party mediation
simulations are used."
POL 30430 ,"OHIO POLITICS
",POL,POL 10100 or POL 10300.,None,"Addresses the history, structure, and current practices of politics and public policy in the state of Ohio."
POL 30440 ,"STATE AND LOCAL GOVERNMENT
",POL,none.,None,"Covers the fundamental aspects of governing at the municipal, county and state levels, including financing
and dealings with the federal government."
