Course Number,Course Name,Department,Prerequisites,Corequesites,Description
JMC 40017 ,"MEDIA ENTERPRISE
",JMC,JMC 40015 or ENTR 27056.,None,"(Cross-listed with JMC 50017) Explores methods to build and sustain organizations that market and monetize
multimedia content to targeted audiences through appropriate distribution streams. Through case studies,
examination of evolving best practices in media organizations and elsewhere, students will study and apply
enterprise thinking."
JMC 40020 ,"AUDIO AND STILL PHOTO PRODUCTION
",JMC,"2.000 overall GPA; and minimum grade of C-(1.700) in JMC 22001 and journalism and mass communication (JMC) major and junior or senior standing. 
",None,"(Cross-listed with JMC 50020) Develop skills in telling journalistic stories by producing multimedia news stories
through research and plannin; reporting using digital cameras and digital audio recorders; editing photos and
audio. A GPA of 2.700 is required in the major."
JMC 40022 ,"FILM AS COMMUNICATION
",JMC,"2.000 overall GPA; and JMC 20004 with a gradeof B- (2.700) or better or JMC 20005 with a grade of C- (1.700) or better. 
",None,"Study of the relationship of television and theatre films to the mass audience in terms of components and
effects. A GPA of 2.700 is required in the major."
JMC 40023 ,"NON-TRADITIONAL JOURNALISM
",JMC,"2.000 overall GPA; andminimum grade of C- (1.700) in JMC 26007 and journalism and mass communication (JMC) major and junior
or senior standing. 
",None,"(Cross-listed with JMC 50023) The study of journalistic writing that goes beyond the inverted pyramid and
traditional feature story and has topics traditionally not defined as news. Students will also work as part of a
team on multi-part stories.A GPA of 2.700 is required in the major."
JMC 40027 ,"MANAGING MEDIA DIVERSITY
",JMC,2.000 overall GPA.,None,"(Cross-listed with JMC 50027) Aspects of diversity and how it changes our environment with emphasis on the
field of mass communication. A GPA of 2.700 is required in the major."
JMC 40030 ,"COLLABORATIVE ONLINE PRODUCING
",JMC,"2.000 overall GPA; and minimum grade of C- (1.700) in JMC40012 and journalism and mass communication (JMC) major and special approval. 
",None,"(Cross-listed with JMC 50030) The use of multimedia and interactive storytelling tools such as video, audio and
graphics. Students work in teams to produce packages for online news sites and organizational videos. A GPA
of 2.700 is required in the major."
JMC 40035 ,"TELEVISION GRAPHICS
",JMC,"2.000 overall GPA; and journalism and masscommunication (JMC) major and junior or senior standing. 
",None,"(Cross-listed with JMC 50035) Basic design, theory and technique in creating and preparing TV and video
graphics. A GPA of 2.700 is required in the major."
JMC 40036 ,"DIGITAL VIDEO EDITING
",JMC,"cumulative GPA of 2.000; and JMC 20011 or JMC 23031 with a grade ofC- (1.700) or better; and journalism and mass communication (JMC) major. 
",None,"Introduction to planning and creating short computer video programs integrating multi-layered didgital effects
and transitions for application by end users in a variety of current video field formats. A GPA of 2.700 is
required in the major."
JMC 40037 ,"SCRIPTWRITING FOR VIDEO AND FILM
",JMC,"2.000overall GPA; and JMC 30004 with a grade of C- (1.700) or better; and journalism and mass communication
(JMC) major. 
",None,"The emphasis of the course is on writing dramatic scripts for broadcast or motion pictures. The course also
includes current perspectives on market needs. A GPA of 2.700 is required in the major."
JMC 40091 ,"BUSINESS MEDIA SEMINAR
",JMC,2.000 overall GPA; and JMC 26001 or JMC 20004; and JMC major.,None,"(Cross-listed with JMC 50091) Study of specialized business media and preparation of portfolio appropriate for
these companies. Projects are aligned with student's major. A GPA of 2.700 is required in the major."
JMC 40092 ,"INTERNSHIP
",JMC,"2.000overall GPA and special approval. 
",None,"(Repeatable for a maximum of 6 credit hours) Experience in a professional setting under professional
supervision in student's field of specialization. A GPA of 2.700 is required in the major."
JMC 40095 ,"SPECIAL TOPICS IN JMC
",JMC,none.,None,"(Repeatable for credit)Selected topics of special interest not covered in depth in existing courses; offered as
resources permit."
JMC 40096 ,"INDIVIDUAL PROJECTS IN MASS COMMUNICATIONS
",JMC,"2.000 overall GPA; junior or senior standing and specialapproval. 
",None,"(Repeatable for credit)I ndividual research projects in mass communications. Letter grades and ip permissible.
A GPA of 2.700 is required in the major."
JMC 40099 ,"SENIOR HONORS PROJECT
",JMC,"2.000 overall GPA; open only to journalism and mass communication(JMC) majors admitted to the Honors College. 
",None,"Thesis or other independent study project in mass communication. IP grades permissible. A GPA of 2.700 is
required in the major."
JMC 40192 ,"RADIO-TELEVISION INTERNSHIP
",JMC,2.000 overall GPA and special approval.,None,"(Repeatable once for credit) Experience,under professional supervision in a radio or television station or other
industry using electronic audio or video communications. A GPA of 2.700 is required in the major."
JMC 40193 ,"VARIABLE TITLE WORKSHOP IN JMC
",JMC,"2.000 overall GPA and specialapproval. 
",None,"(Repeatable for credit) (Cross-listed with JMC 50193) Workshop setting dealing with topics in mass
communications. A GPA of 2.700 is required in the major."
JMC 40196 ,"INDEPENDENT STUDY IN RADIO AND TELEVISION
",JMC,"2.000 overall GPA; and junior orsenior standing and special approval. 
",None,"(Repeatable for a total of 6 credit hours) Research and writing on topics approved by the students' advisers
and study directors. A GPA of 2.700 is required in the major."
JMC 40295 ,"SELECTED TOPICS IN JOURNALISM AND MASS COMMUNICATION
",JMC,2.000 overall GPA.,None,"(Repeatable for credit)Selected topics of special interest not covered in depth in existing courses; offered as
resources permit. A GPA of 2.700 is required in the major."
JMC 41002 ,"ADVANCED ADVERTISING COPYWRITING
",JMC,"2.000 overall GPA; andJMC 31002 and 31003 both with a grade of C- (1.700) or better; and special approval. 
",None,"Advanced copywriting projects in print advertising and corporate communications and execution of the entire
print advertising campaigns. A GPA of 2.700 is required in the major."
JMC 41003 ,"ADVERTISING ACCOUNT MANAGEMENT
",JMC,"2.000 overall GPA and JMC 31002 with agrade of C- (1.700) or better and JMC 31003 with a grade of C- (1.700) or better. 
",None,"(Cross-listed with JMC 51003) An introduction to advertising account management including the functions of
an account manager, skills required to be an account manager and how to effectively lead a team of
professionals. A GPA of 2.700 is required in the major."
JMC 41005 ,"ADVERTISING CAMPAIGNS
",JMC,"2.000 overall GPA; and JMC 31002 and 31003 both with agrade of C- (1.700) or better; and a journalism and mass communication (JMC) major. 
",None,"Analysis of the planning, financing and execution of an advertising campaign through case study methods. A
GPA of 2.700 is required in the major."
JMC 41081 ,"ADVERTISING PRACTICES
",JMC,2.000 overall GPA; and JMC 31002 and 31003 with a grade of C- (1.700) or better.,None,The study of current advertising practices and issues. A GPA of 2.700 is required in the major.
JMC 41111 ,"FASHION PUBLISHING
",JMC,"2.000 overall GPA; and ENTR 27056 orFDM 35280; and journalism and mass communication (JMC) or fashion merchandising (FM) majors. 
",None,"Introduction to 21st Century Fashion publishing. An overview of the evolution of fashion magazines in print
and digital formats, magazine entrepreneurs, the editors role, branding, advertising, circulation, writing and
production. A GPA of 2.700 is required in the major."
JMC 42001 ,"SPORTS PHOTOGRAPHY
",JMC,"2.000 overall GPA; and JMC 22001; minimum grade of C- (1.700) in JMC 22004 and32001; and journalism and mass communication (JMC) major or minor. 
",None,"Photographing various college events, including action, portraiture and lighting in a variety of outdoor and
indoor venues. Photo captioning, image transmission and archiving and ethics.A GPA of 2.700 is required in
the major."
JMC 42005 ,"COLOR PHOTOGRAPHY
",JMC,"2.000overall GPA; and JMC 32001 with a grade of C- (1.700) or better; and journalism and mass communication
(JMC) major. 
",None,"(Cross-listed with VCD 48005) Nature of color transparency and negative films. Student produces
transparencies and prints for assignments. Photojournalism majors must have a 35mm camera photo
illustration majors must have a 4x5 camera. A GPA of 2.700 is required in the major."
JMC 42007 ,"PHOTO-ILLUSTRATION TECHNIQUES
",JMC,"JMC 32004 and 42005with a grade of C- (1.700) or better and journalism and mass communication (JMC) major. 
",None,"Creative photography for advertising and editorial uses. Assignments made in an art director/ photographer
relationship. Critique by professionals in addition to academic evaluation."
JMC 42008 ,"ADVANCED PHOTOJOURNALISM
",JMC,2.000 overall GPA; and JMC 32002 and 32005 both with a grade of C- (1.700) or better.,None,"Discussion of contemporary photojournalists and issues. Production of photo documentary multimedia and
illustrations appropriate to photojournalism. Senior portfolio review. A GPA of 2.700 is required in the major."
JMC 42009 ,"FASHION PHOTOGRAPHY
",JMC,"2.75 overall GPA; and JMC42005 with minimum C- (1.7) grade; and JMC 32001 or 32004 with minimum C- (1.7) grade. 
",None,"(Cross-listed with VCD 48009) Instruction in studio lighting,filters special effects. Emphasis on editorial and
advertising fashion photography. Studio and location assignments."
JMC 42092 ,"PRACTICUM IN PHOTOGRAPHY
",JMC,"2.000overall GPA; and junior or senior standing and special approval. 
",None,"(Repeatable for a total of 10 hours) (Cross-listed with VCD 48092) Individual or group investigation into
student selected areas of photographic field. A GPA of 2.700 is required in the major."
JMC 43035 ,"ADVANCED TELEVISION NEWS PRODUCING
",JMC,"2.000 overall GPA; and journalism and masscommunication (JMC) major and special approval. 
",None,"(Cross-listed with JMC 53035) Advanced understanding of how to produce news content for broadcast and the
web. A GPA of 2.700 is required in the major."
JMC 43036 ,"RECORD PROMOTION
",JMC,"2.000 overallGPA; and journalism and mass communication (JMC) or communications studies (COMM) major. 
",None,"(Cross-listed with JMC 53036) Class operates as an independent record label to critique, select, promote,
publicize and sell original recorded music. A GPA of 2.700 is required in the major."
JMC 44042 ,"REMOTE TELEVISION
",JMC,"cumulative GPA of 2.000; and JMC 33042 with a grade of C- (1.700) orbetter; and journalism and mass communication (JMC) major. 
",None,"The study and broadcast of remote events including live sports and other non-scripted shows. A GPA of 2.700
is required in the major."
JMC 44043 ,"SPORTS FIELD PRODUCTION
",JMC,"2.000 overall GPA andJMC 23030 and 23031 with a grade of C- (1.700) or better; and JMC 30004 with a grade of C- (1.700) or
better and JMC major. ",JMC 44042.,"Video shooting and editing of sports packages and short documentaries. This includes player and coach
profiles, highlights and lead-ins. A GPA of 2.700 is required in the major."
JMC 44045 ,"PROMOTIONS FOR ELECTRONIC MEDIA
",JMC,"2.000 cumulative GPA and journalism and mass communication(JMC) major. 
",None,"(Cross-listed with JMC 54045) Fudnamental and latest trends in broadcast and cable promotion. A GPA of
2.700 is required in the major."
JMC 44050 ,"POST PRODUCTION SOUND
",JMC,"cumulative GPA of 2.000; and JMC 33032 or 33033 with a grade of C-(1.700) or better; and journalism and mass communication (JMC) major. 
",None,"Creating post production sound for visual productions including digital cinema and television. A GPA of 2.700
is required in the major."
JMC 44065 ,"MOBILE MULTIMEDIA
",JMC,JMC 20006 or JMC 20009 or DSCI 10310 with a minimum grade of C- (1.700).,None,"Developing multimedia content for mobile platforms such as smart phones, tablets or other networked mobile
devices."
JMC 45000 ,"TELEVISION SPORTS GRAPHICS PRODUCTION
",JMC,"2.000 overall GPA; and JMC 23030 and 23031 with a grade of C- (1.700) orbetter; and JMC 30004 as a pre- or co-requisite with a grade of C- (1.700) or better; and JMC major. 
",None,"Techniques in creating and preparing TV and video graphics for live sports events. A GPA of 2.700 is required
in the major."
JMC 45001 ,"ADVANCED LIGHTING FOR DIGITAL FILM AND TELEVISION
",JMC,"minimum grade of C- (1.700) in JMC 23030; and journalism and mass communication major orminor. 
",None,"(Cross-listed with JMC 55001) Introduction to theory and technique of lighting for video production. Course
includes critical analysis of video lighting situations, the various tools available to light various production
locations including interviews and multi-camera narrative scenes. A GPA of 2.700 is required in the major."
JMC 45005 ,"HISTORICAL DOCUMENTARY PRODUCTION
",JMC,2.000 overall GPA.,None,"(Cross-listed with JMC 55005) Chronicles the evolution of the historical television documentary and
demonstrates the step-by-step production process required to create such a program. Students research and
assemble a documentary with an overall appreciation of this genre's purpose in both the television industry
and the popular culture. A GPA of 2.700 is required in the major."
JMC 45006 ,"PRODUCING AND DIRECTING LIVE TELEVISION
",JMC,"2.000 overall GPA; and JMC 33042 and JMC 44042with a minimum grade of C- (1.700); and JMC major or minor. 
",None,"Class examines the steps to produce and direct live television programming. This includes scripted shows such
as news, entertainment, and talk shows as well as unscripted shows such as live sports and remote event
productions. For homework students are required to work regular evenings as a producer and or director for
TV2. A GPA of 2.700 is required in the major."
JMC 45007 ,"PRODUCING AND DIRECTING FOR SINGLE CAMERA
",JMC,"2.000 overall GPA; and JMC 33043 and JMC 40036 with a minimum grade of C- (1.700); andjournalism and mass communication major. 
",None,"Examination of steps to produce and direct digital film projects shot with a single camera. This includes
documentary, narrative fiction, commercial and corporate production styles. For homework, students are
required to schedule all day shoots outside of class time. A GPA of 2.700 is required in the major."
JMC 45010 ,"FEATURE FILM PREPRODUCTION
",JMC,cumulative GPA of 2.000; and a minimum grade of C- (1.700) in JMC 23030.,None,"(Cross-listed with JMC 55010) Gives students practical, hands-on experience in the preproduction of a feature
length digital film. Students work on script revising, budgeting, location scouting, casting, developing a script
breakdown and developing a daily production schedule for the film. A GPA of 2.700 is required in the major."
JMC 45011 ,"FEATURE FILM PRODUCTION
",JMC,cumulative GPA of 2.000; and JMC 23030 with a grade of C- (1.700) or better.,None,"(Cross-listed with JMC 55011) Provides students with a practical, hands-on experience in the production
process of shooting a feature length digital film. Students work on both the organizational aspects as well as
the technical aspects of production. This includes production management, craft services, daily call sheets,
directing, lighting, cinematography and location sound recording. A GPA of 2.700 is required in the major."
JMC 45013 ,"FEATURE FILM POST PRODUCTION
",JMC,minimum grade of C- (1.700) in JMC 23030.,None,"(Cross-listed with JMC 55013) Advanced video editing course designed to offer students the experience in the
postproduction and finishing of a feature length digital narrative film. Students will refine their technical and
aesthetic skills through a combination of practice, reading, presenting, viewing and discussion. Students are
assigned specific scenes that they are to complete from string out and assembly cut to fine cut and picture
lock. Students then work on sound effects, visual effects, titles or color correction. A GPA of 2.700 is required
in the major."
JMC 45020 ,"AVID EDITOR CERTIFICATION
",JMC,cumulative 2.000 GPA.,None,"(Cross-listed with JMC 55020) Prepares students to take the official Avid Media Composer MC 101 certification
exam. A GPA of 2.700 is required in the major. Students who pass the exam will be certified as Avid Video
editors."
JMC 46000 ,"NEWSPAPER DESIGN
",JMC,"2.750 overall GPA; and JMC 26001; andJMC 20006; and VCD 37000 all with a grade of C- (1.700) or better. 
",None,"(Cross-listed with JMC 56000) Design of newspapers from small inside pages to elaborate feature pages. News
judgment. Basic information graphics and photo editing."
JMC 46001 ,"INFORMATION GRAPHICS
",JMC,"2.000 overall GPA; and a grade of C- (1.700) or better in JMC 26001 and COMM 21000 and VCD37000; and a journalism and mass communication (JMC) major. 
",None,"(Cross-listed with JMC 56001 and VCD 43007) Introduction to shapes,color type and combinations of these for
computer designed news graphics maps charts graphs and diagrams. A GPA of 2.700 is required in the major."
JMC 46003 ,"PRODUCING TELEVISION NEWS
",JMC,"2.000 overall GPA; andminimum grade of C- (1.700) in JMC 26008 and a journalism and mass communication (JMC) major. 
",None,"(Cross-listed with JMC 56003) Introduction to the theory and practice of producing content for TV news and
pulbic affairs programs. Emphasis is placed on understanding news philosophies, storytelling story selection
and rundown placement. A GPA of 2.700 is required in the major."
JMC 46006 ,"EDITORIAL WRITING
",JMC,"2.000 overallGPA; and JMC 26007 or 26008 either with a grade of C- (1.700) or better; and a journalism and mass
communiction (JMC) major. 
",None,"(Cross-listed with JMC 56006) Structures and purpose of editorial and column writing;study of editorial section
of newspaper practice in writing editorials. A GPA of 2.700 is required in the major."
JMC 46007 ,"REPORTING IN DEPTH
",JMC,"2.000 overall GPA; and JMC26007 with a grade of C- (1.700) or better or JMC 26008 with a grade of C- (1.700) or better; and a
journalism and mass communication (JMC) major. 
",None,"(Cross-listed with JMC 56007) Techniques involved in researching,interviewing and writing in depth news
articles and analyses. A GPA of 2.700 is required in the major."
JMC 46009 ,"REPORTING PUBLIC AFFAIRS
",JMC,"2.000 overall GPA; and JMC 26007 or 26008 with a grade of C- or better; and journalism andmass communication (JMC) major. 
",None,"(Cross-listed with JMC 56009) Instruction and practice in reporting all areas of public affairs,including
government and the courts. Use of precision journalism techniques. A GPA of 2.700 is required in the major."
JMC 46016 ,"MAGAZINE PUBLISHING
",JMC,"2.000 overall GPA;and a grade of C- (1.700) or better in COMM 21000 and JMC 26001; and a journalism and mass
communication (JMC) major and junior standing. 
",None,"(Cross-listed with JMC 56016) Overview of magazine publishing-editorial, advertising, circulation and
production. Analysis of magazines. A GPA of 2.700 is required in the major."
JMC 46018 ,"FEATURE WRITING
",JMC,"2.000 overall GPA; and JMC 26007 with a grade of C- (1.700) orbetter. 
",None,"(Cross-listed with JMC 56018) Researching,writing and placement of feature stories in publications. A GPA of
2.700 is required in the major."
JMC 46020 ,"MAGAZINE DESIGN
",JMC,"2.000 overall GPA; and JMC 26001and 46016 and VCD 37000 all with a grade of C- (1.700) or better. 
",None,"(Cross-listed with JMC 56020) Marriage of words and visuals for designing magazine layouts and covers in
desktop publishing. A GPA of 2.700 is required in the major."
JMC 46021 ,"MAGAZINE WRITING AND EDITING
",JMC,"2.000 overall GPA;and JMC 36005 and 46018 both with a grade of C- (1.700) or better. 
",None,"(Cross-listed with JMC 56021) Research, interviewing writing and marketing of major magazine articles. Also
editing techniques for magazines. A GPA of 2.700 is required in the major."
JMC 46052 ,"ADVANCED BROADCAST NEWS PRACTICES
",JMC,2.000 overall GPA and JMC 26008 with a grade of C- (1.700) or better.,None,"(Cross-listed with JMC 56052) Study of investigative news stories, newsroom operations, editing and
producing broadcast news programs. Advanced projects in broadcast news. A GPA of 2.700 is required in the
major."
JMC 46054 ,"BROADCAST DOCUMENTARY
",JMC,"2.000 overall GPA; JMC 26008 or two of the following: JMC 33033, JMC 33034,JMC 33042, JMC 33043 all with a grade of C- (1.700) or better. 
",None,"(Cross-listed with JMC 56054) Development of documentary form for radio and television. Analysis and
production of documentaries. Utilization of audio and video recording and editing. A GPA of 2.700 is required
in the major."
JMC 46055 ,"ENTREPRENEURIAL DOCUMENTARY PHOTOGRAPHY
",JMC,"2.000 overall GPA; and minimum grade of C- (1.700) in JMC32001 and JMC 32005; and ENTR 27056; and journalism and mass communication (JMC) major or minor. 
",None,"Exploring techniques that allow students desiring to make a difference in the world with their visual story-
telling skills and make a living. Students work with local and regional non-profits and non-governmental
agencies to develop photo reports and increase visibility and understanding with still and multimedia. A GPA of
2.700 is required in the major."
JMC 46056 ,"CYBERMEDIA PRODUCTION
",JMC,"2.000 overall GPA; and a minimum grade of C- (1.700) in JMC 26005 and JMC36005 and VCD 37000; and journalism and mass communication major or minor. 
",None,"(Cross-listed with JMC 56056) Prepares journalism students to work on media delivered online or by tablet.
Deals with multimedia news, magazines, information design and photojournalism. A GPA of 2.700 is required
in the major."
JMC 46057 ,"MOTION GRAPHICS FOR VIDEO EDITING
",JMC,cumulative 2.000 GPA; and a minimum grade of C- (1.700) in JMC 22002 and 22003.,None,"(Cross-listed with JMC 56057) Covers the creation of motion graphics for video editing from the perspective of
a professional editor. Students learn basic video effects such as digital matte creation and layered graphics for
video productions. Students also gain a basic understanding of how to convert and compress video files for
various deliverable formats. Adobe After Effects is the industry standard software application for creating
motion graphics and will be used extensively in the course. A GPA of 2.700 is required in the major."
JMC 46091 ,"NEW YORK MEDIA SEMINAR
",JMC,"cumulative 2.000 GPA; andsophomore, junior or senior standing in the College of Communication and Information; and special approval. 
",None,"Introduction of students to the New York media, the thinking of industry professionals and the job
opportunities in the city. Students attend presentations by media professionals and seminars to discuss media
based in New York City. A GPA of 2.700 is required in the major."
JMC 47003 ,"TEACHING HIGH SCHOOL JOURNALISM
",JMC,"junior or senior standing andspecial approval of instructor. 
",None,Methods and materials for teaching journalism in high school.
JMC 47004 ,"DESKTOP PUBLISHING FOR HIGH SCHOOL JOURNALISM TEACHERS
",JMC,none.,None,Basics of InDesign desktop publishing program as it relates to high school newspapers and magazines.
JMC 48001 ,"MEDIA RELATIONS AND PUBLICITY
",JMC,"2.000 overall GPA;JMC 26001; and JMC 26007 or 26008; and JMC 38002 all with a grade of C- (1.700) or better; and
journalism and mass communication (JMC) major. 
",None,"(Cross-listed with JMC 58001) Planning and preparation of materials for use by the news media,both on paper
and online. The course explores the media relations function along with the uses and limitations of mass
media in public relations practice. A GPA of 2.700 is required in the major."
JMC 48002 ,"PUBLIC RELATIONS TACTICS
",JMC,"2.000 overall GPA;and JMC 26001 and 38002 both with a grade of C- (1.700) or better. 
",None,"Planning and preparation of face-to-face public relations tactics,including spokesperson training for on and off
camera appearances special event planning speeches and presentations with visual support and other
applications of ""writing for the ear."" A GPA of 2.700 is required in the major."
JMC 48003 ,"PUBLIC RELATIONS ONLINE TACTICS
",JMC,"2.000 overall GPA; and JMC 26001 and28001; and JMC 26007 or 26008; and 38002 all with a grade of C- (1.700) or better. 
",None,"(Cross-listed with JMC 58003) Explore fundamentals of web site planning and design and provides hands-on
skills development using the full range of cybermedia techniques. Includes emphasis on writing for online
audiences. A GPA of 2.700 is required in the major."
JMC 48006 ,"PUBLIC RELATIONS PUBLICATIONS
",JMC,"2.000 overall GPA; and JMC 26001with a grade of C- (1.700)or better; and a journalism and mass communication (JMC) major. 
",None,"(Cross-listed with JMC 58006 ) Planning,writing and design of organizational publications including newsletters
brochures flyers promotional mailers and web sites. Course also explores the print production process. A GPA
of 2.700 is required in the major."
JMC 48091 ,"SEMINAR: PUBLIC RELATIONS CAMPAIGNS
",JMC,"2.000 overall GPA; and JMC 26007 or26008; and JMC 38002; and three of these four--JMC 48001 and 48002 and 48003 and 48006--all with a
grade of C- (1.700) or better. 
",None,"(Repeatable for credit) This capstone course in the public relations major requires student teams to combine
research,planning and execution into a single public relations campaign developed for a real world
organization. A GPA of 2.700 is required in the major."
JMC 49005 ,"MUSIC VIDEO PRODUCTION
",JMC,none.,None,"(Cross-listed with JMC 59005) Teaches the process of producing and directing a music video. It covers the
history of music videos and how some become movies as well as writing a script, storyboarding, working with
rough cuts and shooting a music video. Students also learn how to create and pitch proposals."
JMC 49021 ,"CORPORATE VIDEO
",JMC,"2.000 overall GPA; and two of the following: JMC 33033 and 33042 and 33043 bothwith a grade of C- (1.700) or better; and a journalism and mass communication (JMC) major. 
",None,"(Cross-listed with JMC 59021) The use of video in corporate and organizational environments. Emphasis is
placed on the structure and function of the medium within each environment. A GPA of 2.700 is required in
the major."
JMC 49099 ,"SENIOR DIGITAL MEDIA PRODUCTION PROJECT
",JMC,"2.000 overall GPA; and JMC 45006 or JMC 45007 with a minimum grade of C- (1.700); andjournalism and mass communication major or minor. 
",None,Facilitates the completion of a digital film or television project. A GPA of 2.700 is required in the major.
JMC 50002 ,"REPORTING FOR MASS MEDIA
",JMC,Special approval and graduate standing.,None,"Theory and practice in newswriting and reporting; news values and news judgment; lead and story
development; techniques of gathering information and dealing with sources of news; writing for deadline.
Hours do not count toward degree."
JMC 50003 ,"EDITING FOR MASS MEDIA
",JMC,"JMC 50002 and graduatestanding. 
",None,"Theory and practice in copy editing, headline writing and editing photographs and information graphics for
print and on-line publications. Hours do not count toward degree."
JMC 50004 ,"COMPUTER-ASSISTED REPORTING
",JMC,JMC 50002 and graduate standing.,None,"Computer analysis of large data sets focusing on government, court, police records, for preparation of news
stories, basics of on-line searching; software and databases."
JMC 50006 ,"LAW OF MASS COMMUNICATION
",JMC,Graduate standing.,None,"Libel and slander; privacy, copyright, obscenity; regulation of advertising and broadcasting; antitrust law and
mass media; legal problems reporting courts, legislatures; taxation, licensing."
JMC 50007 ,"REVIEWING THE ARTS
",JMC,Special approval and graduate standing.,None,"Reviewing and criticism of performing, visual and literary arts. Emphasis on books, film, TV and theater."
JMC 50012 ,"ONLINE JOURNALISM
",JMC,JMC 50002 and graduate standing.,None,"Study and evaluation of online news and news sites; reporting and writing for online news media; design,
production and maintenance of an online news site; ethical, legal and economic issues related to online news."
JMC 50013 ,"TELEVISION SPORTS PRODUCTION
",JMC,"journalism andmass communication (JMC) major and graduate standing. 
",None,A comprehensive study of the production of live action television sports coverage.
JMC 50015 ,"MEDIA MANAGEMENT
",JMC,Graduate standing.,None,"A study of administrative problems, methods, procedures in the management of media corporations."
JMC 50016 ,"LAW FOR ADVERTISING AND PUBLIC RELATIONS
",JMC,Special approval and graduate standing.,None,"Regulation of advertising and public relations; first amendment; libel and privacy; legal problems of new
media; research in persuasive media."
JMC 50017 ,"MEDIA ENTERPRISE
",JMC,journalism and mass communication (JMC) major; and graduate standing.,None,"(Cross-listed with JMC 40017) Explores methods to build and sustain organizations that market and monetize
multimedia content to targeted audiences through appropriate distribution streams. Through case studies,
examination of evolving best practices in media organizations and elsewhere, students will study and apply
enterprise thinking."
JMC 50020 ,"AUDIO AND STILL PHOTO PRODUCTION
",JMC,journalism and mass communication (JMC) major and graduate standing.,None,"Develop skills in telling journalistic stories by producing multimedia news stories through research and
planning; reporting using digital cameras and digital audio recorders; editing photos and audio."
JMC 50023 ,"NON-TRADITIONAL JOURNALISM
",JMC,journalism and mass communication (JMC) major and graduate standing.,None,"The study of journalistic writing that goes beyond the inverted pyramid and traditional feature story and has
topics traditionally not defined as news. Students will also work as part of a team on multi-part stories."
JMC 50027 ,"MANAGING MEDIA DIVERSITY
",JMC,graduate standing.,None,Aspects of diversity and how it changes our environment with emphasis on the field of mass communiction.
JMC 50030 ,"COLLABORATIVE ONLINE PRODUCING
",JMC,"journalism and masscommunication (JMC) major and graduate standing. 
",None,"The use of multimedia and interactive storytelling rools such as video, audio and graphics. students work in
teams to produce packages for online news sites and organizational videos."
JMC 50035 ,"TELEVISION GRAPHICS
",JMC,"graduatestanding. 
",None,"Basic design, theory and technique in creating and preparing TV and Vido graphics."
JMC 50036 ,"DIGITAL VIDEO EDITING
",JMC,journalism and mass communication (JMC) major; and graduate standing; and special approval.,None,Focus is on editing workflow and techniques for both non-fiction and fiction video production.
JMC 50037 ,"SCRIPTWRITING FOR VIDEO AND FILM
",JMC,Special approval and graduate standing.,None,"The emphasis of the course is on writing dramatic scripts for broadcast or motion pictures. The course also
includes current perspectives on market needs."
JMC 50091 ,"BUSINESS MEDIA SEMINAR
",JMC,graduate standing.,None,"Study of specialized business media and preparation of portfolio appropriate for these companies. Projects will
be aligned with student's graduate concentration."
JMC 50193 ,"VARIABLE TITLE WORKSHOP IN JOURNALISM AND MASS COMMUNICATION
",JMC,"Special approvaland graduate standing. 
",None,"(Repeatable for credit)Intensive study of professional issues and problems in various areas of mass
communication, utilizing the expertise of faculty and professionals in the field."
JMC 53035 ,"ADVANCED TELEVISION NEW PRODUCING
",JMC,"graduatestanding and special approval. 
",None,Advanced understanding of how to produce news content for broadcast and the web.
JMC 53036 ,"RECORD PROMOTION
",JMC,journalism and mass communication (JMC) major and graduate standing.,None,"Class operates as an independent record label to critique, select, promote, publicize and seel original recorded
music."
JMC 53042 ,"STUDIO TELEVISION
",JMC,"Special approval andgraduate standing. 
",None,"Study of all positions of a live television program including technical directing, floor directing, graphics, digital
playback, and audio engineering. Two hours lecture and two hours lab."
JMC 54045 ,"PROMOTIONS FOR ELECTRONIC MEDIA
",JMC,"journalism and masscommunication (JMC) major and graduate standing. 
",None,Fundamental and latest trends in broadcast and cable promotion.
JMC 54050 ,"POST PRODUCTION SOUND
",JMC,"journalism and mass communication (JMC) major; and graduate standing; andspecial approval. 
",None,"(Cross-listed with JMC 44050) Creating post production sound for visual productions including digital cinema
and television."
JMC 55001 ,"ADV LIGHTING DIGITAL FILM/TV
",JMC,"journalism and mass communication(JMC) major; and graduate standing; and special approval. 
",None,"(Cross-listed with JMC 45001) Introduction to theory and technique of lighting for video production. Includes
critical analysis of video lighting situations, the various tools available to light various production locations
including interviews and multi-camera narrative scenes."
JMC 55005 ,"HISTORICAL DOCUMENTARY PRODUCTION
",JMC,graduate standing.,None,"Chronicles the evolution of the historical television documentary and demonstrates the step-by-step production
process required to create such a program. Students research and assemble a documentary with an overall
appreciation of this genre's purpose in both the television industry and the popular culture."
JMC 55010 ,"FEATURE FILM PREPRODUCTION
",JMC,"journalism and mass communication major;and graduate standing; and special approval. 
",None,"(Cross-listed with JMC 45010) Gives students practical, hands-on experience in the preproduction of a feature
length digital film. Students work on script revising, budgeting, location scouting, casting, developing a script
breakdown, and developing a daily production schedule for the film. Graduate students are expected to take a
leadership position in the preproduction of the film."
