Course Number,Course Name,Department,Prerequisites,Corequesites,Description
FIN 26074 ,"LEGAL ENVIRONMENT OF BUSINESS
",FIN,sophomore standing.,None,"(Equivalent to BMRT 21000) Coverage of the nature, structure and significance of the legal and regulatory
areas which confront business, with special emphasis on business ethics environmental and international
issues."
FIN 36040 ,"ME AND MY MONEY
",FIN,none,None,"Provides non-business majors with a practical overview of the essential aspects of personal finance necessary
to function in today's complex economy. No credit toward B.B.A. degree."
FIN 36053 ,"BUSINESS FINANCE
",FIN,cumulative 2.500 GPA; and ACCT 23020 or ACTT 11000; and ECON 22060 or HONR 21197; and ECON 22061.,None,Analysis of financial decisions in business enterprise and interface of firm with capital markets.
FIN 36054 ,"INTERMEDIATE BUSINESS FINANCE
",FIN,"cumulative 2.500 GPA; and Finance (FIN) major orminor; and minimum C (2.000) grade in FIN 36053, ENG 21011, COMM 15000 and MATH 11010. 
",None,"Treatment of uncertainty in business financial analysis. Overview of investment markets, financial institutions
and international financial environment."
FIN 36058 ,"THE FINANCIAL SYSTEM
",FIN,"cumulative 2.500 GPA; and Finance (FIN) major or minor; and minimum C (2.000)grade in FIN 36053, ENG 21011, COMM 15000 and MATH 11010. 
",None,"Analysis of financial markets and institutions emphasizing current issues, regulatory aspects and management
concerns."
FIN 36059 ,"INVESTMENTS
",FIN,"cumulative 2.500 GPA; and Finance (FIN) major or minor; anda minimum C (2.000) grade in FIN 36053, ENG 21011, COMM 15000 and MATH 11010. 
",None,"Discussion of factors determining value of investment securities with attention to economic,regulatory and
global influences. Either this course or FIN 36063 but not both can count as an elective in a College of
Business Administration program."
FIN 36063 ,"INDIVIDUAL INVESTMENT FINANCIAL STRATEGIES
",FIN,cumulative 2.500 GPA; and junior status.,None,"Examination of personal financial and investment strategies, and the impact of individual choices, with the
goal of increasing personal financial literacy and future individual well-being. Provides a foundational
understanding for making informed personal financial decisions. Does not fulfill a requirement leading to a
Finance (FIN) major or minor."
FIN 36072 ,"LAW OF COMMERCIAL TRANSACTIONS
",FIN,cumulative 2.500 GPA; and FIN 26074 or BMRT 21000; not open to finance (FIN) majors.,None,"Introduction to real and personal property, commercial paper, agency law, business organizations, bankruptcy,
secured transactions and other related areas of business law. Primarily for accounting majors."
FIN 36081 ,"PRINCIPLES OF INSURANCE
",FIN,"cumulative 2.500 GPA; andFinance (FIN) major or minor; and ECON 22060 and ECON 22061. 
",None,"Examination of insurance industry, its regulatory environment and insurance contracts. Life and health
insurance as well as property and liability insurance are covered."
FIN 36085 ,"FINANCIAL MODELING
",FIN,"FIN 36054; and MIS 24053; and 2.500cumulative GPA. 
",None,"Provides students explicit experience with financial modeling. Business problems are systematically designed
and solved using computerized spreadsheets."
