Course Number,Course Name,Department,Prerequisites,Corequesites,Description
BMS 40196 ,"INDIVIDUAL INVESTIGATION IN BIOMEDICAL SCIENCES
",BMS,"A minimum overall grade point average of 2.750; and departmental andfaculty mentor approvals required. 
",None,"(May be repeated for up to 6 credit hours) Research study under the direction of a BMS faculty
mentor.Students majoring in biology (BSCI), biotechnology (BTEC), chemistry (CHEM), integrated life sciences
(ILS) and physics (PHY) majors are eligible to enroll in this course, but must have 18 credit hours in their
major completed."
BMS 60120 ,"LABORATORY TECHNIQUES IN BIOMEDICAL SCIENCES
",BMS,Special approval and graduate standing.,None,"(Repeatable once for credit) Minimum of two laboratory rotations per semester by arrangement with individual
faculty members."
BMS 60196 ,"INDIVIDUAL INVESTIGATION
",BMS,"Special approvaland graduate standing. 
",None,"(Repeatable for a maximum of 6 credit hours) (Cross-listed with BMS 70196) Directed investigation under
supervision of faculty member in biomedical sciences and with prior approval."
BMS 60198 ,"RESEARCH
",BMS,Special approval of adviser and graduate standing.,None,"(Repeatable for credit)Research for master's level graduate students. Credits earned may be applied toward
degree requirements if department approves."
BMS 60199 ,"THESIS I
",BMS,Special approval of adviser and graduate standing.,None,"Thesis students must register for a minimum of 6 hours, 2 to 6 hours in a single semester distributed over
several semesters if desired."
BMS 60220 ,"HUMAN MICROSCOPIC ANATOMY
",BMS,BSCI 5/70517 or special approval of instructor. Graduate standing.,None,"(Cross-listed with BMS 70220) Morphological basis for normal and disturbed functions; structure-function
relationships in human microscopic anatomy. Lectures, special laboratory and learning techniques using human
tissues."
BMS 60251 ,"THEORY AND PRACTICE OF CLONING AND GENETIC ENGINEERING
",BMS,"BSCI 5/70158 andCHEM 5/70247 or BMS 6/70268. Graduate standing. 
",None,"(Cross-listed with BMS 70251) Recent advances in the development and understanding of genetic
engineering,genomic DNA organization and gene therapy will be discussed."
BMS 60291 ,"SEMINAR IN CELLULAR AND MOLECULAR BIOLOGY
",BMS,Special approval and graduate standing.,None,"(Repeatable for credit) (Cross-listed with BMS 70291) Credits may be applied toward degree if department
approves."
BMS 60295 ,"SPECIAL TOPICS IN CELLULAR AND MOLECULAR BIOLOGY
",BMS,"Specialapproval and graduate standing. 
",None,"(Repeatable for credit) (Cross-listed with BMS 70295) Study of subject or problem of current importance.
Content dependent upon student requirements and on recent developments in field."
BMS 60299 ,"THESIS II
",BMS,6 hours of BMS 60199. Graduate standing.,None,Thesis students must continue registration each semester until all degree requirements are met.
