Course Number,Course Name,Department,Prerequisites,Corequesites,Description
BSCI 10001 ,"HUMAN BIOLOGY
",BSCI,None.,None,"Study of the scientific method and life's properties, emphasizing human biology. Topics include energy,
genetics, reproduction, development disease, nutrition and physical fitness in humans."
BSCI 10002 ,"LIFE ON PLANET EARTH
",BSCI,none.,None,"Explores the fascinating breadth of life on Earth including the unique ecology and survival strategies of
animals, plants and microbes in their natural habitats."
BSCI 10003 ,"LABORATORY EXPERIENCE IN BIOLOGY
",BSCI,None,None,"Introductory college-level laboratory in biology for non-majors. Two hours of laboratory per week.
Pre/corequisite: BSCI 10001 or 10002."
BSCI 10100 ,"ANATOMY FOR VETERINARY TECHNICIANS
",BSCI,None.,None,"Compare/identify anatomy and basic physiological functions of domestic animals: skeletal, muscles,
integumentary, special sense organs, respiratory, digestive, urinary, reproductive, mammary glands,
endocrine, nerves, circulatory, immune. Lecture 4 hours, laboratory 3 hours weekly."
BSCI 10110 ,"BIOLOGICAL DIVERSITY
",BSCI,None.,None,"Considered first course in biology majors' sequence. Examines the biodiversity of life from its origins to
present-day prokaryotes and eukaryotes; their behavior, ecology and reproduction. Three hours lecture and
two hours lab weekly. Field trips."
BSCI 10120 ,"BIOLOGICAL FOUNDATIONS
",BSCI,None.,None,"Considered second course in biology majors sequence. Examines organization of life from subcellular
biochemistry and molecular biology to genetics, bioenergetics and system homeostasis. Three-hour lecture and
three-hour lab weekly. Field trips."
BSCI 10195 ,"SPECIAL TOPICS IN BIOLOGY
",BSCI,special approval.,None,(Repeatable for credit)Selected subjects and/or themes in biology.
BSCI 11001 ,"ANATOMY FOR PHYSICAL AND OCCUPATIONAL THERAPY
",BSCI,None.,None,"This course covers the organization of the human body with emphasis on the structure and function of the
neuro-musculo-skeletal systems."
BSCI 11010 ,"ANATOMY AND PHYSIOLOGY I FOR ALLIED HEALTH
",BSCI,special approval.,None,"Anatomy and physiology to include organization of the human body, cells, tissues, organs and systems,
integumentary, skeletal, muscular and respiratory systems and overviews of the nervous and circulatory
system."
BSCI 11020 ,"ANATOMY AND PHYSIOLOGY II FOR ALLIED HEALTH
",BSCI,BSCI 11010 and special approval.,None,"Anatomy and physiology of the circulatory, digestive, urinary, nervous, endocrine and reproductive systems."
BSCI 16001 ,"HORTICULTURAL BOTANY
",BSCI,None.,None,"To provide students with an understanding of the basic anatomy and physiology and growth characteristics of
plants. Lecture two hours weekly, lab three hours weekly. Offered only at the Geauga and Salem campuses."
BSCI 20020 ,"BIOLOGICAL STRUCTURE AND FUNCTION
",BSCI,None.,None,"Basic design of human systems emphasizing the physiochemical and cellular bases of organ-system structure,
function and development. Lecture four hours, laboratory three hours weekly."
BSCI 20021 ,"BASIC MICROBIOLOGY
",BSCI,"BSCI 20020; or BSCI 10100 and 10110; or BSCI 11010 and 11020; or ATTR 25057 and 25058; or EXSC25057 and 25058; and CHEM 10050 or 10052 or 10054 or 10060. 
",None,Principles of microorganisms having a direct relationship on the health and well-being of humans.
BSCI 20022 ,"BASIC MICROBIOLOGY LABORATORY
",BSCI,None,BSCI 20021.,"Laboratory experience in microbiology. Three hours of laboratory per week. Cannot be used to satisfy degree
requirements for biology majors."
BSCI 20195 ,"SPECIAL TOPICS IN BIOLOGY
",BSCI,special approval.,None,(Repeatable for credit)Selected subjects and/or themes in Biology.
BSCI 20196 ,"INTRODUCTION TO INDIVIDUAL INVESTIGATION
",BSCI,"8 hours of BSCI courses with a minimum grade of C (2.000) in those courses.Departmental and faculty mentor approvals required. 
",None,"(Repeatable for credit)Introduction to research in the biological sciences under the direction of a BSCI faculty
mentor."
BSCI 26002 ,"ECOLOGICAL PRINCIPLES OF PEST MANAGEMENT
",BSCI,BSCI 16001.,None,"Basic principles of integrated pest management, pesticide application, pest identification and environmental
effects. Lecture three hours weekly; offered only at the Salem Campus."
BSCI 26003 ,"PLANT IDENTIFICATION AND SELECTION I
",BSCI,HORT 16001 and BSCI 16001.,None,"Identification and selection of horticulturally important plant species. Emphasis on woody species, shrubs and
trees. Lecture two hours weekly, lab three hours weekly. Offered only at the Salem Campus."
BSCI 26004 ,"PLANT IDENTIFICATION AND SELECTION II
",BSCI,BSCI 16001 and HORT 16001.,None,"Identification and selection of horticulturally important plant species. Emphasis on herbaceous species, ground
covers and vines. Lecture two hours weekly, lab three hours weekly. Offered only at the Salem Campus."
BSCI 30005 ,"CAREER PATHWAYS IN BIOLOGY
",BSCI,"BSCI 10110 and10120. 
",None,Orients students toward various career pathways in the biological sciences.
BSCI 30030 ,"HUMAN PHYSIOLOGY
",BSCI,BSCI 20020; or 10110 and 10120; and 9 hours chemistry.,None,"Integrating mechanisms, pharmacological and pathological considerations for selected organ systems."
BSCI 30050 ,"HUMAN GENETICS
",BSCI,8 hours of biology 5 hours of chemistry.,None,"Modern concepts of genetics applicable to the human including examination of genetically related diseases and
their societal implications. Lecture three hours weekly."
BSCI 30140 ,"CELL BIOLOGY
",BSCI,"BSCI 10120 and CHEM10060 and 10062. 
",None,"Investigation of the cell as the fundamental unit of life with an emphasis on the relationship between cellular
structure and function. Three-hour lecture and three-hour lab weekly."
BSCI 30156 ,"ELEMENTS OF GENETICS
",BSCI,BSCI 10110 and 10120.,None,"Principles of organic mechanisms for expression and transmission of traits as studied in molecules,cells,
organisms and populations. Lecture three hours weekly."
BSCI 30171 ,"GENERAL MICROBIOLOGY
",BSCI,"BSCI 30140; CHEM 10060, 10061, 10062 and 10063.",None,"Fundamental principles of microbiology and of organisms including their structure, physiology, genetics,
pathogenicity, classification, mechanisms of cultivation and control. Lecture three hours, lab three hours
weekly."
BSCI 30270 ,"GENERAL PLANT BIOLOGY
",BSCI,BSCI 10110 and BSCI 10120.,None,"Covers all topics in modern plant biology, including molecular and cellular biology, physiology, anatomy,
development, ecology, evolution and diversity."
BSCI 30271 ,"GENERAL PLANT BIOLOGY LABORATORY
",BSCI,BSCI 10110 and BSCI 10120.,BSCI 30270,Laboratory and greenhouse exercises in general plant biology.
BSCI 30274 ,"FORESTRY
",BSCI,BSCI 10110 and 10120.,None,"Management of the forest resource within appropriate environmental constraints for sustained use relative to
watershed protection, lumber production, recreation and wildlife."
BSCI 30275 ,"LOCAL FLORA
",BSCI,BSCI 10110 and 10120.,None,"Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour
lab weekly."
BSCI 30277 ,"ECONOMIC BOTANY
",BSCI,BSCI 10110 and 10120.,None,Biology of plants important to man and their relation to climate and geography. Lecture two hours weekly.
BSCI 30360 ,"GENERAL ECOLOGY
",BSCI,BSCI 10110 and 10120.,None,"Principles of ecology based on field studies of local plant and animal communities. Lecture three hours, lab
three hours weekly."
BSCI 30361 ,"BIOGEOGRAPHY
",BSCI,BSCI 10110 and 10120.,None,"Geographical distribution of biotic communities with special reference to North America and to their
environmental control. Lecture three hours weekly."
BSCI 30362 ,"INTRODUCTION TO BIOLOGY OF THE TROPICS
",BSCI,"BSCI majors and junior or seniorstanding. 
",None,Biology and conservation of tropical ecosystems and organisms.
BSCI 30518 ,"VERTEBRATE ANATOMY
",BSCI,BSCI 10110 or 10120.,None,"Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems:
skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Lecture three hours,
lab three hours weekly."
BSCI 30519 ,"VERTEBRATE EMBRYOLOGY AND DEVELOPMENTAL ANATOMY
",BSCI,"BSCI 20001or 30518 and 30140. 
",None,"Gametogenesis, fertilization, embryogenesis, organogenesis, normal/abnormal embryological development;
emphasizing mammal; amphibian, bird illustrating general principles and concepts. Laboratory studies of frog,
chick, pig developmental anatomy. Three one hour lectures and one three hour lab."
BSCI 30520 ,"INTRODUCTION TO NEUROSCIENCE
",BSCI,BSCI 30140.,None,"Basic principles in neuroscience from the cellular to systems level. Covers how the nervous system is
organized, how it detects sensory stimuli to create a mental representation of their environment and output
pathways by which the nervous system can control movement, hormone levels and physiological processes."
BSCI 30560 ,"INVERTEBRATE ZOOLOGY
",BSCI,BSCI 10110 and 10120.,None,"Survey of the animal kingdom emphasizing evolutionary developments. Three-hour lecture and three-hour lab
weekly."
BSCI 30580 ,"ENTOMOLOGY
",BSCI,"BSCI 10110, 10120 and 10 hours of biology (BSCI) courses.",None,"Classification, biology and ecology of the principal groups of insects. Lecture three hours, lab three hours
weekly."
BSCI 30582 ,"ORNITHOLOGY
",BSCI,"BSCI10110 and 10120. 
",None,"Field study of natural history of local birds. Lecture three hours, lab three hours weekly."
BSCI 40020 ,"BIOLOGY OF AGING
",BSCI,"CHEM 10050 and 10052; and BSCI 20020 or (BSCI 11010 and 11020) or (ATTR25057 and 25058) or (EXSC 25057 and 25058). 
",None,"(Cross-listed with BSCI 50020) Current theories of aging; changes at the cellular level associated with aging in
humans; course covers the normal aging process, dysfunction, and diseases of the elderly categorized by body
systems."
BSCI 40099 ,"SENIOR HONORS THESIS
",BSCI,Departmental faculty mentor and honors college approval.,None,"(Repeatable for credit) Honors thesis research project completed during the senior year with BSCI faculty
mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper division
elective hours."
