Course Number,Course Name,Department,Prerequisites,Corequesites,Description
GEOG 35065 ,"GEOGRAPHY OF TRANSPORTATION AND SPATIAL INTERACTION
",GEOG,None.,None,"Spatial interaction. Study of flows, networks and integrated systems at different spatial scales. Transport and
economic development. Models and methods of analysis."
GEOG 36065 ,"CITIES AND URBANIZATION
",GEOG,None.,None,"Course examines what is a city, how it has evolved over time under changing economic conditions, what is its
internal structure and how this has been influenced by transportation developments. Special attention is paid
to the causes and consequences of social diversity within the city and how cities differ throughout the world."
GEOG 37010 ,"GEOGRAPHY OF OHIO
",GEOG,junior standing.,None,"Study of Ohio as a distinctive region, its environment and the varied characteristics of its population, its
historical geographic development and contemporary patterns and problems."
GEOG 37040 ,"GEOGRAPHY OF AFRICA
",GEOG,None.,None,"This course deals with the complex geographical and cultural elements in Africa. It demonstrates how the
interaction of these elements has affected Africa's linkages to other continents especially North America.
Furthermore it, discusses how this diversity has affected Africa's economic development and political evolution."
GEOG 37050 ,"GEOGRAPHY OF RUSSIA AND THE COMMONWEALTH OF INDEPENDENT STATES
",GEOG,None.,None,"Study of the physical, economical, political and cultural geography of Russia, Ukraine, Central Asia and other
components of the former Soviet Union."
GEOG 37066 ,"GEOGRAPHY OF EUROPE
",GEOG,None.,None,"Examination of the cultural, economic, political and physical geography of Western and Eastern Europe
(excluding the former USSR)."
GEOG 37070 ,"GEOGRAPHY OF EAST AND SOUTHEAST ASIA
",GEOG,None.,None,"Analysis of the physical and cultural geography of East and Southeast Asia, extending from Japan and China
to Burma and Indonesia."
GEOG 37072 ,"GEOGRAPHY OF CHINA
",GEOG,none.,None,"Examination of China's physical environment, natural and human resources, social and cultural characteristics
and role in the global environment."
GEOG 37079 ,"GEOGRAPHY OF SOUTH ASIA
",GEOG,None.,None,"Physical and cultural geography of South Asian region including India, Pakistan, Bangladesh, Nepal, Bhutan
and the Maldive Islands."
GEOG 37084 ,"GEOGRAPHY OF SOUTH AMERICA
",GEOG,None.,None,"Overview of region and survey of each country emphasizes systematic similarities and differences in physical
environment, culture, economic development, population, land use, politics and history."
GEOG 37085 ,"GEOGRAPHY OF CENTRAL AMERICA AND MEXICO
",GEOG,None.,None,"Geographic analysis and interpretation of major regions of Central America, Mexico and the Caribbean.
Evaluation of physical environments and development problems."
GEOG 37095 ,"SPECIAL TOPICS IN REGIONAL GEOGRAPHY
",GEOG,none.,None,(Repeatable for a maximum of 3 times) Special topics course in a specific region of the world.
GEOG 39002 ,"STATISTICAL METHODS IN GEOGRAPHY
",GEOG,MATH 11009 or MATH 11010 or MATH 10041.,None,"Explores probability theory, spatial statistics, estimation procedures, hypothesis testing, spatial sampling,
methods of areal association and regression analysis. Geographic applications are emphasized."
GEOG 40093 ,"VARIABLE TITLE WORKSHOP IN GEOGRAPHY
",GEOG,Permission.,None,(Repeatable for credit)S/u graded.
GEOG 40191 ,"SEMINAR IN GEOGRAPHY
",GEOG,Junior standing and geography (GEOG) major.,None,"(Repeatable for a maximum of 6 credit hours)Advanced study of the historical development of geography and
of contemporary issues in the field. Emphasis on methods of geographic investigation and presentation of
results."
GEOG 40192 ,"PRACTICUM IN GEOGRAPHY
",GEOG,Permission.,None,"(Repeatable for credit)Practical experience in using or teaching geographic techniques and/or problem-solving.
Faculty supervised."
GEOG 40195 ,"SPECIAL TOPICS IN GEOGRAPHY
",GEOG,special approval.,None,(Repeatable for credit) (Cross-listed with GEOG 50195 and GEOG 70195)
GEOG 40292 ,"FIELD EXPERIENCE IN GEOGRAPHY
",GEOG,special approval.,None,"(Repeatable for credit) (Cross-listed with GEOG 50292 and GEOG 70292) Examination of geographic
landscapes in the field."
GEOG 40392 ,"PRACTICUM IN EMERGING GEOGRAPHIC TRENDS
",GEOG,"specialapproval. 
",None,(Repeatable for credit)Examination of newly emerging geographic topics and techniques.
GEOG 40996 ,"INDIVIDUAL INVESTIGATION IN GEOGRAPHY
",GEOG,Permission.,None,(Repeatable for credit)Individual undergraduate investigation or research on specific geographical problems.
GEOG 41050 ,"POLAR AND ALPINE ENVIRONMENTS
",GEOG,GEOG 21062.,None,"(Cross-listed with GEOG 51050 and GEOG 71050) The geographic features of the Earth's cold treeless regions
are examined including climate, soils, glaciers, permafrost, plant and animal life and human activities."
GEOG 41051 ,"NATURAL DISASTERS AND SOCIETY
",GEOG,none.,None,"Study of natural disasters, the physical causes of the hazards associated with the disasters, their effects on
humans and societies, spatial and temporal distributions, and strategies to reduce the occurrences of
disasters. Natural disasters include hurricanes, tornadoes, floods, landslides, heat waves, wildfire, blizzards.
earthquakes, tsunami, and volcanoes. Mitigation for disasters and responses to disasters are studied across
economically developing nations and developed nations. Taught through the analysis of numerous case studies
of natural disasters."
GEOG 41052 ,"GLACIERS AND GLACIATION
",GEOG,GEOG 21062 or GEOL 11040.,None,"(Cross-listed with GEOL 44052, 54052 and 74052) Examination of how glacial ice masses change the shape of
the Earth's surface, how they are integral to climate and sea level change, and how they pose high risk
hazards."
GEOG 41065 ,"APPLIED CLIMATOLOGY
",GEOG,GEOG 31062 or 31064.,None,"Aimed at providing a full appreciation for the range of applicability of climate data to real-world problems.
There are three overarching goals of the course: To provide a broad overview of what weather and climate
information is out there and how we synthesize weather and climate information for use in applied work; to
enable a thorough appreciation for the breadth of disciplines in which applied climatology plays a role; and to
provide real-world experience of working through an applied climatological problem, via the final project."
GEOG 41066 ,"CLIMATE CHANGE AND ITS IMPACT
",GEOG,GEOG 31062 and GEOG 31064.,None,"(Cross-listed with GEOG 51066 and GEOG 71066) Examination of the evidence and causes of climate change
and how these data are assessed. Past, present and future impacts of climate change and variability are
discussed along with policy implications."
GEOG 41073 ,"CONSERVATION OF NATURAL RESOURCES
",GEOG,None.,None,"(Cross-listed with GEOG 51073 and GEOG 71073) Evaluation of past and current problems associated with the
management of natural resources and the environments associated with their utilization."
GEOG 41074 ,"RESOURCE GEOGRAPHY
",GEOG,Junior standing.,None,"Culture-technology and distance in relation to resource adequacy and management concepts for societal
decisions about common property and situations with external economies."
GEOG 41082 ,"GEOGRAPHY OF SOILS
",GEOG,GEOG 21062 or GEOL 11040.,None,"An edaphological approach to soils including morphology,formation, classification, geographical distribution and
utilization. Field work required."
GEOG 41195 ,"SPECIAL TOPICS IN ENVIRONMENTAL GEOGRAPHY
",GEOG,none.,None,"(Repeatable for a maximum of 10 times) (Cross-listed with GEOG 51195 and GEOG 71195) Special topics in
environmental geography."
GEOG 42040 ,"TOURISM DEVELOPMENT AND RECREATIONAL TRAVEL
",GEOG,RPTM 36060.,None,"(Cross-listed with RPTM 46000) Investigation of travel and tourism development using an interdisciplinary
social science approach."
GEOG 42052 ,"MEDICAL GEOGRAPHY
",GEOG,"GEOG22061. 
",None,"(Cross-listed with GEOG 52052 and GEOG 72052) Geographic patterns of morbidity and mortality in the past
and the present; diffusion of diseases and medicine; health in Third World emphasized."
GEOG 42053 ,"GEOGRAPHIES OF MEMORY AND HERITAGE
",GEOG,junior standing.,None,"(Cross-listed with GEOG 52053 and GEOG 72053) Gives students a working knowledge in, and ability to
understand and analyze, the intersection of memory and landscape as a tangible re-presentation of the
human past, oftentimes used as a tangible expression of cultural or political power. To this end the course
focuses on memorialization, preservation, and tourism concepts and themes."
GEOG 42064 ,"HISTORICAL GEOGRAPHY OF THE UNITED STATES AND CANADA
",GEOG,GEOG 17064.,None,"(Cross-listed with GEOG 52064 and GEOG 72064) Regional origins and growth, evolution of spatial
organization, changing evaluation of environments, and past geographies in United States and Canada from
pre-Colonial times on."
GEOG 42195 ,"SPECIAL TOPICS IN SOCIAL GEOGRAPHY
",GEOG,none.,None,"(Repeatable for a maximum of 10 times) (Cross-listed with GEOG 52195 and 72195) Special topics in social
geography."
GEOG 44010 ,"GEOGRAPHY OF THE GLOBAL ECONOMY
",GEOG,GEOG 34070 or ECON 22061.,None,"Geographic analysis of the increasing interconnectedness of economic activity. The social, technological and
political changes associated with globalization are also discussed."
GEOG 44070 ,"SPATIAL ANALYSIS AND LOCATION THEORY
",GEOG,None.,None,"(Cross-listed with GEOG 54070 and GEOG 74070) Classical theories for location of economic activities and
contemporary approach of spatial analysis,spatial organization of economic systems behavioral models in
economic geography spatial allocation problems."
GEOG 45085 ,"URBAN TRANSPORTATION
",GEOG,none.,None,"(Cross-listed with GEOG 55085 and GEOG 75085) Spatial analysis of urban transportation, travel behavior,
modes. Trip generation and distribution models, transportation planning, urban transportation problems."
GEOG 46070 ,"URBAN AND REGIONAL PLANNING
",GEOG,none.,None,"(Cross-listed with GEOG 56070 and GEOG 76070) Analysis of geographical aspects of planning for cities and
regions."
GEOG 46092 ,"INTERNSHIP IN GEOGRAPHY AND PLANNING
",GEOG,"Controlled registration admission competitive based on student's skills and interests and on number ofpositions available. 
",None,"(Repeatable for credit) (Cross-listed with GEOG 56092) Pre-professional work experience in local,regional and
environmental planning agencies and in business designed to utilize and develop academic skills."
GEOG 49070 ,"GEOGRAPHIC INFORMATION SCIENCE
",GEOG,GEOG 29160.,None,"(Cross-listed with GEOG 59070 and GEOG 79070) Introduction to theories and methods for geographic data
processing, including data capture and input data storage and management and data analysis and displays.
Emphasis is on laboratory exercises using GIS software packages for real world applications. Non-geographers
should contact the Department of Geography to discuss the course prerequisites."
GEOG 49072 ,"GEOGRAPHIC INFORMATION SCIENCE AND HEALTH
",GEOG,none.,None,"(Cross-listed with GEOG 59072 and GEOG 79072) Geographic theory and methods serve as the connection
among disparate disciplines focused on how and why “health” varies between regions, cities, and
neighborhoods. This course examines how geospatial technologies, especially GIS, have become an important
health analysis tool."
GEOG 49075 ,"GEOGRAPHIC INFORMATION SCIENCE: URBAN AND ECONOMIC APPLICATIONS
",GEOG,GEOG 49070.,None,"(Cross-listed with GEOG 59075 and GEOG 79075) Urban and economic applications and analyses of spatial
data, especially theoretical and conceptual issues including the possibilities and concerns associated with GIS,
ethical considerations, and the various forms of data collection, visualization, analysis and dissemination."
GEOG 49076 ,"SPATIAL PROGRAMMING
",GEOG,GEOG 49070.,None,"(Cross-listed with GEOG 59076 and GEOG 79076) Examination of the design, development and use of
geographic information technologies with computer programming to model, process and visualize geographic
phenomena."
GEOG 49078 ,"GEOGRAPHIC INFORMATION SCIENCE AND HAZARDS
",GEOG,GEOG 49070.,None,"(Cross-listed with GEOG 59078 and GEOG 79078) The study and management of natural hazards are
inherently reliant on both physical and human processes and spatial patterns. Given the many variables
involved and the variety of scales at which they operate, use of Geographic Information Systems (GIS) has
become standard practice in research on hazards and in their management by government agencies at all
levels. Exposes students to a wide array of spatial data that is used in these activities, as well as standard
mapping and spatial analysis procedures and forms of data dissemination."
GEOG 49080 ,"ADVANCED GEOGRAPHIC INFORMATION SCIENCE
",GEOG,GEOG 49070.,None,"Advanced theories and techniques for handling geographic information systems, including 2D and 3D
processing of geographic information, detection and analysis of geographic patterns, 2D and 3D mapping of
geographic information, modeling of geographic processes, and an overview of GIS programming tools."
GEOG 49082 ,"CYBERGIS
",GEOG,None.,None,"Explores cyberinfrastructure-enabled geographic information systems (i.e. cyberGIS) and related technologies
including a broad introduction to the use, design, and development of cyberinfrastructure, spatial data
infrastructures, geographic information services, and web-enabled mapping technologies. Situates cyberGIS in
the broader context of geographic information science focusing on the how synthesizing computational
thinking and spatial thinking influence methodological approaches."
GEOG 49085 ,"WEB AND MOBILE GEOGRAPHIC INFORMATION SCIENCE
",GEOG,GEOG 49070.,None,"(Cross-listed with GEOG 59085 and GEOG 79085) Explores how web and mobile phones present opportunities
and challenges to the field of GIScience. This includes the examination of the use, design, and development of
cyberinfrastructure-enabled GIS emphasizing web- and mobile-based interfaces and technologies."
GEOG 49098 ,"RESEARCH IN GEOGRAPHIC INFORMATION TECHNOLOGY
",GEOG,Special approval.,None,(Repeatable for credit)Individual research on a topic in geographic information technology.
GEOG 49162 ,"CARTOGRAPHY AND GEOVISUALIZATION
",GEOG,GEOG 49070. ,GEOG 49163.,"(Cross-listed with GEOG 59162 and GEOG 79162) Study of the design and production of dynamic, interactive,
mulitmedia Web based mapping. Data acquistion and processing, symbolization, composition, text and color
utilization."
GEOG 49163 ,"CARTOGRAPHY AND GEOVISUALIZATION LABORATORY
",GEOG,GEOG49070. ,GEOG 49162.,"(Cross-listed with GEOG 59163 and GEOG 79163) Practical experience in the techniques of data acquisition
and processing for dynamic, multimedia, and online map production and geovisualizations."
GEOG 49165 ,"GEOMAPPING
",GEOG,GEOG 39002 or GEOG 39161.,None,"(Cross-listed with GEOG 59165 and GEOG 79165) Information theory, data collection, automated mapping
systems. Representation of surfaces lines and points, geographic data structures and applications. Mapping by
line printer, interactive terminals."
GEOG 49195 ,"SPECIAL TOPICS IN GEOGRAPHIC INFORMATION SCIENCE
",GEOG,none.,None,"(Repeatable for a maximum of 10 times) (Cross-listed with GEOG 59195 and GEOG 79195) Special topics in
geographic information sciences."
GEOG 49198 ,"RESEARCH IN CARTOGRAPHY AND GEOGRAPHIC INFORMATION SYSTEMS
",GEOG,special approval.,None,"(Repeatable for credit) Individual research on a topic in cartography or GIS under the direction of any faculty
member."
GEOG 49230 ,"REMOTE SENSING
",GEOG,none.,None,"(Cross-listed with GEOG 59230 and GEOG 79230 and GEOL 42030 and GEOL 52030 and GEOL 72030)
Computer analysis of multispectral satellite datasets. Applications in Terrestrial Earth Science are emphasized."
GEOG 50093 ,"VARIABLE TITLE WORKSHOP IN GEOGRAPHY
",GEOG,Graduate standing.,None,(Repeatable for credit)Variable title workshop in geography.
GEOG 50195 ,"SPECIAL TOPICS IN GEOGRAPHY
",GEOG,Graduate standing.,None,"(Repeatable for credit) (Cross-listed with GEOG 40195 and GEOG 70195) Topics vary according to research
interest of person teaching the course."
GEOG 50292 ,"FIELD EXPERIENCE IN GEOGRAPHY
",GEOG,Special approval and graduate standing.,None,"(Repeatable for credit) (Cross-listed with GEOG 40292 and GEOG 70292) Examination of geographic
landscapes in the field."
GEOG 50392 ,"PRACTICUM IN EMERGING GEOGRAPHIC TRENDS
",GEOG,"Specialapproval and graduate standing. 
",None,(Repeatable for credit)Examination of newly emerging geographic topics and techniques.
GEOG 51050 ,"POLAR AND ALPINE ENVIRONMENTS
",GEOG,GEOG 21062 and graduate standing.,None,"(Cross-listed with GEOG 41050 and GEOG 71050) The geographic features of the earth's cold treeless regions
are examined including climate, soils, glaciers, permafrost, plant and animal life and human activities."
GEOG 51051 ,"NATURAL DISASTERS AND SOCIETY
",GEOG,graduate standing.,None,"Study of natural disasters, the physical causes of the hazards associated with the disasters, their effects on
humans and societies, spatial and temporal distributions, and strategies to reduce the occurrences of
disasters. Natural disasters include hurricanes, tornadoes, floods, landslides, heat waves, wildfire, blizzards,
earthquakes, tsunami, and volcanoes. Mitigation for disasters and responses to disasters are studied across
economically developing nations and developed nations. Taught through the analysis of numerous case studies
of natural disasters."
GEOG 51052 ,"GLACIERS AND GLACIATION
",GEOG,Graduate standing.,None,"(Cross-listed with GEOL 44052, 54052 and 74052) Examination of how glacial ice masses change the shape of
the earth's surface, how they are integral to climate and sea level change and how they pose high risk
hazards."
GEOG 51065 ,"APPLIED CLIMATOLOGY
",GEOG,graduate standing.,None,"Aimed at providing a full appreciation for the range of applicability of climate data to real-world problems.
There are three overarching goals of the course: To provide a broad overview of what weather and climate
information is out there and how we synthesize weather and climate information for use in applied work; to
enable a thorough appreciation for the breadth of disciplines in which applied climatology plays a role; and to
provide real-world experience of working through an applied climatological problem, via the final project."
GEOG 51066 ,"CLIMATE CHANGE AND ITS IMPACTS
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 41066 and GEOG 71066) Examination of the evidence and causes of climate change
and how these data are assessed. Past, present and future impacts of climate change and variability are
discussed along with policy implications."
GEOG 51073 ,"CONSERVATION OF OUR NATURAL RESOURCES
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 41073 and GEOG 71073) Evaluation of past and current problems associated with the
management of natural resources and the environments associated with their utilization."
GEOG 51074 ,"RESOURCE GEOGRAPHY
",GEOG,Graduate standing.,None,"Cultural attitudes, conceptual approaches and techniques in resource geography analysis of selected resource
issues at various areal scales."
GEOG 51082 ,"GEOGRAPHY OF SOILS
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 41082 and GEOG 71082) Study and analysis of different soil types in their relation to
geographic factors."
GEOG 51195 ,"SPECIAL TOPICS IN ENVIRONMENTAL GEOGRAPHY
",GEOG,graduate standing.,None,"(Repeatable for a maximum of 10 times) (Cross-listed with GEOG 41195 and GEOG 71195) Special topics in
environmental geography."
GEOG 52052 ,"MEDICAL GEOGRAPHY
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 42052 and GEOG 72052) Examines the geographic patterns of morbidity and
mortality, environmental correlates of major diseases and disease diffusion. Locational and accessibility issues
of health care are discussed."
GEOG 52053 ,"GEOGRAPHIES OF MEMORY AND HERITAGE
",GEOG,graduate standing.,None,"(Cross-listed with GEOG 42053 and GEOG 72053) Gives students a working knowledge in, and ability to
understand and analyze, the intersection of memory and landscape as a tangible re-presentation of the
human past, oftentimes used as a tangible expression of cultural or political power. To this end the course
focuses on memorialization, preservation, and tourism concepts and themes."
GEOG 52064 ,"HISTORICAL GEOGRAPHY OF THE UNITED STATES AND CANADA
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 42064 and GEOG 72064) Study of regional origins, growth evolution of spatial
organization changing evaluation of environments and selective geographies in United States and Canada from
precolonial times to present."
GEOG 52195 ,"SPECIAL TOPICS IN SOCIAL GEOGRAPHY
",GEOG,graduate standing.,None,"(Repeatable for a maximum of 10 times) (Cross-listed with GEOG 42195 and GEOG 72195) Special topics in
social geography."
GEOG 54010 ,"GEOGRAPHY OF THE GLOBAL ECONOMY
",GEOG,graduate standing.,None,"(Cross-listed with GEOG 44010 and GEOG 74010) Geographic analysis of the increasing interconnectedness of
economic activity. The social, technological and political changes associated with globalization are also
discussed."
GEOG 54070 ,"SPATIAL ANALYSIS AND LOCATION THEORY
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 44070 and GEOG 74070) Classical theories for location of economic activities and
contemporary approach of spatial analysis, spatial organization of economic systems behavioral models in
economic geography and spatial allocation problems."
GEOG 55085 ,"URBAN TRANSPORTATION
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 45085 and GEOG 75085) Spatial interaction patterns in urban environments. Travel
behavior, commodity flows, traffic patterns and urban transportation systems. Urban transportation problems.
Theoretical developments and techniques of analysis in urban transportation."
GEOG 56070 ,"URBAN AND REGIONAL PLANNING
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 46070 and GEOG 76070) Analysis of the geographical aspects of planning for cities
and regions."
GEOG 56092 ,"INTERNSHIP IN GEOGRAPHY AND PLANNING
",GEOG,Special approval and graduate standing.,None,"(Repeatable for credit) (Cross-listed with GEOG 46092) Preprofessional work experience in local, regional and
environmental planning agencies and private business designed to utilize and develop academic skills."
GEOG 59070 ,"GEOGRAPHIC INFORMATION SCIENCE
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 49070 and GEOG 79070) Introduction to theories and methods for geographic data
processing, including data capture and input, data storage and management, and data analysis and displays.
Emphasis is on laboratory exercises using GIS software packages for real world applications."
GEOG 59072 ,"GEOGRAPHIC INFORMATION SCIENCE AND HEALTH
",GEOG,graduate standing.,None,"Geographic theory and methods serve as the connection among disparate disciplines focused on how and why
“health” varies between regions, cities, and neighborhoods. Examines how geospatial technologies, especially
GIS, have become an important health analysis tool."
GEOG 59075 ,"GEOGRAPHIC INFORMATION SCIENCE: URBAN AND ECONOMIC APPLICATIONS
",GEOG,"GEOG 49070 or GEOG 59070; andgraduate standing. 
",None,"Urban and economic applications and analyses of spatial data, especially theoretical and conceptual issues
including the possibilities and concerns associated with GIS, ethical considerations, and the various forms of
data collection, visualization, analysis, and dissemination."
GEOG 59076 ,"SPATIAL PROGRAMMING
",GEOG,GEOG 59070 and graduate standing.,None,"(Cross-listed with GEOG 49076 and GEOG 79076) Examination of the design, development and use of
geographic information technologies with computer programming to model, process and visualize geographic
phenomena."
GEOG 59078 ,"GEOGRAPHIC INFORMATION SCIENCE AND HAZARDS
",GEOG,"GEOG 49070 or59070; and graduate standing. 
",None,"(Cross-listed with GEOG 49078 and GEOG 79078) The study and management of natural hazards are
inherently reliant on both physical and human processes and spatial patterns. Given the many variables
involved and the variety of scales at which they operate, use of Geographic Information Systems (GIS) has
become standard practice in research on hazards and in their management by government agencies at all
levels. Exposes students to a wide array of spatial data that is used in these activities, as well as standard
mapping and spatial analysis procedures and forms of data dissemination."
GEOG 59080 ,"ADVANCED GEOGRAPHIC INFORMATION SCIENCE
",GEOG,GEOG 4/59070 and graduate standing.,None,"(Cross-listed with GEOG 49080 and GEOG 79080) Advanced theories and techniques for handling geographic
information systems, including 2D and 3D processing of geographic information, detection and analysis of
geographic patterns, 2D and 3D mapping of geographic information, modeling of geographic processes and an
overview of GIS programming tools."
GEOG 59082 ,"CYBERGIS
",GEOG,"GEOG 49076 or 59076 or49080 or 59080; and graduate standing. 
",None,"Explores cyberinfrastructure-enabled geographic information systems (i.e. cyberGIS) and related technologies
including a broad introduction to the use, design, and development of cyberinfrastructure, spatial data
infrastructures, geographic information services, and web-enabled mapping technologies. Situates cyberGIS in
the broader context of geographic information science focusing on the how synthesizing computational
thinking and spatial thinking influence methodological approaches."
GEOG 59085 ,"WEB AND MOBILE GEOGRAPHIC INFORMATION SCIENCE
",GEOG,GEOG 49070 or 59070; and graduate standing.,None,"(Slashed with GEOG 49085 and GEOG 79085) Explores how web and mobile phones present opportunities and
challenges to the field of GIScience. This includes the examination of the use, design, and development of
cyberinfrastructure-enabled GIS emphasizing web- and mobile-based interfaces and technologies."
GEOG 59162 ,"CARTOGRAPHY AND GEOVISUALIZATION
",GEOG,GEOG 49070 OR 59070 and graduate standing. ,GEOG 59163.,"(Cross-listed with GEOG 49162 and 79162) Study of the design and production of dynamic, interactive,
multimedia Web based mapping. Data acquisition and processing, symbolization, composition, text and color
utilization."
GEOG 59163 ,"CARTOGRAPHY AND GEOVISUALIZATION LABORATORY
",GEOG,GEOG49070 or 59070; and graduate standing. ,GEOG 59162.,"(Cross-listed with GEOG 49163 and GEOG 79163) Practical experience in the techniques of data acquisition
and processing for dynamic, multimedia, and online map production and geovisualizations."
GEOG 59165 ,"GEOMAPPING
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 49165 and GEOG 79165) Information theory, data collection, automated mapping
systems, representation of surfaces, lines and points, geographic data structures and applications. Mapping by
line printer, plotters and interactive terminals."
GEOG 59195 ,"SPECIAL TOPICS IN GEOGRAPHIC INFORMATION SCIENCE
",GEOG,graduate standing.,None,"(Repeatable a maximum of 10 times) (Cross-listed with GEOG 49195 and GEOG 79195).Special topics in
geographic information sciences."
GEOG 59230 ,"REMOTE SENSING
",GEOG,graduate standing.,None,"(Cross-listed with GEOG 49230 and GEOG 79230 and GEOL 42030 and GEOL 52030 and GEOL 72030)
Computer analysis of multispectral satellite datasets. Applications in Terrestrial Earth Science are emphasized."
GEOG 60191 ,"SEMINAR IN TOPICAL GEOGRAPHY
",GEOG,Graduate standing.,None,"(Repeatable for credit) (Cross-listed with GEOG 70191) Seminar in one of the major topical fields in
geography offered by title in given semester."
GEOG 60197 ,"INTRADEPARTMENTAL COLLOQUIUM
",GEOG,Graduate standing.,None,(Repeatable for credit)One hour credit per semester.
GEOG 60199 ,"THESIS I
",GEOG,Graduate standing.,None,"Thesis students must register for a total of 6 hours, 2 to 6 hours in single semester distributed over several
semesters if desired."
GEOG 60299 ,"THESIS II
",GEOG,GEOG 60199 and graduate standing.,None,Thesis students must continue registration each semester until all degree requirements are met.
GEOG 60800 ,"SEMINAR IN THE DEVELOPMENT OF GEOGRAPHIC THOUGHT
",GEOG,Graduate standing.,None,"(Cross-listed with GEOG 70800) Development of geographic knowledge and concepts with emphasis on recent
development. Critical analysis of writings of representative geographers and scientists in related fields."
GEOG 60996 ,"RESEARCH IN GEOGRAPHY
",GEOG,"Special approval and graduatestanding. 
",None,(Repeatable for credit)Individual research problems in geography.
GEOG 60998 ,"RESEARCH
",GEOG,"Graduatestanding. 
",None,"(Repeatable for credit)Research or individual investigation for master's level graduate students. Credits earned
may be applied toward meeting degree requirements if the department approves."
GEOG 62062 ,"BEHAVIORAL GEOGRAPHY
",GEOG,Graduate standing.,None,"Focuses on spatial perception, cognition and behavior. How we collect and process spatial information,
behavior in space, locate space and interact in space."
