Course Number,Course Name,Department,Prerequisites,Corequesites,Description
TECH 10001 ,"INFORMATION TECHNOLOGY
",TECH,None.,None,"Introduction to the operation and use of computer systems in technology-related applications. Laboratory
 assignments include the use of microcomputers for solving technical problems."
TECH 11071 ,"WOODS TECHNOLOGY I
",TECH,None.,None,"Provides experience in fundamental hand and machine processes in wood-fabrication. Projects are designed,
 planned and constructed by the student according to curricular needs and interests."
TECH 13580 ,"ENGINEERING GRAPHICS I
",TECH,None.,None,"Technique of engineering drawing, lettering, instrument use, freehand drawing, orthogonal projection, sections,
 single and double auxiliaries, dimensioning, screw threads, charts and graphs."
TECH 20001 ,"ENERGY/POWER
",TECH,TECH 21021.,None,"Study of basic thermodynamic laws and how they apply to the conversion and transfer of heat energy into
 useful power."
TECH 20002 ,"MATERIALS AND PROCESSES
",TECH,None.,None,"2015 Kent State University Catalog - Spring 2016 Course Descriptions
Study and practice addressing the nature of basic manufacturing materials and the processes by which they are
 converted into manufactured products. Includes laboratory experience."
TECH 20004 ,"FUNDAMENTALS OF ELECTRONIC CIRCUITS
",TECH,"MATH 11010and
 11022. ",MATH 12002.,"Introduction to electronic circuits consisting of resistors, capacitors and inductors. Calculation of voltages and
 currents in the circuits for the case of constant and time varying currents."
TECH 21021 ,"SURVEY OF ELECTRICITY AND ELECTRONICS
",TECH,"PHY13002.
",None,"Survey of DC and AC circuits, semiconductors, and electronic devices, including diodes and transistors. Includes
 laboratory."
TECH 22095 ,"SPECIAL TOPICS IN TECHNOLOGY
",TECH,Permission.,None,"(repeated registration permitted) various special topics to be announced
in the schedule of classes,offering
 current topics in technology based areas of study."
TECH 23010 ,"COMPUTER HARDWARE I
",TECH,TECH 21021.,None,"Introduction to the hardware, architecture and operation of the personal
computer and associated devices.
 Topics include personal computer architecture and operation fundamentals; basic hardware; data buses and
ports; hardware component packaging; auxiliary hardware components; computer assembly; basic hardware
 installation and configuration; and basic troubleshooting."
TECH 23581 ,"COMPUTER-AIDED ENGINEERING GRAPHICS
",TECH,"TECH 10001and TECH
 13580.
",None,"Study of working drawings, descriptive geometry, geometrical tolerancing, structural/weldments, cams, gears,
 piping and considerable time with the Hewlett Packard 900 CAD system."
TECH 26010 ,"INTRODUCTION TO COMPUTER ENGINEERING TECHNOLOGY
",TECH,None,None,"Describes Computer Engineering Technology concepts and principles.Topics
include computer hardware,
 computer hardware operations, digital systems design, networking hardware, technology of networking,
 computer aided design and embedded systems. Pre/corequisite: MATH 11022."
TECH 26301 ,"NETWORKING HARDWARE I
",TECH,TECH 16010 or 21021 or DSCI 26010.,None,"A hands-on, applied engineering-focused course emphasizing the operation, maintenance, and performance
 aspects of personal computer networking hardware. Topics include networking hardware operation,
characteristics, configuration, and troubleshooting fundamentals. Course
also includes network standards,
 protocols, configuration, topologies, and administrative fundamentals as related to networking hardware
systems. Note: This course is part of the Networking Hardware course sequence required for students enrolled
 in the Computer Engineering Technology concentration."
TECH 26310 ,"WEB DESIGN AND DEVELOPMENT
",TECH,none.,None,"An introduction to Web Programming. Concepts, principles, techniques, and methods associated with the design
 and implementation of Web pages and Internet-based applications. Includes fundamentals of web site and web
 page creation, development, and maintenance; Web page programming languages; Web design software and
 production tools; creation of dynamic, interactive web-based multimedia presentations; and Web client and
 server technologies."
TECH 27210 ,"INTRODUCTION TO SUSTAINABILITY
",TECH,none.,None,"Introduces the students to the concepts of sustainability and its three pillars, namely, economic growth,
 environmental protection, and social equality. Students taking the course will understand the language and
concepts of sustainability and will acquire the knowledge to further study sustainability."
TECH 31000 ,"CULTURAL DYNAMICS OF TECHNOLOGY
",TECH,ENG 11011 or ENG 02007.,None,Study of technology and the forces it exerts upon society.
TECH 31010 ,"ENGINEERING AND PROFESSIONAL ETHICS
",TECH,None.,None,"Applications of codes of ethics in the engineering and technology professions reflective of social and moral
 responsibilities to the public, and accountability in engineering practice."
TECH 31016 ,"MANUFACTURING TECHNOLOGY
",TECH,"TECH 10001 and TECH 13580 and TECH20002.
",None,"2015 Kent State University Catalog - Spring 2016 Course Descriptions
Classroom, laboratory and field experiences involving the major aspects of a manufacturing enterprise including
 product design, production financing and marketing."
TECH 31020 ,"AUTOMATED MANUFACTURING
",TECH,None.,None,"Theory and operation of computer controlled machine tools, robots and processes."
TECH 31032 ,"POWER TECHNOLOGY
",TECH,"TECH 20001 andTECH 20004.
",None,"Principles of energy conversion and power application. Overview of basic
heat engines, machines and
 transmission devices. Alternative energy systems and conservation techniques."
