Course Number,Course Name,Department,Prerequisites,Corequesites,Description
RHAB 47712 ,"INTRODUCTION TO REHABILITATION
",RHAB,Junior or senior standing.,None,"Introductory course surveys philosophy, history and legislation in rehabilitation which is defined as a process,
 social movement and public
mandate. Particular emphasis is given to the role and function of the rehabilitation
 counselor in the private and public sectors."
RHAB 57712 ,"INTRODUCTION TO REHABILITATION
",RHAB,Graduate standing.,None,"Introductory course surveys philosophy, history, and legislation in rehabilitation which is defined as a process,
 social movement and public
mandate. Particular emphasis is given to the role and function of the rehabilitation
 counselor in the private and public sectors."
RHAB 60093 ,"VARIABLE TITLE WORKSHOP IN REHABILITATION COUNSELING
",RHAB,Graduate standing and special approval.,None,(Repeatable for credit)
RHAB 60199 ,"THESIS I
",RHAB,"Graduatestanding.
",None,Thesis students must register each semester until all degree requirements are met.
RHAB 60299 ,"THESIS II
",RHAB,RHAB 60199 and graduate standing.,None,Thesis students must continue registration each semester until all degree requirements are met.
RHAB 67723 ,"MEDICAL INFORMATION FOR REHABILITATION COUNSELORS
",RHAB,Graduate standing.,None,"Study of the physical impact of disease or injury on individuals; available medical and restorative resources
 skills in interpreting medical reports and rehabilitation planning."
RHAB 67725 ,"PSYCHOSOCIAL IMPACT OF DISABILITY
",RHAB,Graduate standing.,None,"Introduction to major concepts in rehabilitation regarding the impact of
disability on the individual, the family
 and the community. Normalization stigma and adjustment to loss emphasized."
RHAB 67728 ,"ADJUSTMENT AND TRAINING GROUPS
",RHAB,graduate standing.,None,"Review of group counseling techniques for rehab counselors and school psychologists. Skills developed in group
 process and group leadership. A
variety of group interventions will be examined including techniques for
 persons with disabilities."
RHAB 67729 ,"MEASUREMENT AND APPRAISAL IN REHABILITATION
",RHAB,Graduate standing.,None,"Review of measurement theory and principles as applied in rehabilitation. Demonstration of instruments used in
 vocational assessment. Simulation of psychological consultation."
RHAB 67730 ,"POLICIES AND PRACTICES FOR REHABILITATION COUNSELORS OF THE DEAF
",RHAB,rehabilitation Counseling and Training (RHAB) major and graduate standing.,None,"Designed to integrate coursework in Rehabilitation and Deaf Education with field experiences in preparation for
 interning with an RCD by building upon coursework and field experiences to examine the unique issues,
 accommodations, and modifications needed when applying these processes to DHH individuals. The course
 addresses cultural, linguistic,
and experiential issues that impact achievement, assessment, vocational
identity
 and skills, career education and training, counseling theory and practice, and employer and employment site
 preparation with a focus on identification and use of research-based exemplary practices. It also
provides
 specific consumer, vendor, organizational, political, social, and educational aspects facing RCDs."
