Course Number,Course Name,Department,Prerequisites,Corequesites,Description
CTTE 36014 ,"EVALUATION PRACTICES IN CAREER TECHNICAL EDUCATION
",CTTE,None.,None,"Study and construction of evaluation devices for use in laboratory and related technology courses,test
 construction, standardized and nonstandardized test procedures. This course includes 10 field/clinical hours."
CTTE 40093 ,"VARIABLE TOPIC WORKSHOP IN CAREER TECHNICAL EDUCATION
",CTTE,"Departmentpermission.
",None,"(Repeatable for credit) (Cross-listed with CTTE 50093 and CTTE 70093) Topics of special interest to students
 desiring to intensify their knowledge in a particular area of career technical education."
CTTE 45372 ,"ISSUES IN CAREER TECHNICAL EDUCATION SUBJECTS
",CTTE,None.,None,"(Cross-listed with CTTE 55372) Exploration of issues and trends unique to specific career technical education
 subjects."
CTTE 45377 ,"CAREER AND TECHNICAL EDUCATION:ADVANCED METHODOLOGIES
",CTTE,None.,None,"Selection, organization and presentation of subject matter pertaining to
specific subjects in career and technical
 education. Emphasis on methods and techniques through theory and practice. Course includes 30 field/clinical
 hours. Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal
 Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their
 assigned ¿school/agency¿ before the first day of the semester in which student teaching/ internship will take
 place."
CTTE 46001 ,"ORGANIZATION OF CAREER AND TECHNICAL EDUCATION
",CTTE,None.,None,"(Cross-listed with CTTE 56001) Study of the principles and subject areas
related to career and technical
 education at middle school,secondary and adult education levels."
CTTE 46002 ,"IN-SERVICE TEACHING
",CTTE,None.,None,"(Cross-listed with CTTE 56002) Overview of teaching process in career technical teacher education. Emphasizes
 techniques of skill development and assessment, includes organizing for instruction, individual behavior,
 organizational relationships and application steps."
CTTE 46015 ,"METHODS OF CAREER AND TECHNICAL EDUCATION
",CTTE,None.,None,"(Cross-listed with CTTE 56015) Organization and management of classroom and laboratory; includes purchasing
 equipment and supplies, safety instruction planning, establishing policies, maintaining records, and individual
 and group instructional strategies."
CTTE 46017 ,"STUDENT-CENTERED LEADERHISP IN CAREER TECHNICAL EDUCATION
",CTTE,none.,None,"Study of the role of leadership and youth organizations in Career Technical Education with emphasis on the
 organization and purpose of student leadership and the role of the advisor related to leadership in career
 technical education."
CTTE 46018 ,"DISADVANTAGED YOUTH IN CAREER TECHNICAL EDUCATION
",CTTE,"trade and industrial education(TIED)
 majors or career-technical teacher education (C205) certificate.
",None,"(Cross-listed with CTTE 56018) Developing an understanding of disadvantaged youth stressing their
 characteristics as they pertain to career technical education program. This course is restricted to Trade &
 Industrial majors, students registered in the undergraduate Career-Technical Teacher certificate, of those
 working on a Career-Based
Interventnion endorsement."
CTTE 46019 ,"COORDINATION OF CAREER TECHNICAL COOPERATIVE EDUCATION PROGRAMS
",CTTE,None.,None,"(Cross-listed with CTTE 56019) Reviews duties, problems, techniques of home, school and work coordination.
 Internship site selection, job development, servicing the job station, coordinating classroom and work
experience. A study of important linkage to local business/industry and education support agencies for career
 and technical development."
