Course Number,Course Name,Department,Prerequisites,Corequesites,Description
PHY 11030 ,"SEVEN IDEAS THAT SHOOK THE UNIVERSE
",PHY,None.,None,"Description of major revolutionary physical concepts and their implications for understanding the physical
 universe. Not counted toward
requirements for physics major."
PHY 12000 ,"INTRODUCTORY PHYSICS SEMINAR
",PHY,None.,None,"To provide a nurturing course for new physics majors, ideally to be taken in their first semester as majors. The
 course includes a journal club component, informational talks by industrial physicists and training in a select
 group of essential skills and tools for future work
in the physics program."
PHY 12111 ,"PHYSICS FOR HEALTH TECHNOLOGIES
",PHY,none.,None,"Basic physics applied to health technologies: measurement techniques, force and motion of solids and fluids,
 energy, heat wave phenomena, electricity. Students taking this course should be in a health technologies
 major."
PHY 12201 ,"TECHNICAL PHYSICS I
",PHY,MATH 11010; and pre- or ,None,Introduction to principles of physics: mechanics. Two-hour lecture/recitation and two- hours laboratory weekly.
PHY 12202 ,"TECHNICAL PHYSICS II
",PHY,PHY 12201.,None,"Introduction to principles of physics: fluids, thermodynamics, electricity and magnetism. Three-hour
 lecture/recitation and two-hour laboratory weekly."
PHY 13001 ,"GENERAL COLLEGE PHYSICS I
",PHY,None,PHY 13021.,"Principles of mechanics, heat and sound. Three-hour lecture, one-hour recitation. Pre/corequisite: MATH 11022
 or MATH 12001 or MATH 12002 or MATH 12021."
PHY 13002 ,"GENERAL COLLEGE PHYSICS II
",PHY,PHY 13001 or PHY 23101. ,PHY 13022.,"Principles of electricity and magnetism, optics and modern physics. Three hours lecture and one hour recitation
 weekly."
PHY 13011 ,"COLLEGE PHYSICS I
",PHY,None,PHY 13021.,"Principles of classical physics, primarily mechanics. Three-hour lecture
and one-hour recitation weekly. This is a
 flexibly scheduled course that meets concurrently with PHY 13001 for the first half of the regular
term.
 Pre/corequisite: MATH 11022 or 12001 or 12002 or 12012 or 12021."
PHY 13012 ,"COLLEGE PHYSICS II
",PHY,PHY 13001 or PHY 13011 or PHY 23101.,None,"Principles of classical physics, primarily electricity and magnetism. Three-hour lecture and one-hour recitation
2015 Kent State University Catalog - Spring 2016 Course Descriptions
weekly. This is a flexibly scheduled course that meets concurrently with PHY 13002 for the first half of a regular
 term."
PHY 13021 ,"GENERAL COLLEGE PHYSICS LABORATORY I
",PHY,None,PHY 13001 or PHY 13011.,Introductory lab to accompany PHY 13001 or PHY 13011.
PHY 13022 ,"GENERAL COLLEGE PHYSICS LABORATORY II
",PHY,None,PHY 13002 or PHY 13012.,Introductory lab to accompany PHY 13002 or PHY 13012.
PHY 20095 ,"SPECIAL TOPICS
",PHY,None.,None,(Repeatable for credit)Topic announced when scheduled.
PHY 20096 ,"INDIVIDUAL INVESTIGATION IN PHYSICS
",PHY,"Special approval.2015 Kent State University Catalog - Spring 2016 Course Descriptions
",None,(Repeatable for credit) Individual projects in physics.
PHY 21040 ,"PHYSICS IN ENTERTAINMENT AND THE ARTS
",PHY,None.,None,"Descriptive introduction to physics underlying selected forms of art and
entertainment. Examples are drawn
 from music, visual arts and communications media. Not counted toward requirements for physics major."
PHY 21041 ,"PHYSICS IN ENTERTAINMENT AND THE ARTS LABORATORY
",PHY,None,None,"Laboratory component of PHY 21040, two hours weekly. Pre/corequisite: PHY 21040."
PHY 21430 ,"FRONTIERS IN ASTRONOMY
",PHY,None.,None,"Modern description of astrophysical observations, the results of these observations and the physical principles
 based on them. Not counted toward requirements for physics major."
PHY 21431 ,"FRONTIERS IN ASTRONOMY LABORATORY
",PHY,None,None,Laboratory component of PHY 21430. Pre/corequisite: PHY 21430.
PHY 22564 ,"INTRODUCTION TO MATERIALS PHYSICS
",PHY,PHY 23102.,None,"Survey of mechanical and electronic properties of materials with application in science and technology. Metals,
 semiconductors, ceramics,
polymers and liquid crystals, and other special materials will be addressed."
PHY 23101 ,"GENERAL UNIVERSITY PHYSICS I
",PHY,None,None,"Principles of mechanics, heat and sound at calculus level. Four hours lecture/recitation and three hours lab
 weekly. Pre/corequisite MATH 12002."
PHY 23102 ,"GENERAL UNIVERSITY PHYSICS II
",PHY,PHY 13001 or PHY 23101. Pre/,None,"Principles of electricity, magnetism, light and modern physics at calculus level. Four hours lecture/ recitation
 and three-hour lab weekly."
PHY 30020 ,"INTERMEDIATE PHYSICS LABORATORY
",PHY,PHY 36001 and 10 hours of additional physics courses.,None,"2015 Kent State University Catalog - Spring 2016 Course Descriptions
(Repeatable for credit) Experiments in classical and modern physics are selected to accompany and to
 supplement junior-level physics courses."
PHY 30095 ,"SPECIAL TOPICS
",PHY,Permission.,None,(Repeatable for credit)Topic announced when scheduled.
PHY 32511 ,"ELECTRONICS
",PHY,MATH 12002 and; PHY 13002 or PHY 23102.,None,"""Hands-on"" course to give the student a working knowledge of analog electronics and of AC and DC circuits
 typically used by the scientist."
PHY 34000 ,"COSMOLOGY
",PHY,PHY 36001.,None,"This course will provide a quantitative introduction to modern cosmology,from the Big Bang to the formation of
 the first stars. Subjects include the evolution of the geometry and temperature of the universe its composition
 and select aspects of general relativity."
PHY 35101 ,"CLASSICAL MECHANICS
",PHY,PHY 23102 and MATH 32052.,None,"Modern description of mechanics including both LaGrangian and Hamilton formulations, with applications to
 central force, motion, coupled oscillations, rigid body motion and motion in non- inertial reference frames."
PHY 36001 ,"INTRODUCTORY MODERN PHYSICS
",PHY,MATH 12003 and PHY 23102.,None,"Special theory of relativity, Rutherford-Bohr model of atom, quantization of light, matter waves, Schroedinger
 equation, hydrogen atom, electron spin, multi-electron atoms."
PHY 36002 ,"APPLICATIONS OF MODERN PHYSICS
",PHY,PHY 36001.,None,"Survey of applications of twentieth century physics. Topics include molecular bonding, conducting and insulating
 solids, degenerate matter, quantum condensates, subatomic and sub-nuclear particle physics, cosmology."
PHY 40020 ,"ADVANCED PHYSICS LABORATORY
",PHY,PHY 30020; and pre- or ,None,"(Repeatable for credit) Advanced experiments in classical and modern physics are selected to accompany and to
 supplement senior-level physics
courses."
PHY 40060 ,"PHYSICAL LITERATURE
",PHY,Permission.,None,Study of current or topical literature.
PHY 40092 ,"INTERNSHIP IN PHYSICS
",PHY,Permission.,None,"(Repeatable for credit)Supervised capstone experience in physics at a national laboratory,a research university
 in industry or at a local research site. No more than 3 credit hours may be applied toward the major electives
 for physics majors."
PHY 40095 ,"SPECIAL TOPICS
",PHY,Permission.,None,(Repeatable for credit)Topic announced when scheduled.
PHY 40096 ,"INDIVIDUAL INVESTIGATION
",PHY,"20 hours of physics; and specialapproval of department chairperson.
",None,(Repeatable for credit)Individual projects for physics majors.
PHY 40099 ,"SENIOR HONORS THESIS
",PHY,Honors senior standing and special approval.,None,"Thesis for departmental, general or university honors must be 1-10 hours
with continuous registration
 throughout the senior year beginning in the summer prior to the senior year. Students taking this course must
consult with their department and the Honors College and receive approval prior to the first semester of the
 senior year."
PHY 40195 ,"SPECIAL TOPICS
",PHY,Permission.,None,(Repeatable for credit)Topic announced when scheduled.
PHY 41010 ,"BIOPHOTONICS
",PHY,special approval.,None,"(Cross-listed with BSCI 41010 and BSCI 51010 and CHEM 41010 and CHEM 51010 and PHY
 51010)Interdisciplinary overview of the basics of biophotonics; application of biophotonic techniques to probe
 biological samples. Introduction to the foundations of optics and photonics and how
the molecular structure of
 organic molecules translates into unique photonic properties and targeting in biological cells or tissue.
Preparation of fluorescent materials, advanced spectroscopy and cell visualization using regular and confocal
 fluorescence microscopy."
PHY 44600 ,"INTRODUCTION TO BIOLOGICAL PHYSICS
",PHY,PHY 23102.,None,"Introduces ideas essential to physical understanding of biological systems. Topics include: introduction to
 molecular components of the cell; statistical mechanics and transport in biological systems; selected topics in
 biophysics."
PHY 44802 ,"ASTROPHYSICS
",PHY,MATH 12003.,None,"Galactic structure, stellar formation and evolution, origin of the elements (or nucleosynthesis), nonoptical
 astronomies, and description of various cosmological theories."
PHY 45201 ,"ELECTROMAGNETIC THEORY
",PHY,"MATH32052 and PHY 23102.
 ",None,"2015 Kent State University Catalog - Spring 2016 Course Descriptions
Properties of electric and magnetic fields developed by vector methods. Treatment on static fields in vacuum
 and matter. Theory of classical electromagnetic fields with emphasis on dynamic fields."
PHY 45301 ,"THERMAL PHYSICS
",PHY,PHY 36001.,None,"An introduction to thermodynamics and statistical mechanics, with applications in material science and
 engineering."
PHY 45401 ,"MATHEMATICAL METHODS IN PHYSICS
",PHY,MATH 32052.,None,"Consolidation of vector analysis, curvilinear coordinate systems, tensors, matrix algebra, vector spaces,
 common groups in physics, calculus of residues, contour integration, methods for differential equations in
 physics; additional topics important for physics selected from special functions, integral equations, calculus of
 variations."
PHY 45403 ,"DATA ANALYSIS AND COMPUTATIONAL PHYSICS TECHNIQUES
",PHY,"MATH12003 and PHY 23102.
",None,"Study of uncertainties in physical measurements. Data reduction and error analysis techniques. Monte Carlo
 simulation method. Least-squares fits to data. Basic computational physics techniques."
PHY 45501 ,"ELECTROMAGNETIC WAVES AND MODERN OPTICS
",PHY,PHY 45201.,None,"Interactions between light and matter from both a macroscopic and microscopic perspective; producing and
 controlling light devices and spectroscopic techniques based on modern optics."
PHY 46101 ,"QUANTUM MECHANICS
",PHY,PHY 36001. Pre- or ,None,"Systematic introduction to the principles and solution techniques of quantum mechanics, including the
 Schroedinger equation in one and three dimensions. Topics include: angular momentum formalism, introductory
 Dirac notation and vector space formalism, intrinsic spin, identical particle systems and perturbation theory."
PHY 46301 ,"INTRODUCTION TO NUCLEAR AND PARTICLE PHYSICS
",PHY,PHY 36001. Pre- or ,None,"(Cross-listed with PHY 56301) Introduction to nuclear and particle physics including particle detectors and
 accelerators, experimental techniques, nuclear fission and fusion, nuclear reactors, medical applications, and
 connections to astrophysics and cosmology."
