Course Number,Course Name,Department,Prerequisites,Corequesites,Description
HDFS 14027 ,"INTRODUCTION TO HUMAN DEVELOPMENT AND FAMILY STUDIES
",HDFS,None.,None,"Introduction to human services related to human development and family studies, the career opportunities
 available and the skills required to succeed in the field."
HDFS 24011 ,"INTERPERSONAL RELATIONSHIPS AND FAMILIES
",HDFS,None.,None,"(Equivalent to SOC 24011) Exploration of the sociological nature of families across the lifespan, focusing on
 structure, diversity and life course processes such as dating, mate selection, cohabitation, marriage,
 parenthood, divorce, remarriage, singlehood, widowhood, parent-child interactions, sexual orientation,
 inequality and difference."
HDFS 24012 ,"CHILD DEVELOPMENT
",HDFS,none.,None,General development of the child from prenatal through middle childhood.
HDFS 24013 ,"EARLY ADOLESCENCE
",HDFS,None.,None,"Examines the fundamental transitions, social contexts and psychosocial processes involved in human
 development from ages 10 through 15. Implications for working with this age group within schools, human
services agencies and youth development programs."
HDFS 24095 ,"SPECIAL TOPICS IN HUMAN DEVELOPMENT AND FAMILY STUDIES
",HDFS,HDFS 24011.,None,(Repeatable for credit)Discussion of a major topic within human development or family studies.
HDFS 25512 ,"MANAGEMENT OF FAMILY RESOURCES
",HDFS,HDFS 24011.,None,"Management as applied to individuals, families and human service professionals."
HDFS 34031 ,"CULTURAL DIVERSITY:IMPLICATIONS FOR THE HELPING PROFESSIONS
",HDFS,None.,None,"This class is designed to enhance the competence and success of students
planning to work in human services.
 Learning how different cultural backgrounds influence the perceptions and behaviors of clients in the human
 service setting is emphasized."
HDFS 41093 ,"VARIABLE TOPIC WORKSHOP:HUMAN DEVELOPMENT AND FAMILY STUDIES
",HDFS,None.,None,"(Repeatable for credit) Workshop setting dealing with a topic or topics in human development and family
 studies. Learning experiences are provided in a wide range of areas."
HDFS 41095 ,"SPECIAL TOPICS IN HUMAN DEVELOPMENT AND FAMILY STUDIES
",HDFS,None.,None,"(Repeatable for credit) (Cross-listed with HDFS 51095) Discussion of a major topic within human development
2015 Kent State University Catalog - Spring 2016 Course Descriptions
or family studies."
HDFS 41096 ,"INDIVIDUAL INVESTIGATION
",HDFS,Written special approval from instructor.,None,"(Repeatable for credit) (Cross-listed with HDFS 51096) Independent study
in human development and family
 studies."
HDFS 42092 ,"HUMAN DEVELOPMENT AND FAMILY STUDIES STUDY AWAY EXPERIENCE
",HDFS,2.750 cumulative GPA and special approval.,None,"(Repeatable twice for credit) Exploration of human development and family studies-related topics while visiting
 various cultural contexts."
HDFS 44018 ,"PROFESSIONAL DEVELOPMENT IN HUMAN DEVELOPMENT/FAMILY STUDIES
",HDFS,"admission intothe HDFS Professional Phase and senior standing.
",None,"Preparation of students for professional work experiences as well as providing an opportunity to discuss recent
 developments in the fields of
human development, family studies and gerontology."
HDFS 44020 ,"ADOLESCENT DEVELOPMENT
",HDFS,"admission into the HDFSProfessional Phase.
",None,"(Cross-listed with HDFS 54020) Study of adolescent development with emphasis on forces related to adolescent
 behavior in the family and society. Evaluation of current research."
HDFS 44021 ,"FAMILY INTERVENTION ACROSS THE LIFESPAN
",HDFS,admission into the HDFS Professional Phase.,None,"(Cross-listed with HDFS 54021) Evaluation of research and theoretical models in the area of family intervention.
 Focus on strategies for assisting families in coping with a variety of critical issues over the family life cycle."
HDFS 44022 ,"CHANGING ROLES OF MEN AND WOMEN
",HDFS,None.,None,"A study of roles of men and women, past, present and future."
HDFS 44023 ,"BUILDING FAMILY STRENGTHS
",HDFS,"admission into the HDFS ProfessionalPhase.
",None,"(Cross-listed with HDFS 54023) The Building Family Strengths Model builds upon family life potential; based on
 extensive research emphasizing identified family strengths."
HDFS 44028 ,"PARENT-CHILD RELATIONSHIPS
",HDFS,admission into the HDFS Professional Phase.,None,"(Cross-listed with HDFS 54028) Study of parent-child relationships across the life span and within various
 contexts. Emphasis on the process of socialization and determinants of parent-child relationships based on
 current research."
HDFS 44029 ,"FAMILY POLICY
",HDFS,"admission into theHDFS Professional Phase.
",None,"2015 Kent State University Catalog - Spring 2016 Course Descriptions
(Cross-listed with HDFS 54029) Understanding federal, state and local policy issues affecting families. Role of
 family life educator in promoting a family-friendly perspective in policy making."
HDFS 44030 ,"FAMILY LIFE EDUCATION METHODOLOGY
",HDFS,admission into the HDFS Professional Phase.,None,"Developing teaching methods and techniques for family life education and
the study of family life education
 content areas."
HDFS 44032 ,"NONPROFIT FUNDRAISING AND GRANTWRITING
",HDFS,None.,None,"Provides comprehensive preparation in planning, seeking and acquiring funding from available resources in
 supporting the mission of nonprofit human service agencies."
HDFS 44033 ,"COMMUNITY OUTREACH IN NONPROFIT MANAGEMENT
",HDFS,None.,None,"An overview of nonprofit organizations at the local, national and international levels, including how to start and
 manage one. A comprehensive examination of the Board of Directors, advocacy and lobbying, program
 development, mission, vision and strategic goals, philanthropic fundraising and the financial management
 process, as well as the legal aspects. In addition, students will study service learning and complete a Field
 Experience at a nonprofit organization."
HDFS 44034 ,"PRINCIPLES AND PRACTICES OF NONPROFIT MANAGEMENT
",HDFS,None.,None,"An overview of nonprofit organizations including the areas of risk management, mentoring, cultural
2015 Kent State University Catalog - Spring 2016 Course Descriptions
competence, social entrepreneurship, and
how to effectively manage paid staff and volunteers. In addition,
students will learn about earned income strategies and the marketing-communication process, including the use
 of technology. The course will also cover leadership, communication and conflict resolution
skills, Other areas of
 study include accountability and transparency, ethical behavior, building capacity, change management, and the
 importance of collaborations and mergers and government support in the sector."
HDFS 44035 ,"ASSESSMENT AND STRATEGIES IN CASE MANAGEMENT
",HDFS,admission into the HDFS Professional Phase.,None,"An examination of the evaluation of client needs and assessment of client condition. Course emphasizes
 interviewing as a major assessment strategy."
HDFS 44036 ,"GENERAL CASE MANAGEMENT METHODS
",HDFS,admission into the HDFS Professional Phase.,None,"Examination of case management processes and strategies, with focus on community resources to meet client
 needs in the human service setting."
HDFS 44037 ,"POSITIVE YOUTH DEVELOPMENT
",HDFS,HDFS 44020 and admission into the HDFS Professional Phase.,None,"Examines individual, family, school and community characterstics that comprise developmental assets
 contributing to positive youth development
(PYD). Definitions and descriptions of PYD approaches are examined
 as well as evaluations of program effectiveness. Common elements of PYD programs are explored, such as
 emphasizing youths' strengths, providing opportunities to learn healthy behaviors, promoting positive peer
relationships, connecting youth with caring adults, empowering youth to assume leadership roles, and
 challenging youth in ways that build their competence. Implications for professional child and youth work are
discussed."
HDFS 44038 ,"PROFESSIONAL CHILD AND YOUTH WORK PRACTICE
",HDFS,"HDFS 34031 and 44035 and 44037; and HED 34060; and admission into the HDFSProfessional Phase.
",None,"rProvides students with an understanding of the historical and current methodologies and organizational
2015 Kent State University Catalog - Spring 2016 Course Descriptions
structures of professional child and youth work practice, emphasizing a synthesis of previous and new learning
 regarding five domains of competence (professionalism, cultural
and human diversity, applied human
 development, relationship and communication and developmental practice methods). Practice issues in
community-based and out-of-home care settings as well as work with vaious child and youth populations are
 explored."
HDFS 44039 ,"BERREAVEMENT, TRAUMA AND OTHER LOSSES
",HDFS,HDFS 24011.,None,"Exploration of the impact of death, trauma and other losses on individuals and families across the lifespan.
 Consideration of gender, social and cultural context. Implications for human services professionals."
HDFS 44092 ,"PRACTICUM IN HUMAN DEVELOPMENT AND FAMILY STUDIES
",HDFS,"HDFS 44018; andadmission into the HDFS Professional Phase; and senior standing; and special approval.
",None,"(Repeatable for credit) (Cross-listed with HDFS 54092) Observation and participation in child, family and social
 service agencies. One class discussion per week. Students are required to complete Bureau of Criminal
 Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit
 the results to authorized personnel at their assigned schoolagency before the first day
of the semester in which
 student teaching internship will take place. Major GPA of 2.250 is required."
HDFS 44192 ,"INTERNSHIP IN HUMAN DEVELOPMENT AND FAMILY STUDIES-CASE MANAGEMENT I
",HDFS,junior standing and admission into HDFS Professional Phase. ,"HDFS44035.
","(Repeatable for credit)Supervised field experience in a human service agency. Joint university-agency
 supervision."
