Course Number,Course Name,Department,Prerequisites,Corequesites,Description
ACCT 23020 ,"INTRODUCTION TO FINANCIAL ACCOUNTING
",ACCT,none.,None,"(Equivalent to ACTT 11000) Introduction to principles of accounting as they relate to financial accounting and
 the preparation of financial statements."
ACCT 23021 ,"INTRODUCTION TO MANAGERIAL ACCOUNTING
",ACCT,ACCT 23020.,None,"(Equivalent to ACTT 11001) Introduction to principles of accounting as they relate to managerial accounting,
 including cost relationships."
ACCT 33000 ,"FUNDAMENTAL TAX PROCEDURES
",ACCT,"Cumulative 2.500 GPA; and ACCT23020 or ACTT 11000; and ACCT 23021 or ACTT 11001; not open to
accounting (ACCT) majors.
",None,Nontechnical presentation of federal income tax laws and regulations as they relate to individuals.
ACCT 33001 ,"CORPORATE ACCOUNTING I
",ACCT,"Cumulative 2.500 GPA; and minimum B- (2.700) grade in ACCT 23021 or ACTT11001 and ACCT 23020 or ACTT 11000; and minimum C (2.000) in ENG 21011, COMM 15000 and MATH
11010; and MATH 11012 or MATH 12002 and accounting (ACCT) major or minor.
",None,"The review of the accounting cycle; financial statement preparation, accounting for sales, receivables,
 inventory, fixed assets and intangible assets. Written communication and professional accounting research skills
 are emphasized."
ACCT 33004 ,"INTRODUCTION TO ACCOUNTING SYSTEMS
",ACCT,"cumulative 2.500GPA; and MIS 24053; and MATH 11012 or MATH 12002; and a
minimum B- (2.700) grade in ACCT 23021 or
 ACTT 11001 and ACCT 23020 or ACTT 11000; and minimum C (2.000) in ENG 21011, COMM 15000 and MATH
11010; and accounting (ACCT) major or minor.
",None,"Provides an overview of accounting information systems focusing on business processes, systems design and
 internal controls. Interpersonal skills and computer applications are emphasized."
ACCT 33010 ,"COST ACCOUNTING
",ACCT,"cumulative 2.500 GPA; and accounting (ACCT) major or minor; and ACCT 33001 andACCT 33004 both with a minimum grade of C (2.000).
",None,"Cost accounting for manufacturing and service organizations including cost determination, cost analysis and
 reporting costs for decision making planning and control. Ethical decision making and computer applications are
 emphasized."
ACCT 33012 ,"CORPORATE ACCOUNTING II
",ACCT,"cumulative 2.500 GPA; and accounting(ACCT) major and minor; and ACCT 33001 and ACCT 33004 both with a minimum grade of C (2.000).
",None,"Accounting for long-term liabilities, debt and equity investments leases
pensions and other post retirement
 benefits income tax allocation and owners' equity statement of cash flows. Verbal communication and
professional accounting research skills are emphasized."
ACCT 33061 ,"FINANCIAL REPORTING ISSUES AND ANALYSIS
",ACCT,"cumulative 2.500 GPA; and ACCT 23021 orACTT 11001; not open to
 accounting (ACCT) majors.
",None,"Issues relative to the balance sheet, income statement and cash flow statement. Topics include assets,
 liabilities, owner's equity, revenue recognition, EPS, deferred taxes and pensions. Cannot be counted towards
 accounting major."
ACCT 33063 ,"COST CONTROL AND ANALYSIS FOR MANAGEMENT
",ACCT,"cumulative 2.500 GPA; and ACCT23021 or ACTT 11001; not open to accounting (ACCT) majors.
",None,"Cost accounting concepts and procedures; analysis of revenue cost and income variances. Open only to
 nonaccounting majors; cannot count towards accounting major."
ACCT 43010 ,"PRINCIPLES OF AUDITING AND CONTROL
",ACCT,"cumulative 2.500 GPA; andsenior standing; and accounting (ACCT) major; and ACCT 33010 and ACCT 33012 both with a minimum grade
 of C (2.000).
",None,"Integration of concepts and practical aspects of auditing. The importance of strong controls is stressed. Ethical
 decision making and written communication skills are emphasized."
ACCT 43013 ,"ADVANCED MANAGEMENT ACCOUNTING
",ACCT,"cumulative 2.500 GPA; and senior standing ;and accounting (ACCT) major; and ACCT 33010 and ACCT 33012 both with a minimum grade of C (2.000).
",None,"(Cross-listed with ACCT 53013) Advanced techniques and issues in costing
and accounting measurement for
 management planning, decision making and
control. Professional accounting research, verbal communication
 and ethical decision-making skills are emphasized."
ACCT 43014 ,"ADVANCED ACCOUNTING SYSTEMS
",ACCT,"cumulative 2.500 GPA; and senior standing; and accounting (ACCT) major; andACCT 33001 and ACCT 33004 and
ACCT 33010 and ACCT 33012 all with a minimum grade of C (2.000).
",None,"(Cross-listed ACCT 53014) Emphasizes the analysis, design and implementation of accounting information
 systems and internal controls. Written communication, ethical decision-making and computer application skills
 are emphasized."
ACCT 43020 ,"CORPORATE ACCOUNTING III
",ACCT,"cumulative 2.500 GPA;and senior standing;
and Accounting (ACCT) major; and a minimum C (2.000) grade in ACCT 33001 and ACCT
 33004 and ACCT 33010 and ACCT 33012 and ACCT 43031.
",None,"(Cross-listed with ACCT 53020) Business combinations, consolidated financial statements; specialized
 disclosures; impact of foreign currency translation on financial statements; intercorporate investments.
 Professional accounting research and interpersonal skills are emphasized."
ACCT 43031 ,"INCOME TAXATION
",ACCT,"cumulative 2.500 GPA;and senior standing; and Accounting (ACCT) major; and ACCT 33001 and ACCT 33004 and ACCT 33010 and
 ACCT 33012 all with a minimum grade of C (2.000).
",None,"Basic concepts of income recognition and deductions for individuals and corporations. Detailed coverage of the
 taxation of C corporations. Written communication skills are emphasized."
ACCT 43033 ,"INCOME TAXATION II
",ACCT,"cumulative 2.500 GPA; and senior standing; andAccounting (ACCT) major; and ACCT 43031.
",None,"(Cross-listed ACCT 53033) Advanced partnership and corporate tax problems; estate and gift taxation; tax
 administration and practice. Professional accounting research and written communication skills are emphasized."
ACCT 43034 ,"NONPROFIT ACCOUNTING AND AUDITING
",ACCT,"cumulative 2.500 GPA; and senior standing;and accounting (ACCT) major; and ACCT 33001 and ACCT 33004 and ACCT 33010 and ACCT 33012 all with a
 minimum grade of C (2.000).
",None,"(Cross-listed with ACCT 53034) Unique nonprofit, financial reporting, managerial accounting and financial and
 operating audits for government and nonprofit entities. Professional accounting research written communication
 and ethical decision making skills are emphasized."
ACCT 43092 ,"ACCOUNTING INTERNSHIP
",ACCT,"minimum C (2.000) grade in ACCT 33001 or ACCT 33004; and junior standing; andaccounting (ACCT) major; and cumulative 3.000 GPA and special approval (students must have a cumulative
 3.000 GPA in all attempts of ACCT courses).
",None,"Study of activities related to concurrent on-the-job experience with cooperating industrial and public accounting
 firms."
ACCT 43093 ,"VARIABLE TITLE WORKSHOP IN ACCOUNTING
",ACCT,Senior standing and accounting (ACCT) major and special approval.,None,(Repeatable for credit)To be determined when a specific course is proposed for a particular term.
ACCT 43095 ,"SPECIAL TOPICS:ACCOUNTING
",ACCT,"Senior standingand accounting (ACCT) major and special approval.
",None,"(Repeatable for credit) (Cross-listed with ACCT 53095) Special topics course that will be offered periodically
 with different topics and different faculty involved each time the course is offered."
ACCT 43096 ,"INDIVIDUAL INVESTIGATION IN ACCOUNTING
",ACCT,"Seniorstanding and accounting (ACCT) major and special approval.
",None,(Repeatable for credit) Open only to senior majors in accounting with permission of adviser.
ACCT 53013 ,"ADVANCED MANAGEMENT ACCOUNTING
",ACCT,"ACCT 33010 and 33012 or permission of instructor.Graduate standing.
",None,"(Cross-listed with ACCT 43013) Advanced techniques and issues in costing
and accounting measurement for
 management planning,decision making and control. Professional accounting research verbal communication and
 ethical decision making skills are emphasized."
ACCT 53014 ,"ADVANCED ACCOUNTING SYSTEMS
",ACCT,"ACCT 33004 or permission of instructor.Graduate standing.
",None,"(Cross-listed with ACCT 43014) Emphasizes the analysis, design and implementation of accounting information
 systems and internal controls. Written communication, ethical decision making and computer application skills
 emphasized."
ACCT 53020 ,"CORPORATE ACCOUNTING III
",ACCT,"minimum C (2.000) grade in ACCT 33012 andACCT
43031; and graduate standing.
",None,"(Cross-listed with ACCT 43020) siness combinations, consolidated financial statements; specialized disclosures;
 impact of foreign currency on financial statements; intercorporate investments. Professional accounting
 research and interpersonal skills are emphasized."
ACCT 53033 ,"INCOME TAXATION II
",ACCT,ACCT 43031 and graduate standing.,None,"(Cross-listed with ACCT 43033) Advanced partnership and corporate tax problems; estate and gift taxation; tax
 administration and practice. Professional accounting research and written communication skills are emphasized."
ACCT 53034 ,"NONPROFIT ACCOUNTING AUDITING
",ACCT,ACCT 33012 and graduate standing.,None,"(Cross-listed with ACCT 43034) Unique nonprofit, financial reporting, managerial accounting, and financial and
 operating audits for government
and nonprofit entities. Professional accounting research written communication
 and ethical decision making emphasized."
ACCT 53095 ,"SPECIAL TOPICS: ACCOUNTING
",ACCT,"Graduatestanding and special approval.
",None,"(Repeatable for credit) (Cross-listed with ACCT 43095) Special topics course that will be offered periodically
 with different topics and different faculty involved each time the course is offered."
ACCT 63022 ,"PROFESSIONAL ISSUES AND ETHICS IN ACCOUNTING
",ACCT,Graduate standing and special approval.,None,"(Cross-listed with ACCT 73022) A capstone course for the MSA program. Investigates issues confronting the
 accounting profession today by reviewing the past, examining the present and looking into the future. Topics
 covered include history and characteristics of the profession, regulation of the profession, ethical challenges
 facing accountants and auditors, fraud and the future of the profession. Professional accounting research verbal,
 and written communication emphasized."
ACCT 63024 ,"INFORMATION TECHNOLOGY AUDIT AND CONTROL
",ACCT,graduate standing; and ACCT 43010 and ACCT 43014 or 53014.,None,"(Cross-listed with ACCT 73024) Examines the control and security of accounting information systems with an
 auditing perspective. Includes the role of IS audit function, IS auditing standards, system risks, application
controls and current issues facing is auditors. Research, writing and ethics will be emphasized."
ACCT 63025 ,"ANALYSIS AND VALUATION OF BUSINESS USING FINANCIAL STATEMENTS
",ACCT,ACCT 33001 or ACCT 63037; and graduate standing.,None,"(Cross-listed with ACCT 73025) Uses financial statements to analyze business stragety, accounting issues,
 finances and future prospects. Uses case studies to apply business valuation framework to security analysis,
 credit, corporate financing policies, and management communications. Research and writing will be
 emphasized."
ACCT 63030 ,"INTERNATIONAL ACCOUNTING
",ACCT,"ACCT33012; and graduate standing.
",None,"(Cross-listed with ACCT 73030) Study of reporting in United States capital markets for domestic and foreign
 firms; evaluation of differences in accounting, auditing and financial reporting between nations; impact of
 international operations on accounting for decision making. Interpersonal skills emphasized."
ACCT 63031 ,"ADVANCED AUDITING THEORY AND PRACTICE
",ACCT,ACCT 43010; and graduate standing.,None,"(Cross-listed with ACCT 73031) Advanced conceptual and practical understanding of audit methodology and role
 of auditors. Focus on use of
professional judgment in applying auditing standards on ethical considerations and
 on fraud. Review of current trends and developments in the public accounting profession. Written
 communication and ethical decision making emphasized."
