Course Number,Course Name,Department,Prerequisites,Corequesites,Description
INS 29000 ,"INTRODUCTION TO INSURANCE AND RISK
",INS,ACTT 11000 or BMRT 11000.,None,"Introduction into the fields of insurance and risk management including,
property and casualty, life, health, auto
 and other types of insurances. Personal and commercial risks are identified and quantified for potential loss."
INS 39000 ,"INSURANCE LAW, FINANCE AND RISK MANAGEMENT
",INS,INS 29000.,None,"Next-level insurance and risk management topics including ERM, insurance
law and financial statement
 analysis. Other topics include impact of laws and regulation on insurers and additional elements of life
insurance, annuities, IRAs, auto insurance, crime insurance and surety bonds."
INS 39001 ,"INSURANCE OPERATIONS
",INS,"INS39000 with a minimum grade of C (2.000).
",None,"A detailed review of the strategic and tactical operations of the insurance industry. Explores the Function and
 role of insurers, claims management, rate making, financial structures and underwriting."
INS 49000 ,"LIFE AND HEALTH INSURANCE
",INS,"INS 39001 with aminimum grade of C
(2.000).
",None,"A detailed review of life and health insurance and their impact on individuals and society. The objective is a
 familiarization with various
life and health products and how these products protect people and their families
 against financial losses caused by death, accident, sickness or disability."
INS 49001 ,"PERSONAL LINES INSURANCE
",INS,INS 39001 with a minimum grade of C (2.000).,None,"Study of property and casualty personal lines of insurance including automobile, homeowner, dwelling and other
 residential policies, ""toys"" such as motor homes, motorcycles and boats, and high-risk plans for earthquake,
 flood and windstorm."
INS 49002 ,"COMMERCIAL INSURANCE
",INS,INS 39001 with a grade of C (2.000) or better.,None,"Advanced concepts in commercial lines insurance including commercial property, commercial liability, business
 income, commercial crime and equipment breakdown insurance, commercial auto, workers compensation,
business owners and specialty coverages."
INS 49010 ,"LIFE AND HEALTH INSURANCE LAW, FINANCE AND RISK MANAGEMENT
",INS,INS 29000.,None,"Explores enterprise risk management, life and health insurance regulation and legal principles, and the financial
 operations of life and health insurers. The structure and analysis of life and health insurance contracts are also
 covered as well as how to buy life insurance. Annuities and IRAs are explained and then contrasted and
compared to life insurance products."
INS 49011 ,"PROPERTY AND CASUALTY INSURANCE LAW, FINANCE AND RISK MANAGEMENT
",INS,INS 29000.,None,"Explores enterprise risk management, property and casualty insurance regulation and legal principles, and the
 financial operations of property and casualty insurers. The structure and analysis of property and casualty
 insurance contracts are also covered. Additionally, crime insurance and surety bonds are explained as are the
 societal impacts of auto accident injuries."
INS 49020 ,"LIFE AND HEALTH INSURANCE OPERATIONS
",INS,INS 49010.,None,"Offers a detailed study of the strategic and tactical operations of life
and health insurance industry players. It
explores the roles of insurers as well as their key functional areas including underwriting, marketing,
 distribution, claims management and rate making. Corporate finance and both GAAP and SAAP accounting are
 studied as is the preparation and analysis of life and health statutory annual financial statements. Life and
 health reinsurance and regulation are also explored."
INS 49021 ,"PROPERTY AND CASUALTY INSURANCE OPERATIONS
",INS,INS 49011.,None,"Offers a detailed study of the strategic and tactical operations of property and casualty insurance industry
 players. Explores the roles of insurers as well as their key functional areas including underwriting, marketing,
 distribution, claims management and rate making. Corporate finance and both GAAP and SAAP accounting are
 studied as is the preparation and analysis of property and casualty statutory annual financial statements.
 Property and casualty reinsurance and regulation are also explored."
INS 49030 ,"LIFE INSURANCE
",INS,"INS 49020 with aminimum grade of C (2.000).
",None,"An in-depth study of life insurance and its impact on individuals and society. Students gain a strong
 understanding of life insurer operations
(including compliance, rate making, underwriting, claims and
distribution), life insurance products and policy contracts. They also learn how these products protect people
 and businesses against the financial losses resulting from death or disability."
