Course Number,Course Name,Department,Prerequisites,Corequesites,Description
ASL 19201 ,"ELEMENTARY AMERICAN SIGN LANGUAGE I
",ASL,None.,None,"Introduction to American Sign Language and the culture of the American signing community, in an immersion
 setting."
ASL 19202 ,"ELEMENTARY AMERICAN SIGN LANGUAGE II
",ASL,ASL 19201.,None,"A continuation of the introduction to American Sign Language and the culture of the American signing
 community, in an immersion setting."
ASL 29201 ,"INTERMEDIATE AMERICAN SIGN LANGUAGE I
",ASL,"ASL19202.
",None,"Continued development of receptive and expressive skills in American Sign Language and an introduction to
 ASL grammar, using a bilingual-bicultural approach and interaction with deaf organizations."
ASL 29202 ,"INTERMEDIATE AMERICAN SIGN LANGUAGE II
",ASL,ASL 29201.,None,"Continuation of ASL 29201 with an emphasis on greater exploration of American Sign Language sentence
 structure using a bilingual-bicultural approach. Students are involved in a community service project, providing
 a hands-on experience with using ASL within a community setting."
ASL 39201 ,"ADVANCED AMERICAN SIGN LANGUAGE I
",ASL,ASL 29202 .,None,"Students enhance receptive and expressive proficiency in an immersion setting through the use of both planned
 and impromptu in-class discussion of current and historic events and involvement in a community
service
 project. Students are advised to begin planning this activity early in the semester. Successful completion of ASL
 29201 portfolio review required prior to registration."
ASL 39202 ,"ADVANCED AMERICAN SIGN LANGUAGE II
",ASL,ASL 39201.,None,"Students continue to increase their receptive and expressive proficiency
in American Sign Language in an
immersion setting, through in-class formal and informal presentations, discussions of current and historical
 events, and working in groups to complete a semester project and a community service project."
ASL 49092 ,"PRACTICUM IN AMERICAN SIGN LANGUAGE
",ASL,ASL 29202 or SPED 29202.,None,"In consultation with the ASL program coordinator, ASL students design a practicum experience related to signed
 languages and their communities. Successful presentation of cumulative portfolio required prior to registration."
ASL 49096 ,"INDIVIDUAL INVESTIGATION
",ASL,Departmental permission.2.000 OR ,None,"(Repeatable for credit) (Cross-listed with SPED 43996) Individual investigation of problems in American Sign
 Language, ASL pedagogy and or
deaf culture."
ASL 49108 ,"AMERICAN SIGN LANGUAGE LINGUISTICS I
",ASL,ASL 29202.,None,"(Cross-listed with SPED 43108/53108) Lecture, discussion and application
course designed to introduce
 students to basic linguistic terminology and concepts, as applied to American Sign Language (ASL) and taught
using a bilingual-bicultural approach. Both ASL and English are used in the instruction of this class. Successful
 presentation of cumulative portfolio is required prior to registration in this course."
ASL 49109 ,"AMERICAN SIGN LANGUAGE LINGUISTICS II
",ASL,"ASL 49108 and specialapproval.
",None,"Through lecture, in-class and out-of-class activities, and in-class presentations, students discuss, use, and
 respond to varied sentence structures and types of discourse in ASL, and compare these to English. Class is
predominantly taught in ASL, but may at times use a bilingual approach."
ASL 49201 ,"ADVANCED PROFICIENCY
",ASL,"ASL 39202and score of intermediate level on the
 Signing Competency Proficiency Interview.
",None,"Students improve knowledge and use of American Sign Language and experiential knowledge of ASL culture
 through development, production, critique, revision and evaluation of an extended ASL presentation. This is an
 immersion class; voicing will not be used."
ASL 49309 ,"INTRODUCTION TO DEAF STUDIES
",ASL,None.,None,"(Cross-listed with SPED 43309/53309) Introductory survey course provides
informational base and
 understanding of experiences of deaf people as a
cultural minority. Includes etiology and prevalence data,
 service delivery systems, diagnosis and assessment of issues and communication systems. 20 field hours."
ASL 49350 ,"AMERICAN SIGN LANGUAGE LITERATURE
",ASL,ASL 39201 and 49309 and special approval.,None,"Through the use of multimedia resources, student explore the evolution of deaf literature, its historical context
 and multiple perspectives, and the techniques specific to ASL which make it unique. Conducted primarily in ASL,
 with some voicing and printed English."
ASL 49401 ,"DEAF CULTURE AND COMMUNITY
",ASL,ASL 29202 and 49309 and special approval.,None,"(Cross-listed with SPED 43101/53101) Students explore the different voices and perspectives which have been,
and are, present within the deaf community, issues of controversy, myths and data, using a mix of ASL and
 English materials and discussion. Successful presentation of cumulative portfolio required prior to registration."
ASL 49601 ,"ACTIVITY DESIGN, IMPLEMENTATION AND EVALUATION
",ASL,"ASL 39202 andpassage of the Signing Competency Proficiency Interview at an intermediate level.
",None,"Student improve receptive and expressive skills and develop ability to analyze and break down specific ASL
 skills into more basic components; voicing is not used. In addition to classroom time, a minimum of 90 minutes
 per week working in the KSU ASL lab and/or (with permission) off-campus site."
