Course Number,Course Name,Department,Prerequisites,Corequesites,Description
ATTR 15001 ,"INTRODUCTION TO CLINICAL ATHLETIC TRAINING I
",ATTR,Athletic training (ATTR) major.,None,"An overview of the profession of athletic training; including employment
opportunities, academic and clinical
 preparation; and introduction to basic knowledge and skills utilized in the profession. Emphasis on leadership,
 mentoring, ethics and research from an introductory perspective."
ATTR 15011 ,"INTRODUCTION TO CLINICAL ATHLETIC TRAINING II
",ATTR,Athletic training (ATTR) major.,None,"Basic concepts and skills related to the professional domains of the athletic training profession including basic
 modalities and rehabilitation, research, ethics, palpations, and blood borne pathogens.
Moderate to advanced
 Skills training in padding, splinting, wound care,
equipment, bracing, tapings, wrappings, spine immobilization,
 and basic
assessment techniques."
ATTR 15092 ,"PRACTICUM IN ATHLETIC TRAINING I
",ATTR,"ATTR 15011 andspecial approval.
",None,"The study and clinical application of the competencies in athletic training educational domains. Specific
 emphasis on the introductory cognitive and psychomotor, as well as foundational behaviors of professional
 practice. Clinical hours and completion of specific competencies are required."
ATTR 25036 ,"PRINCIPLES OF ATHLETIC TRAINING
",ATTR,None.,None,"Principles of the profession, including injury prevention, basic sports trauma, injury management and specific
 sports conditions. Practical competency in emergency care and first aid; American Red Cross Professional
 Rescuer Certification for CPR and AED."
ATTR 25037 ,"PHYSICAL ASSESSMENT TECHNIQUES FOR THE LOWER EXTREMITY AND SPINE
",ATTR,ATTR 25036; and ATTR 25057 or EXSC 25057 or BSCI 11010.,None,"Anatomical and clinical assessment techniques for injuries and illnesses
common to the physically active.
 Emphasis on orthopedic assessment strategies of the upper and lower quarters and spine for proper referral
and
 care."
ATTR 25038 ,"PHYSICAL ASSESSMENT TECHNIQUES FOR THE UPPER EXTREMITY, HEAD AND NECK
",ATTR,"ATTR 25036 and ATTR 25037; and ATTR 25057 or EXSC25057 or BSCI 11010. 
",None,"Anatomical and clinical assessment techniques for injuries and illnesses
with specific emphasis on orthopedic
 and neurological assessment strategies for the upper extremity, head and neck. Proper referral and care
 procedures are also be addressed."
ATTR 25057 ,"HUMAN ANATOMY AND PHYSIOLOGY I
",ATTR,none.,None,"(Cross-listed with EXSC 25057) Comprehensive examination of anatomy and physiology related to the
 organization of the body and basic cell and tissue types. Specific structure and function of the muscular,
 skeletal,
cardiovascular, nervous and respiratory systems are addressed."
ATTR 25058 ,"HUMAN ANATOMY AND PHYSIOLOGY II
",ATTR,ATTR 25057 or EXSC 25057 or BSCI 11010.,None,"(Cross-listed with EXSC 25058) Comprehensive examination of anatomy and physiology related to the human
 body under rest and exercise conditions.
Specific structure and function of the metabolic, endocrine, lymphatic,
 digestive, urinary and reproductive systems are addressed. Advanced coverage of neurological, cardiovascular
 and respiratory systems are also addressed."
ATTR 25092 ,"PRACTICUM IN ATHLETIC TRAINING II
",ATTR,ATTR 15092.,None,"The study and clinical application of the competencies in athletic training educational domains. Specific
 emphasis on the intermediate cognitive and psychomotor components. Clinical hours and completion of specific
 competencies are required."
ATTR 35025 ,"ESSENTIALS OF ATHLETIC INJURY MANAGEMENT
",ATTR,None.,None,"Common injuries related to physical activity and/or athletic participation from the cause, management and care
 perspectives. American
Red Cross sport safety training certification (including adult/child CPR) will be granted.
 Emphasis on application of skills."
ATTR 35037 ,"ADVANCED PHYSICAL ASSESSMENT TECHNIQUES
",ATTR,"ATTR 25037 and 25038; and ATTR 25058 or EXSC 25058 or BSCI11020 or BSCI 20020.
",None,"Anatomical, medical and clinical assessment techniques for injuries and illnesses common to the physically
 active. Emphasis on neurological and non-orthopedic assessment strategies for proper referral and care."
ATTR 35039 ,"THERAPEUTIC MODALITIES
",ATTR,ATTR 25036.,None,"The study and practical application of physical modalities including physical principles, physiologic effects,
 indications/contraindications and standard application procedures. Safety and legal issues of modality
usage are
 also addressed."
ATTR 35040 ,"STRENGTH AND CONDITIONING
",ATTR,"ATTR 25057 orEXSC 25057 or BSCI 11010; and athletic training (ATTR), exercise science (EXSI) or physical education-
professional (PEP) major.
",None,"Demonstrate didactic understanding and clinical application of energy systems, anatomy and proper techniques
 for strength and conditioning exercises for practical applications with athletes."
ATTR 35045 ,"EMERGENCY MEDICAL TECHNICIAN-BASIC
",ATTR,none.,None,"Preparing for Emergency Medical Technician certification including patient assessment, airway and cardiac
 management, trauma management, medical patient management and clinical experience. Prepares students to
 challenge the National Registry Examination for the State of Ohio for EMT-Basic. Clinical hours are required for
 this course through Hudson EMS."
ATTR 35050 ,"NEUROLOGICAL PROCESS FOR THE HEALTHCARE PROFESSIONAL
",ATTR,"ATTR 25057 or EXSC 25057 or BSCI 11010; and ATTR25058 or
EXSC 25058 or BSCI 11020 or BSCI 20020.
",None,"Advanced cognitive content in the areas of normal and pathological function of the nervous system and its
 components. Specific emphasis on the neurophysiological basis for motor learning, special senses, and memory
 serves to address the central and peripheral nervous system structure and function. Growth and Development
 and pathological responses to hypoxia, microbiologic agents, genetic derangements, nutritional deficiencies,
 chemicals, drugs and aging are addressed."
ATTR 35054 ,"BIOMECHANICS
",ATTR,ATTR 25057 or EXSC 25057 or BSCI 11010.,None,"(Cross-listed with EXSC 35054) Anatomical and mechanical bases of human movement. Emphasis is placed on
 tools and techniques for motion analysis, mechanical concepts, forces and performance analysis. Lecture and
 laboratory."
ATTR 35092 ,"PRACTICUM IN ATHLETIC TRAINING III
",ATTR,ATTR 25092.,None,"The study and clinical application of the competencies in athletic training educational domains. Specific
 emphasis on the intermediate and advanced cognitive and psychomotor components. Clinical hours and
completion of specific competencies are required."
ATTR 43018 ,"ETHICS FOR ALLIED HEALTH PROFESSIONALS
",ATTR,senior standing.,None,"Examination of specific situations in the allied health professions of athletic training and exercise science from
 an ethical sensitivity, reasoning and decision making perspective. A problem-oriented case study
approach
 based on contemporary moral issues and moral theory related to
clinical and academic health professions."
ATTR 45017 ,"PROFESSIONAL DEVELOPMENT IN ATHLETIC TRAINING
",ATTR,Senior standing; athletic training majors only.,None,"An investigation of the issues affecting the student athletic trainer as
they prepare for an entry-level career in
athletic training. Professional development issues and NATABOC exam preparation are included."
ATTR 45038 ,"ORGANIZATION AND ADMINISTRATION OF ATHLETIC TRAINING
",ATTR,ATTR 25036.,None,"(Cross-listed with ATTR 55038) Investigation into current philosophies and legal aspects of athletic training.
 Organization and administration of all aspects of athletic training programs."
ATTR 45039 ,"THERAPEUTIC REHABILITATION
",ATTR,"ATTR 25036; and ATTR 25057 or EXSC25057 or BSCI 11010.
",None,"(Cross-listed with ATTR 55039) The study and clinical application of rehabilitation techniques including
 strategies for proper exercise selection based on anatomical and physiological considerations, program
administration and guidelines for program progression."
ATTR 45040 ,"PATHOLOGY AND PHARMACOLOGY FOR ALLIED HEALTH CARE PROVIDERS
",ATTR,"ATTR 25058 or EXSC 25058 or BSCI 11020 or BSCI20020.
",None,"(Cross-listed with ATTR 55040) Investigation of specific pathological conditions presented by professionals,
 including physicians and pharmacists. Will discuss common pathologies, associated pharmacological
treatment
 and physiologic effects for various afflictions."
ATTR 45041 ,"ADVANCED THERAPEUTIC INTERVENTIONS
",ATTR,"ATTR 25057 orEXSC 25057 or BSCI 11010; and ATTR 25058 or
EXSC 25058 or BSCI 11020 or BSCI 20020; and ATTR 35054
 and ATTR 45039.
",None,"Addresses the physiological considerations of specific injuries and conditions commonly encountered in the
 athletic training profession. Focus is on contemporary rehabilitative programming for all of the major
body
 regions. Specific units on Aquatic therapy and rehabilitation, Neurological considerations for rehabilitation,
 Return to Running Considerations, and Return to Throwing protocols are included."
ATTR 45091 ,"SENIOR SEMINAR IN ATHLETIC TRAINING
",ATTR,"senior standing andathletic training (ATTR)
major. 
",None,"(Repeatable for credit)Contemporary issues related to preparing students
for entry-level careers in the athletic
 training profession including development of the foundational behaviors of professional practice. Specific
 emphasis on employment preparation or graduate school preparation."
ATTR 45096 ,"INDIVIDUAL INVESTIGATION IN ATHLETIC TRAINING
",ATTR,special approval.,None,"(Repeatable for a maximum of 6 credit hours)Independent study completed under the supervision of a faculty
 member. Written approval of supervising faculty member and school director required prior to
registration."
ATTR 45192 ,"PRACTICUM IN ATHLETIC TRAINING IV
",ATTR,ATTR 35092.,None,"The study and clinical application of competencies in athletic training educational domains. Specific emphasis on
 the advanced cognitive and psychomotor components. Clinical hours and completion of specific competencies
 are required."
