Course Number,Course Name,Department,Prerequisites,Corequesites,Description
HED 11570 ,"PERSONAL HEALTH
",HED,None.,None,"This course examines the leading causes of death and disability in the United States with an emphasis on the
 application of knowledge and skills to reduce risk and enhance the quality of life."
HED 11590 ,"COMMUNITY HEALTH EDUCATION
",HED,None.,None,"Identification of community health problems and measures for control. Emphasizes principles, objectives and
 methods of community health education."
HED 13510 ,"WINNING COMBINATION:HEALTH AND ATHLETES
",HED,Special approval.,None,"An exploration of strategies for promoting healthy lifestyles for athletes. The course is reserved for varsity
 athletes."
HED 14020 ,"MEDICAL TERMINOLOGY
",HED,None.,None,"Identification of the meaning of various roots and terms and combining forms that are components of medical
 words, including anatomical physiological and pathological therapeutic terminology and implications for health
 literacy."
HED 20000 ,"TEACHING HEALTH TO YOUNG LEARNERS
",HED,None.,None,"Investigate current health issues relevant to children in primary grades,and identify educational strategies to
 increase student health knowledge, foster positive health attitudes and promote healthy behaviors."
HED 21030 ,"INTRODUCTION TO HEALTH EDUCATION
",HED,None.,None,"This course introduces the student to the health education profession. Roles and responsibilities of health
 educators in a variety of occupational settings are described."
HED 21050 ,"HEALTH EDUCATION THEORIES
",HED,None.,None,"Application of various attitude and behavior models to health and illness behavior in order to develop a
 framework for educational intervention."
HED 32530 ,"DRUG USE AND MISUSE
",HED,None.,None,"Introduction to the study of drug/alcohol abuse. Basic pharmacology of drug actions is reviewed. Common
 myths misconceptions about drug alcohol
use are examined. Current drug problems and related prevention
treatment issues are analyzed."
HED 32542 ,"METHODS AND APPLICATIONS OF HEALTH EDUCATION
",HED,HED 11570 and HED 11590.,None,"Analysis observation, demonstration and experience in the teaching-learning process utilizing methods,
 materials and resources appropriate to the preparation of professional health educators. This course includes 50
 field/clinical hours. Students are required to complete Bureau of Criminal Investigation and Identification (BCII)
 and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at
 their assigned ¿school/agency¿ before the first day of the semester in which student teaching/ internship will
 take place."
HED 32544 ,"HUMAN SEXUALITY
",HED,None.,None,A study of the role and meaning of human sexuality throughout the life cycle for self and society.
HED 32565 ,"MARKETING IN HEALTH EDUCATION
",HED,None.,None,"Examines the basic elements of marketing processes as they relate to promoting health in communities.
 Emphasis on application of marketing planning, concepts and practices for service providers involved with
health education."
HED 32575 ,"CONSUMER HEALTH
",HED,None.,None,"An overview of the health marketplace including health products, services, financing, promotional practices and
 consumer protection laws."
HED 34050 ,"PROGRAM PLANNING AND EVALUATION IN HEALTH EDUCATION
",HED,none.,None,"Provides students with the knowledge and skills to assess health resources and needs, develop health programs
 to meet specific needs in particular populations and determine appropriate measures to evaluate the
 effectiveness of health programs."
HED 34060 ,"SMALL GROUP PROCESSES
",HED,None.,None,"(Cross-listed with CES 37800) Group processes in human relationships, including techniques of democratic
 leadership and effective group membership. This course includes 25 field/clinical hours."
HED 36048 ,"EMERGENCY MEDICAL TRAINING
",HED,None.,None,"Basic immediate care procedures for victims of acute illnesses and accidents. Course does not conform to EMT-
B National Standard Curriculum
as adopted by the Ohio Department of Public Safety, Division of EMS."
HED 40093 ,"VARIABLE TITLE WORKSHOP IN HEALTH EDUCATION AND PROMOTION
",HED,"HED11590
 and special approval.
",None,"(Repeatable for credit) (Cross-listed with HED 50093 and 70093) Discussion of major issues in health and
 safety education. Content emphasis and prerequisites vary depending on workshop."
HED 42041 ,"HEALTH COACHING
",HED,None.,None,"(Cross-listed with HED 52041) Techniques of health coaching and motivational interviewing applied to health
 education. Individual and group approaches relative to personal, family and societal health issues."
HED 42358 ,"STUDENT TEACHING IN HEALTH EDUCATION
",HED,"Eligibility for admission to student teaching and admission to advanced study; and official validcertification of Child Safety Training, approved Basic Life Support and A.L.I.C.E. Training must be presented to
 the campus office of clinical experience or designated faculty/staff at Regional campuses as prerequisite for
student teaching.
",None,"Provides a twelve week student teaching experience. See student teaching
section of catalog. Students are
 required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of
Investigation (FBI) background checks and submit the results to authorized personnel at their assigned
 school/agency before the first day of the semester in which student teaching/ internship will take place."
HED 42575 ,"HEALTH AND LEARNING: STRATEGIES FOR STUDENTS AND TEACHERS
",HED,Admission to advanced study.,None,"(Cross-listed with HED 52575) Focus on health issues/education/environment policy and practice/community
 strategies to
respond to threats confronting students utilizing a coordinated school/community strategy to
 promote health to improve academic outcomes. CPR and first aid certification required for completion of course."
HED 44025 ,"WOMEN'S HEALTH ISSUES
",HED,None.,None,"(Cross-listed with HED 54025) Traditional and feminist analysis of women's health issues and the health
 educational responses to those issues."
HED 44092 ,"INTERNSHIP IN COMMUNITY HEALTH EDUCATION
",HED,Senior standing.,None,"(Repeatable for credit) Participation for one academic semester in the health education activities of an approved
 agency, organization or industry."
HED 44095 ,"SPECIAL TOPICS: HEALTH EDUCATION AND PROMOTION
",HED,None.,None,"(Repeatable for credit) Selected topics related to public health issues facing professionals in communities,
 schools, health care settings and the worksite."
HED 44096 ,"INDIVIDUAL INVESTIGATION IN HEALTH EDUCATION AND PROMOTION
",HED,Permission.,None,"(Repeatable for credit) (Cross-listed with HED 54096 and 74096) Independent reading and/or research directed
 by a HED faculty member."
HED 44543 ,"ADMINISTRATION OF SCHOOL HEALTH PROGRAMS
",HED,Admission to advanced study.,None,"(Cross-listed with HED 54543) Organizational design and administration of a comprehensive school health
 program including health services, instruction and environment. This course includes 25 field/clinical hours. CPR
 and first aid certification required for completion of course."
HED 44544 ,"SEXUALITY EDUCATION PROGRAMS
",HED,HED 32544.,None,"(Cross-listed with HED 54544) This course prepares the student to develop, implement and evaluate sexuality
 education programs in school and community settings."
HED 44550 ,"DRUG ABUSE AND VIOLENCE EDUCATION PROGRAMS
",HED,HED 32530.,None,"(Cross-listed with HED 54550) Drug abuse and violence prevention from theoretical, philosophical, empirical
 and practical perspectives. Application of theories to plan, implement, and evaluate drug and violence education
 programs."
HED 46052 ,"STRESS:RECOGNITION AND MANAGEMENT
",HED,None.,None,"(Cross-listed with HED 56052) An examination of stress, its role as a predisposing factor for various illnesses
 and diseases, types of stressors, the body's reaction to stress, and techniques for recognizing, preventing and
 reducing stress."
HED 46057 ,"ADVANCED HUMAN SEXUALITY
",HED,HED 32544.,None,"(Cross-listed with HED 56057) Selected aspects of human sexuality; history, cross-cultural perspectives,
 medical/surgical conditions and sex therapy and counseling."
HED 46070 ,"HEALTH RELATED ASPECTS OF AGING
",HED,None.,None,"(Cross-listed with HED 56070) Theories of biological aging and identification of major health hazards, age-
related diseases and age changes, their prevention and control. The health care delivery system for the elderly."
HED 47070 ,"AIDS:ISSUES, EDUCATION AND PREVENTION
",HED,None.,None,"(Cross-listed with HED 57070) This course provides an extensive overview
of the human immunodeficiency
 virus epidemic as it has developed and exists today. A particular emphasis will be given to aids education and
prevention issues and strategies."
HED 47091 ,"CURRENT ISSUES IN HEALTH EDUCATION AND PROMOTION
",HED,Junior or senior standing.,None,"(Repeatable for credit) (Cross-listed with HED 57091 and 77091) Public health issues facing professionals in
 communities, schools, health care settings and the worksite."
HED 48092 ,"FIELD EXPERIENCE IN HEALTH EDUCATION AND PROMOTION
",HED,Permission.,None,"(Repeatable for credit) (Cross-listed with HED 58092 and 78092) Observation and participation in educational
 and promotional activities of a public health agency,school or health care facility. Joint university agency
 supervision."
HED 49525 ,"INQUIRY SEMINAR INTO PROFESSIONAL PRACTICE
",HED,"admissionto advanced
 study. ",EDUC 49526 or HED 42358.,"Interdisciplinary inquiry into teaching as a professional practice in health education; emphasis on teacher as
 disciplined investigator. Utilization of teaching and learning technology."
HED 50093 ,"VARIABLE TITLE WORKSHOP IN HEALTH EDUCATION AND PROMOTION
",HED,"Graduatestanding.
",None,"(Repeatable for credit) (Cross-listed with HED 40093 and 70093) Discussion of major issues in health and
 safety education. Content emphasis and prerequisites vary depending on workshop."
HED 52041 ,"HEALTH COACHING
",HED,Graduate standing.,None,"(Cross-listed with HED 42041) Techniques of health coaching and motivational interviewing applied to health
 education. Individual and group approaches relative to personal, family and societal health issues."
