Course Number,Course Name,Department,Prerequisites,Corequesites,Description
NURS 10060 ,"INTRODUCTION TO PROFESSIONAL NURSING PRACTICE
",NURS,none.,None,"Focus on nursing’s development as a discipline and profession. The art and science of nursing including the
Scope and Standards of Practice, nursing theory, evidence based practice, and therapeutic communication will
be explored."
NURS 20010 ,"INTERPERSONAL AND COMMUNICATION SKILLS FOR HEALTH CARE PROFESSIONALS
",NURS,"nursing (NURS) major and sophomorestanding. 
",None,"A skill-development course, with readings, experiential learning activities and oral and written communication
assignments. It is designed to help students enhance their self-confidence in interacting with other people,
individually or in groups, and develop their capabilities in writing, leading groups and presenting information.
Assertiveness techniques, presentation of self, critical thinking and collaboration skills complement the
development of interpersonal and communication competencies. Active learning methods are used to facilitate
growth at any level of current student development."
NURS 20020 ,"FOUNDATIONS OF ASSESSMENT AND COMMUNICATION IN NURSING
",NURS,Special approval.,None,"Individuals are assessed as members of families and community members. Communication in nursing is
explored."
NURS 20025 ,"PHARMACOLOGY AND ALTERATIONS IN PHYSIOLOGICAL FUNCTIONING I
",NURS,uisiste: sophomore standing; and nursing (NURS) major. ,NURS 20020.,"(Repeatable for credit) This course provides nursing students with an introduction to the basic principles of
pathophysiology and pharmacology. It offers a general understanding of pathophysiologic processes of body
systems and the major classes of pharmacotherapeutic agents that are used to treat these pathophysiologic
processes. The course focuses on mechanisms of action, effects of medications, pharmacodynamics,
pharmacokinetics, as well as principles that guide the administration of medications, dosage, and nursing
responsibilities. Age and cultural differences related medication administration will be addressed throughout the
course."
NURS 20030 ,"FOUNDATIONS OF NURSING INTERVENTIONS
",NURS,NURS 20010 and NURS 20020 with a grade of C (2.000) or better.,None,"Foundations of nursing interventions focuses on selected aspects of nursing care to improve the health of
individuals within families and groups. Utilizes principles of the interpersonal process, nursing process and
professional nursing."
NURS 20950 ,"HUMAN GROWTH AND DEVELOPMENT FOR HEALTH PROFESSIONALS
",NURS,PSYC 11762 and sophomore standing.,None,"Examines theoretical principles and concepts of human growth and development throughout the life cycle
applicable to personal and professional activities essential to the accurate assessment of human needs and
understanding human behaviors."
NURS 21095 ,"SPECIAL TOPICS IN NURSING
",NURS,Sophomore standing.,None,(Repeatable for credit)Scheduled topics of interest to faculty and students.
NURS 21096 ,"INDIVIDUAL INVESTIGATION IN NURSING
",NURS,Sophomore standing and special approval.,None,"(Repeatable for credit)Designed for the student interested in exploration and research of material not covered in
required nursing courses."
NURS 25010 ,"INTRODUCTION TO ACCELERATED NURSING
",NURS,none.,None,"Focus is on nursing’s development as a discipline and a profession. Students use group process in developing the
necessary oral and written communication skills needed for practicing nurses. Provides students the tools to
succeed in an accelerated BSN program. Topics covered include time management, study skills, test taking
strategies, critical thinking and self care."
NURS 25020 ,"INTRODUCTION TO PROFESSIONAL NURSING AND INTERPERSONAL AND
",NURS,nursing (NURS) major; and special approval.,None,"COMMUNICATION SKILLS: LPN TRANSITION
Required for all LPN transition nursing undergraduate students. Focus is on the development of nursing as a
discipline and as a profession. Also a skill development course, with readings, experiential learning activities,
and oral and written communication assignments. Designed to help students enhance their self-confidence in
interacting with others, groups and presenting information. Assertiveness techniques, presentation of self,
critical thinking, and collaboration skills complement the development of interpersonal and communication
competencies. Active learning methods are used."
NURS 25030 ,"LPN 20020 PREPARATION COURSE-FOUNDATIONS OF NURSING PRACTICE AND
",NURS,nursing (NURS) major.,None,"COMMUNICATION
Designed to assist the licensed practical nurse who is enrolled in the KSU Baccalaureate Nursing (BSN) Program
of study. Reviews the nursing concepts of the professional nurse for LPNs in preparation for taking the CLEP
exam before they transition into the BSN nursing curriculum. Content includes therapeutic and interpersonal
communication, critical thinking and concept mapping, the nursing process, evidence-based practice, and client
education. Offered in a hybrid format with students having in-class, multipurpose lab, as well as web-based
assignments. Students have the option of practice in the lab and perform physical assessment skills."
NURS 25040 ,"LPN 20030 PREPARATION COURSE-FOUNDATIONS OF NURSING INTERVENTIONS
",NURS,nursing (NURS) major and special approval.,None,"Designed to assist the licensed practical nurse enrolled in the KSU Baccalaureate Nursing (BSN) Program of
study. The specific content includes: health, wellness, safety and mobility issues; infection control; care of the
surgical client; electrolyte and acid-base imbalances; and sensory, sleep and cognition issues. Students have
optional practice in the nursing lab and perform selected nursing skills, including physical assessment and
medication calculations."
NURS 30010 ,"PARENT AND NEWBORN NURSING
",NURS,NURS 20030 and NURS 20950 with minimum C (2.000) grade. ,"NURS30020. 
","A study of nursing assessment, need identification and evaluation for individuals and families during the child
bearing cycle."
NURS 30015 ,"PHARMACOLOGY FOR INFANTS, CHILDREN AND MATERNAL CHILD HEALTH
",NURS,None,None,"(Repeatable for credit) Provides additional information to better understand the complexity of pediatric
medications and their safe delivery to pediatric patients of all ages . Also, identifies safe practices for medication
administration to mothers and their newborns. Pre/corequisite: NURS 30010 or NURS 30020."
NURS 30020 ,"HEALTH CARE OF CHILDREN
",NURS,NURS 20020 and NURS 20030 with minimum C (2.000) grade.,NURS 30010.,"Nursing process in family-centered care of children including health and developmental promotion and illness
and restorative intervention."
NURS 30025 ,"PHARAMACOLOGY AND ALTERATIONS IN PHYSIOLOGICAL FUNCTIONING II
",NURS,sophomore standing; and nursing (NURS) major. ,NURS 20030.,"(Repeatable for credit) This course is a continuation of the study of pathophysiology and pharmacology for
nursing students. It provides a deeper understanding of pathophysiologic processes of body systems, the
management of disease states, interpretation of lab values, and the analysis of symptomology and nursing
indicators to allow students to initiate appropriate nursing actions as related to pharmacology and
pathophysiology. This course explores assessment of therapeutic effects, side effects, and adverse reactions of
medications and presents teaching skills needed to enhance patient education and pharmacologic literacy."
NURS 30030 ,"NURSING OF ADULTS
",NURS,NURS 20030 and NURS 20950 and BSCI 30130 with minimum C (2.000) grade. ,NURS 30040.,"Emphasizes health promotion and prevention of episodic illness and maintenance of health status. Utilizes
nursing process as foundation to provide nursing care composed of clinical experience in acute care settings."
