Course Number,Course Name,Department,Prerequisites,Corequesites,Description
FDM 10010 ,"FASHION FUNDAMENTALS
",FDM,"fashiondesign (FD), fashion merchandising (FM) or pre-fashion design and merchandising (PFDM) major. 
",None,"Introduction to the global fashion industry. Analysis of the business of fashion how it is conceived marketed and
sold. Overview of important resources, companies and personnel who impact the industry."
FDM 10023 ,"FASHION VISUALS
",FDM,fashion design (FD) or fashionmerchandising (FM) major. ,FDM 10024.,"The study of fashion information, research sources, color theory, two-and three-dimensional design and visual
presentation formats as they apply to the fashion industry."
FDM 10024 ,"FASHION VISUALS LABORATORY
",FDM,fashiondesign (FD) or fashion merchandising (FM) major. ,FDM 10023.,"Laboratory applications in the study of fashion information, research sources, color theory, two-and three-
dimensional design and visual presentation formats as they apply to the fashion industry."
FDM 10033 ,"FASHION FABRICS
",FDM,fashion design (FD) or fashionmerchandising (FM) major. ,FDM 10034.,"Study of fabrics, focusing on differentiating between fibers, fabric construction, and fabric names. The student
will study fabric properties and how they relate to fabric end usage."
FDM 10034 ,"FASHION FABRICS LABORATORY
",FDM,fashion design (FD) or fashion merchandising (FM) major. ,FDM 10033.,"Laboratory applications in the study of fabrics, focusing on differentiating between fibers, fabric construction,
and fabric names. The student will study fabric properties and how they relate to fabric end usage."
FDM 10053 ,"INTRODUCTION TO FASHION TECHNOLOGY
",FDM,fashion design (FD) or fashion merchandising(FM) major. ,uisite: FDM 10054,"Introduces students to the fundamental concepts, procedures, and techniques used in digital imaging software
and information database software. A survey of current and emerging technologies used in fashion design,
merchandising and production contexts is presented."
FDM 10054 ,"INTRODUCTION TO FASHION TECHNOLOGY LABORATORY
",FDM,fashion design (FD) or fashionmerchandising (FM) major. ,FDM 10053.,"Laboratory applications of fundamental concepts, procedures, and techniques used in digital imaging software
and information database software. A survey of current and emerging technologies used in fashion design,
merchandising, and production contexts is presented and applied."
FDM 10140 ,"FOUNDATIONS OF FASHION DRAWING
",FDM,Fashion design major.,None,"Introduction to fashion drawing. Concentration on communicating through drawing the fashion figures and
technical flats, accurate garment proportion and construction."
FDM 15055 ,"BASICS OF APPAREL CONSTRUCTION
",FDM,fashion design (FD) major.,None,"Introduction to sewing techniques and application processes using industrial sewing machines and other related
equipment in basic garment construction. Development of fundamental patternmaking skills."
FDM 20013 ,"HISTORY OF COSTUME
",FDM,HIST 11050 or HIST 11051 or ARTH 22006 or ARTH 22007.,None,"Chronological study and research of historic costume from the origin of clothing through the French
revolutionary era, 19th and 20th century designers, and the influence on contemporary fashion."
FDM 20030 ,"FASHION APPAREL ANALYSIS
",FDM,"FDM 10030 or FDM 10033 and FDM10034; and fashion merchandising (FM) major. 
",None,"Analysis and evaluation of fashion apparel; quality standards of ready-to-wear apparel and factors that influence
the aesthetic and functional performance of the end product."
FDM 20050 ,"FASHION TECHNOLOGY APPLICATIONS
",FDM,"FDM 10053 and FDM 10054; andfashion design (FD) major. 
",None,"A continuation of content related to technology within the fashion industry. Pattern manipulation, basic technical
packages, garment measuring specs, print design and computerized fashion illustration is addressed with the
use of industry-specific and off-the-shelf software packages."
FDM 20121 ,"FASHION DRAWING I
",FDM,"FDM 10023 and FDM 10024; and FDM10140; and fashion design (FD) major. 
",None,"Advanced study of design illustration techniques as applied to the fashion figure through the use of live model
drawing. Concentration on fabric rendering and drape as illustrated on the fashion figure. Introduction to
technical flats used for illustrating garment construction."
FDM 20122 ,"FASHION DRAWING II
",FDM,FDM 20121.,None,"Continued study of fashion illustration techniques through the use of Croquis books and figure layouts.
Introduction to different design markets and research and how illustration reflects different markets. Instruction
on stylizing according to market."
FDM 20153 ,"FLAT PATTERN
",FDM,"FDM 10033 and FDM10034; and FDM 15055; and fashion design (FD) major. 
",None,"Development of basic muslins and slopers. Patternmaking principles of dart manipulation and added fullness.
Construction techniques for bodice, skirt, sleeve, collar, and pant variations."
FDM 20154 ,"DRAPING
",FDM,"FDM 10033 and FDM 10034; and FDM 15055; and fashiondesign (FD) major. 
",None,"Development of basic garment shapes using draping techniques. Emphasis placed on torso development,
contouring principles and design development on the form. Construction techniques for boned bodice garments
and using knit and bias cut fabrics."
FDM 20155 ,"MACHINE KNITTING-SINGLE BED
",FDM,fashion design (FD) major.,None,"Basic machine knitting techniques for fashion applications on flat-bed knitting machines. Development and
analysis of fully fashioned knit garments."
FDM 20263 ,"FASHION RETAIL INDUSTRY
",FDM,"FDM 10010; and fashion merchandising (FM)major. 
",None,"Study of retail organizations and structures within the fashion industry. Analysis of supervision organization and
operations management of fashion retail institutions."
FDM 25011 ,"FASHION BRANDING
",FDM,"FDM 10010; and fashion merchandisingmajor. 
",None,"An overview of branding in the fashion industry. Analysis of strategies for creating (brand awareness),
maintaining (brand management) and enhancing the strength (brand asset management) of fashion brands.
Class members work individual an as part of a group."
FDM 30013 ,"FASHION AND POP CULTURE
",FDM,ARTH 220006 or ARTH 22007 or HIST 11050 or HIST 11051.,None,"An examination of the relationship between different types of design and popular culture in America and Europe
in the 20th and 21st centuries."
FDM 30050 ,"FASHION TECHNOLOGY: COMPUTER INTEGRATED TEXTILE DESIGN
",FDM,FDM 10050 or FDM 10053 and FDM 10054.,None,"The use of Computer Integrated Design tools to produce textile prints, wovens and knits for professional
presentation scenarios."
FDM 30083 ,"PROFESSIONAL SEMINAR
",FDM,"FDM 20030 and fashion merchandising (FM) major and junior or seniorstanding. 
",None,"Professional development strategies for fashion and related careers. Emphasis is on verbal and written
communication skills."
FDM 30124 ,"APPAREL MANUFACTURING PROCESSES
",FDM,"FDM 10033, FDM 10034 and FDM 20050.",None,"Students learn seamstitch classifications, costing, sourcing and lab testing quality assurance. Assembly-line and
modular manufacturing are discussed."
FDM 30132 ,"APPAREL CONSTRUCTION FOR SPECIALTY MARKETS
",FDM,FDM 20142.,None,"Construction details specific to a market are researched, discussed and duplicated. Only one specialty market
covered each class. Markets vary by class."
FDM 30151 ,"ADVANCED PATTERNMAKING
",FDM,"FDM 20153 and FDM20154. 
",None,"Flat pattern assignments for advanced, complex garments. Suits, outerwear, cutsew knits will all be covered.
Students will make patterns by traditional methods as well as by computer."
FDM 30153 ,"MACHINE KNITTING
",FDM,"FDM 10030and fashion design (FD) major. 
",None,"Learn basic machine knitting techniques and create a sample book. Learn how knits are constructed in the
industry. Create two garments based on research and using a theme as inspiration."
FDM 30154 ,"MACHINE KNITTING-DOUBLE BED
",FDM,fashion design (FD) major.,None,"Knitting techniques on a double-bed knitting machine, full-fashioned knit and construction techniques, and
creation of a knit sample book. Students create two garments based on research and knowledge gained from the
sample book."
FDM 30155 ,"KNITWEAR DESIGN
",FDM,fashion design (FD) major.,None,"Focus is on the design development of knitwear, learning about how to recognize and communicate knit design
through graphs and stitch notation as well as what yarns, fibers and machines are appropriate. The students in
this class also design knitwear collections."
FDM 30161 ,"FASHION DESIGN STUDIO I
",FDM,"FDM 20122 and FDM 20153 and FDM20154. 
",None,"Open fashion studio concept to support the creative process of croquis sketching and construction in the
production of design work. Students explore markets, selling seasons, and specific construction techniques; and
they further develop fashion design process approaches."
FDM 30162 ,"FASHION DESIGN STUDIO II
",FDM,FDM 30161 or FDM 30171 or FDM 30181.,None,"A continuation of the open fashion studio concept to support the entire creative process to produce design work.
Students explore fashion markets, selling seasons, and specific construction techniques; and they further
develop fashion design process approaches."
FDM 30171 ,"FLORENCE FASHION DESIGN STUDIO I
",FDM,FDM 20122 and FDM 20153 and FDM 20154; and special approval.,None,"Open fashion studio concept to support the creative process of croquis sketching and construction in the
production of design work. Students explore markets, selling seasons, and specific construction techniques; and
they further develop fashion design process approaches. European markets and travel are incorporated."
FDM 30172 ,"FLORENCE FASHION DESIGN STUDIO II
",FDM,FDM 30161 or FDM 30171 or FDM 30181; and special approval.,None,"Continuation of the open fashion studio concept to support the entire creative process to produce design work.
Students will explore fashion markets, selling seasons, and specific construction techniques; and they will further
develop fashion design process approaches. Content specific to the European design experience."
FDM 30181 ,"NEW YORK CITY FASHION DESIGN STUDIO I
",FDM,FDM 20122 and FDM 20153 and FDM 20154; and special approval.,None,"Open fashion studio concept to support the creative process of croquis sketching and construction in the
production of design work. Students explore markets, selling seasons, and specific construction techniques; and
they further develop fashion design process approaches. New York City markets and design-specific experiences
are incorporated."
FDM 30182 ,"NEW YORK CITY DESIGN STUDIO II
",FDM,FDM 30161 or 30171 or 30181; and special approval.,None,"Continuation of the open fashion studio concept to support the entire creative process to produce design work.
Students explore fashion markets, selling seasons, and specific construction techniques; and they further
develop fashion design process approaches. Content specific to the New York City fashion design experience."
FDM 30260 ,"PRODUCT DEVELOPMENT IN THE FASHION INDUSTRY
",FDM,FDM 20030 and fashion merchandising (FM) major.,None,"Researching, planning, developing and presenting a fashion product line for a identified target market with
regard to prices, styling and timing."
FDM 30262 ,"FASHION MERCHANDISE PLANNING AND BUYING
",FDM,"FDM 20263; and MATH 11009 or MATH 11010 or MATH11012 or MATH 10041; and fashion merchandising (FM) major. 
",None,"Study of market sources, fashion buying techniques, assortment planning and allocation and quantitative
calculations needed in the fashion industry."
FDM 35010 ,"CONTEMPORARY FASHION DESIGNERS
",FDM,"FDM 20013; andfashion design (FD) major. 
",None,"Examine and analyze international fashion design and designers of the 20th and 21st centuries. Focuses on the
history, development and present context of fashion. Students assemble a portfolio of fashion designers studied
to include their biographies, clippings of their work and design inspirations."
FDM 35011 ,"FASHION FORECASTING
",FDM,FDM 25011.,None,"Identifying trends to develop fashion forecasts. Interrelationships of forecasting promotion, public relations, and
the fashion media will be explored."
FDM 35012 ,"SUSTAINABILITY IN FASHION
",FDM,none.,None,"Analysis and development of design process thinking through the lens of sustainability and socially responsibility
in fashion. Readings, documentaries and lectures are discussed in class. Interdisciplinary teams create a product
that supports sustainable fashion futures."
FDM 35013 ,"FASHION ACCESSORIES
",FDM,none.,None,"The merchandising, promotion and sales of accessories. Materials production and resources are examined by
category."
FDM 35063 ,"VISUAL MERCHANDISING AND DISPLAY
",FDM,"fashionmerchandising (FM) major. 
",None,Theory and practice of merchandise presentation for the purpose of promotion and sales.
FDM 35070 ,"THE LUXURY MARKET
",FDM,none.,None,"Purpose is to learn, understand, and perceive the luxury market and its parameters. Students gain an
understanding of the marketing power of luxury brands and the organization of a luxury products company."
FDM 35080 ,"FASHION IN THE MEDIA
",FDM,none.,None,"Analysis of key fashion magazines and in-depth examination of how they are created. Students learn the
fundamentals of different forms of communication and the contributions editors, writers, stylists and
photographers make toward the finished product. Exploration of how various media interrelate and contribute to
the fashion industry is included. Different forms of writing, editing and interviewing as well as the roles of
photography, design and styling are examined. Online outlets, television commentary, fashion advertising and
Public Relations are discussed."
FDM 35121 ,"FASHION MODEL DRAWING
",FDM,FDM 20122; and special approval.,None,"In-depth study of fashion model drawing and the illustration techniques associated with realistic and stylized
depictions of the fashion form. A live fashion model will be part of each class in timed poses with instructor
demonstrations and in-class drawing assignments."
FDM 35122 ,"ADVANCED FASHION ILLUSTRATION TECHNIQUES
",FDM,"FDM 20122; andspecial approval. 
",None,"Focused approach to advanced fashion illustration techniques beyond the required Drawing I and II. Covers a
wide variety of illustration mediums and tools, such as gouache, marker, ink and pastels, deepening skill sets
and visual literacy through demonstrations and practice-based assignments."
FDM 35260 ,"MERCHANDISING FOR HOME FURNISHINGS
",FDM,None.,None,"Introduction to the various retail classifications of home furnishing merchandise to include furniture,floor
coverings, window treatments, household linens, table tops, housewares and decorative accessories."
