Course Number,Course Name,Department,Prerequisites,Corequesites,Description
PHIL 11001 ,"INTRODUCTION TO PHILOSOPHY
",PHIL,None.,None,"An introduction to the diverse methods and subject matters in philosophy. Topics may include: What are the
arguments for the existence of God? Do humans have free will? Can we know anything with certainty, and how
do we know anything at all? Is what we see real, or might it be only an illusion? What makes a person a person -
their mind, or their physical attributes? Is the mind the brain, or is it something else?"
PHIL 11009 ,"CRITICAL THINKING
",PHIL,None.,None,"Critical thinking is essential to every aspect of life, whether reading a news report or editorial, examining a
contract or other legal document, or entering into a debate. This course teaches the strategies of “cognitive self-
defense” that allow students to see past false claims and avoid being deceived by misleading rhetorical
strategies. The course also examines the role of argument in reasoning, including types of arguments and the
ways in which mistakes in reasoning can lead us astray. Examples from everyday life illustrate the sorts of
complex reasoning that are a crucial part of practical decision-making."
PHIL 21001 ,"INTRODUCTION TO ETHICS
",PHIL,None.,None,"What makes an action morally right or morally wrong, and who gets to decide? Is ethics about performing
actions that are morally right, or is it about being a virtuous person? This course examines at least three
competing theories about ethics, including challenges to each theory. Students get to decide which theory they
think is best, but every theory presents its own strengths and weaknesses."
PHIL 21002 ,"INTRODUCTION TO FORMAL LOGIC
",PHIL,"MATH 00022with a minimum C grade or minimum 22 ACT mathematics score or minimum 520 SAT mathematics score or
minimum 35 ALEKS placement exam score. 
",None,"This course is designed to sharpen students' reasoning skills and to help them better understand the structure of
reasoning in general. To do this, it introduces students to some formal languages, such as Propositional Logic
and Predicate Logic, that represent the logical structure of deductive reasoning. Unlike natural languages such
as English, these formal languages allow us to focus on the general structure of different types of arguments,
without discussing the content of any particular argument. This course covers both the construction of formal
proofs in these languages, and translation between them and English. The study of formal logic contributes to
effective and persuasive reasoning, not only in philosophy, but in any discipline or context. It also provides
effective tools for evaluating the strength of English-language arguments. The skills that students acquire in this
course are thus widely applicable in their personal, professional, and academic lives."
PHIL 30015 ,"MEDICINE AND MORALITY
",PHIL,None.,None,"A philosophical exploration of at least three issues related to current medical practices, which may include
ethical, religious, legal and clinical aspects. Topics may include: abortion, the use of genetic technologies, organ
donation and transplantation, the use of human research subjects, or end-of-life decision-making."
PHIL 31001 ,"ANCIENT GREEK PHILOSOPHY
",PHIL,"At least one of PHIL 11009 or PHIL 21002 or PHIL41038; and at least one of PHIL 11001 or PHIL 21001. 
",None,"Examination of Greek thought from its inception through Plato, Aristotle, and later philosophers who were
greatly influenced by them, but who also challenged their views. The ancients made the move from explanation
based on myth to philosophical explanation - what did that move involve? How did the ancients answer
questions about the nature of reality, what exists, the reliability of the senses, and the types of things in the
world? How did they conceive of the good life?"
PHIL 31002 ,"MEDIEVAL PHILOSOPHY
",PHIL,"At leastone of PHIL 11009 or PHIL 21002 or PHIL 41038; and at least one of PHIL 11001 or PHIL 21001. 
",None,"Examination of issues in medieval thought, such as the existence and nature of God, the relationship between
faith and reason, the problem of universals, and the nature of causality. Selections from philosophers such as
Augustine, Boethius, Aquinas, Abelard, Avicenna, Duns Scotus, and William of Ockham."
PHIL 31003 ,"CONTINENTAL RATIONALISM
",PHIL,"At least one of PHIL 11009 or PHIL 21002 or PHIL 41038;and at least one of PHIL 11001 or PHIL 21001. 
",None,"Selections from rationalists such as Descartes, Spinoza, and Leibniz. The rationalists believed that the nature of
reality was best understood using rational thought alone. What did they mean by this, and how did this belief
shape their wider views of the world?"
PHIL 31004 ,"BRITISH EMPIRICISM
",PHIL,"At least one of PHIL 11009 or PHIL21002 or PHIL 41038; and at least one of PHIL 11001 or PHIL 21001. 
",None,"Selections from British Empiricists such as Locke, Berkeley, and Hume. The empiricists believed that reality was
best understood using sensory evidence and observational methods. What do these human investigations tell us
about the nature of properties, existence, and causation?"
PHIL 31005 ,"GERMAN CRITICAL PHILOSOPHY
",PHIL,"At least one of PHIL 11009 or PHIL 21002 or PHIL 41038; and at least one of PHIL 11001 or PHIL21001. 
",None,"Selections from philosophers such as Kant, Fichte, and others who began the movement known as German
idealism. These thinkers emphasized a turn towards mind as constructing the world as it appears to us."
