Course Number,Course Name,Department,Prerequisites,Corequesites,Description
GERO 14029 ,"INTRODUCTION TO GERONTOLOGY
",GERO,None.,None,Interdisciplinary approach to the study of the aging process.
GERO 30656 ,"PSYCHOLOGY OF AGING
",GERO,PSYC 11762.,None,"(Cross-listed with PSYC 30656) Exploration of basic research and theory on the psychological consequences of
 aging and psychological factors that affect the behavior of older persons."
GERO 41095 ,"SPECIAL TOPICS IN GERONTOLOGY
",GERO,None.,None,"(Repeatable for credit) (Cross-listed with GERO 51095) Discussion of a major topic within a specific field of
 gerontology."
GERO 41096 ,"INDIVIDUAL INVESTIGATION
",GERO,Written permission from instructor.,None,(Repeatable for credit)Independent study in gerontology.
GERO 43092 ,"PRACTICUM IN NURSING HOME ADMINISTRATION I
",GERO,"human development and family studies (HDFS) majors; and seniorstanding; and special approval.
",None,"Internship in nursing home care facility. One, 3 hour, on-campus seminar every three weeks (meets five times).
 Weekly one hour online lectures and discussions also take place. A minimum of 35 clock hours per week at
 internship site is required."
GERO 43192 ,"PRACTICUM IN NURSING HOME ADMINISTRATION II
",GERO,"human development and family studies (HDFS) major; and senior standing; and specialapproval.
",None,"Internship in nursing home care facility. One, 3 hour, on-campus seminar every three weeks (meets five times).
 One hour online lectures and discussions are held each week. A minimum of 35 clock hours per week is
required."
GERO 44030 ,"ADULT DEVELOPMENT AND AGING
",GERO,admission into the HDFS Professional Phase.,None,"(Cross-listed with GERO 54030) Examines developmental processes across adulthood. Evaluation of theoretical
 models and scientific literature."
GERO 44031 ,"SOCIAL POLICY AND COMMUNITY RESOURCES FOR OLDER ADULTS
",GERO,GERO none.,None,"Overview of national, state and local public policy affecting older adults. Legislation, funding, planning and the
 service delivery system are examined."
GERO 44032 ,"LONG TERM CARE ADMINISTRATION
",GERO,"nursing (NURS), human development and familystudies (HDFS), integrated life science (ILS) or integrated health science (IHS) majors; junior or senior
 standing.
",None,"(Cross-listed with GERO 54032) Presents an overview and introduction to the principles of long-term care (LTC)
 administration and other administration options."
GERO 44092 ,"PRACTICUM IN GERONTOLOGY
",GERO,"HDFS44018; human development and family studies (HDFS) majors and senior standing; and special approval.
3.000 OR ",None,"(repeatable for a total of 6 credit hours.) Observation and participation in long-term care or community
 agencies serving older adults. One class discussion per week. Major GPA of 2.250 required."
GERO 51095 ,"SPECIAL TOPICS IN GERONTOLOGY
",GERO,Graduate standing.,None,"(Repeatable for credit) (Cross-listed with GERO 41095) Discussion of a major topic or topics within the field of
 gerontology."
GERO 51096 ,"INDIVIDUAL INVESTIGATION IN GERONTOLOGY
",GERO,Graduate standing.,None,(Repeatable for credit)Independent study in the area of gerontology.
GERO 54030 ,"ADULT DEVELOPMENT AND AGING
",GERO,Graduate standing.,None,"(Cross-listed with GERO 44030) Examines developmental processes across adulthood. Evaluation of theoretical
 models and scientific literature."
GERO 54032 ,"LONG TERM CARE ADMINISTRATION
",GERO,graduate standing and special approval.,None,"(Slashed with GERO 44032) Presents an overview and introduction to the principles of long-term care (LTC)
 administration and other administration options."
GERO 61091 ,"SEMINAR IN GERONTOLOGY
",GERO,Graduate standing.,None,(Repeatable for credit)Seminar dealing with topics in the field of gerontology.
GERO 61191 ,"INTERDISCIPLINARY SEMINARY IN GERONTOLOGY
",GERO,Graduate standing and special approval.,None,"(Repeatable for credit)Course is designed to assist students in developing the knowledge and skills needed to
2014 Kent State University Catalog - Spring 2015 Course Descriptions Page 868
understand the major issues in gerontological theory, research and practice from a multi-disciplinary
 perspective."
GERO 63092 ,"PRACTICUM IN NURSING HOME ADMINISTRATION I
",GERO,GERO 54032; and graduate standing; and special approval.,None,"Internship in nursing home care facility. One, 3 hour, on-campus seminar every three weeks (meets five times).
 Weekly one hour online lectures and discussions also take place. A minimum of 35 clock hours per week at
 internship site is required."
GERO 63192 ,"PRACTICUM IN NURSING HOME ADMINISTRATION II
",GERO,GERO 54032 and GERO 63092; and graduate standing; and special approval.,None,"Internship in nursing home care facility. One, 3 hour, on-campus seminar every three weeks (meets five times).
 One hour online lectures and discussions are held each week. A minimum of 35 clock hours per week is
required."
