Course Number,Course Name,Department,Prerequisites,Corequesites,Description
GER 11201 ,"ELEMENTARY GERMAN I
",GER,None.,None,An introduction to the German language in the context of the cultures of German-speaking lands.
GER 11202 ,"ELEMENTARY GERMAN II
",GER,GER 11201.,None,"A continuation of the introduction to the German language in the context of the cultures of German-speaking
 lands."
GER 21201 ,"INTERMEDIATE GERMAN I
",GER,GER 11202.,None,"Continued development of speaking, listening, reading and writing skills using a variety of cultural materials."
GER 21202 ,"INTERMEDIATE GERMAN II
",GER,GER 21201.,None,"2014 Kent State University Catalog - Spring 2015 Course Descriptions Page 854
Continuation of GER 21201."
GER 31095 ,"SPECIAL TOPICS
",GER,Junior standing.,None,(Repeatable for credit)Topic announced in schedule of classes.
GER 31201 ,"INTENSIVE GERMAN GRAMMAR
",GER,GER 21202.,None,A systematic approach to German grammar and syntax.
GER 31211 ,"GERMAN COMPOSITION AND CONVERSATION
",GER,GER 21202 and special approval.,None,Grammar review and practice in writing and speaking German.
GER 31215 ,"GERMAN PHONETICS AND DICTION
",GER,GER 21202.,None,"Study of the German sound system with emphasis on pronunciation and intonation. Reading and performance
 of a series of skits and short plays."
GER 31231 ,"TRANSLATION PRACTICE:GERMAN
",GER,None,TRST 30230.,"2014 Kent State University Catalog - Spring 2015 Course Descriptions Page 855
Translation practice with German texts using principles and techniques learned in the lecture class."
GER 31240 ,"CONVERSATION FOR BUSINESS AND SPECIAL PURPOSES:GERMAN
",GER,GER 31211.,None,"Introduction to the special vocabulary of business and other special subject areas; introduces the concept of
 language for special purposes and emphasizes the use of special vocabulary in conversations in business and
 other settings."
GER 31303 ,"INTRODUCTION TO GERMAN LITERATURE
",GER,GER 21202 and GER 31201.,None,Introduction to German literature and textual analysis.
GER 31421 ,"GERMAN CIVILIZATION
",GER,"Six hours upperdivision German courses.
",None,A survey of German history and intellectual life to 1918; taught in German.
GER 41095 ,"SPECIAL TOPICS
",GER,Senior standing.,None,(Repeatable for credit) (Cross-listed with GER 51095) Topic announced in schedule of classes.
GER 41096 ,"INDIVIDUAL INVESTIGATION
",GER,"6 hours of upper division German and special approval of the departmentchairperson.
",None,"(Repeatable for credit) (Cross-listed with GER 51096) Independent investigation of problems in German
 language or literature."
GER 41211 ,"ADVANCED GERMAN COMPOSITION AND CONVERSATION
",GER,GER 31211.,None,Advanced practice in speaking and writing German.
GER 41216 ,"CONTEMPORARY GERMAN CULTURE
",GER,Six hours of upper division German courses.,None,"(Cross-listed with GER 51216) A study of selected sociological, political, cultural and economic issues in
 contemporary German- speaking countries using readings, films and legal documents as the basis for
discussions. Taught in German."
GER 41230 ,"ADVANCED TRANSLATION PRACTICE:GERMAN
",GER,GER 31231.,None,"Theory and practice course that discusses translation theory and emphasizes German-to-English translation of
 selected texts in business, technology, medicine and law."
