Course Number,Course Name,Department,Prerequisites,Description
13001,"and 13002 do not require the use of calculus.Note: 2 PHY 23101 and 23102, which use calculus, should be taken by majors in physics, mathematics, chemistry B.S., industrial technology science option, aerospace science option and pre-engineering.Note 3: Credit is not granted for both the PHY13001/13002 and the 23101/23102 series, nor for the PHY 13011/13012 series. 11030 Seven Ideas That Shook the Universe",PHY,PHY 35611,Description of major revolutionary physical concepts and their implications for understanding the physical universe. Not counted toward physics major.
11660,Physical Science,PHY,PHY 35611,"A course integrating basic concepts in chemistry, physics and astronomy."
11660,"and either general chemistry or general physics. Ordinarily, credit is not allowed for such duplication. Any student affected by this principle should consult with the department chair of chemistry or physics. This course may be used to satisfy the Liberal Education Requirements (LER).12000 Introductory Physics Seminar",PHY,PHY 35611,"To provide a nurturing course for new physics majors, ideally to be taken in their first semester as majors. The course includes a journal club component, informational talks by industrial physicists and training in a select group of essential skills and tools for future work in the physics program. S/U grading."
12111,Physics for Health Technologies,PHY,PHY 35611,"**Basic physics applied to health technologies: measurement techniques, force and motion of solids and fluids, energy, heat, wave phenomena, electricity."
12201,Technical Physics I,PHY,PHY 35611,**Introduction to principles of physics: mechanics. Two-hour lecture/recitation and two-hour laboratory weekly.
11022,or 19001.12202 Technical Physics II,PHY,PHY 35611,"**Introduction to principles of physics: fluids, thermodynamics, electricity and magnetism. Three-hour lecture/recitation and two-hour laboratory weekly."
12411,Introduction to Computer Hardware,PHY,PHY 35611,Laboratory-lecture course designed to introduce the computer scientist to the digital logic and memory circuits and the concepts fundamental to computer hardware. Two-hour lecture and two-hour laboratory weekly.
13001,General College Physics I,PHY,PHY 35611,"Principles of mechanics, heat and sound. Three-hour lecture and one-hour recitation weekly. Corequisite: PHY 13021. Pre/corequisite: MATH 11022 or 12002 or 12021. This course may be used to satisfy the Liberal Education Requirements (LER).13002 General College Physics II (4)Principles of electricity and magnetism, optics and modern physics. Three-hour lecture and one-hour recitation weekly."
11022,or 12002 or 12021. This course may be used to satisfy the Liberal Education Requirements (LER).13002 General College Physics II,PHY,PHY 35611,"Principles of electricity and magnetism, optics and modern physics. Three-hour lecture and one-hour recitation weekly."
13001,or 23101.  Corequisite: PHY 13022. This course may be used to satisfy the Liberal Education Requirements (LER).13011 College Physics I,PHY,PHY 35611,"Principles of classical physics, primarily mechanics. Three-hour lecture and one-hour recitation weekly. This is a flexibly scheduled course that meets concurrently with PHY 13001 for the first half of the regular  term. Corequisite: PHY 13021. Pre/corequisite: MATH 11022 or 12002 or 12012 or 12021. This course may be used to satisfy the Liberal Education Requirements (LER) and the science laboratory component of the Ohio Transfer Module.13012 College Physics II (2)Principles of classical physics, primarily electricity and magnetism. Three-hour lecture and one-hour recitation weekly. This is a flexibly scheduled course that meets concurrently with PHY 13002 for the first half of a regular term."
13001,for the first half of the regular  term. Corequisite: PHY 13021. Pre/corequisite: MATH 11022 or 12002 or 12012 or 12021. This course may be used to satisfy the Liberal Education Requirements (LER) and the science laboratory component of the Ohio Transfer Module.13012 College Physics II,PHY,PHY 35611,"Principles of classical physics, primarily electricity and magnetism. Three-hour lecture and one-hour recitation weekly. This is a flexibly scheduled course that meets concurrently with PHY 13002 for the first half of a regular term."
13002,for the first half of a regular term. Prerequisite: PHY 13001 or 13011 or 23101. This course may be used to satisfy the Liberal Education Requirements (LER) and the laboratory component of the Ohio Transfer Module.13021 General College Physics Laboratory I,PHY,PHY 35611,Introductory lab to accompany PHY 13001 or PHY 13011. Corequisite: PHY 13001 or 13011.This course may be used to satisfy the Liberal Education Requirements (LER).13022 General College Physics Laboratory II (1)Introductory lab to accompany PHY 13002 or PHY 13012. Corequisite: PHY 13002 or 13012. This course may be used to satisfy the Liberal Education Requirements (LER).20095 Special Topics (1-3)*Topic announced when scheduled.
13001,or PHY 13011. Corequisite: PHY 13001 or 13011.This course may be used to satisfy the Liberal Education Requirements (LER).13022 General College Physics Laboratory II,PHY,PHY 35611,Introductory lab to accompany PHY 13002 or PHY 13012. Corequisite: PHY 13002 or 13012. This course may be used to satisfy the Liberal Education Requirements (LER).20095 Special Topics (1-3)*Topic announced when scheduled.
