Course Number,Course Name,Department,Prerequisites,Description
16605,Introduction to Operating Systems and Networking Technology,ITAP,special approval,"(Cross-listed with COMT 11005) Lab-oriented survey of desktop/network OS essentials, including file/disk management, system tools utilization, resource sharing and introductory network concepts."
16620,Word Processing I,ITAP,special approval,"Builds expertise in creating business documents applying the basic features of popular word processing software. Emphasis on hands-on experience. Lecture two hours, laboratory two hours."
16621,Word Processing II,ITAP,special approval,"Design and create documents by using advanced features of word processing software. Lecture two hours, laboratory two hours."
16625,Business Presentations,ITAP,special approval,"Development and production of professional computer-projected presentation materials using popular software. Includes use of graphic design techniques, color, layout, design principles and transparencies. Lecture one hour, laboratory two hours."
16636,Data Management for Administrative Professionals,ITAP,special approval,Introduction to the role of data and its management and evolution to information and knowledge in business environments.
16639,Database Applications,ITAP,special approval,"Concepts, terminology and use of current database software to manage and retrieve business information. Emphasis on hands-on experiences. Lecture two hours, laboratory two hours."
16649,Database Applications for Medical Billing,ITAP,special approval,"Overview database course designed for medical billing certificate majors as they add, query, and create forms and generate reports for medical environments."
16650,Systems Studies for Medical Billing and Coding,ITAP,special approval,"Overview course to link knowledge of body systems with coding procedures in medical facilities. Corequisite: ITAP 26651 or HED 14020.16680 Computer Keyboarding (1)Basic keyboarding course using computers for students having no previous keyboarding instruction or a speed of less than 30 wpm. To pass the course, students must keyboard above 30 wpm for three minutes with no more than three errors."
26651,or HED 14020.16680 Computer Keyboarding,ITAP,special approval,"Basic keyboarding course using computers for students having no previous keyboarding instruction or a speed of less than 30 wpm. To pass the course, students must keyboard above 30 wpm for three minutes with no more than three errors."
26611,Spreadsheet Applications,ITAP,special approval,"Use of electronic spreadsheets from beginning to advanced applications that may prepare for software certification. Lecture two hours, laboratory two hours."
26613,Machine Transcription,ITAP,special approval,Basic transcription of machine dictation; application of language skills to typical and specialized office documents; and mastery of proofreading/editing procedures and techniques.
26622,Desktop Publishing I,ITAP,special approval,"Study and application of the principles of proper document design using high-end desktop publishing software for newsletters, brochures, reports, forms and other computer-based business documents. Lecture two hours. laboratory two hours."
26623,Desktop Publishing II,ITAP,special approval,"High-end layout/design and illustration software. Includes advanced documents, Web publishing, makeovers, computer graphic concepts and formatting, image editing techniques and the use of color. Lecture one hour. laboratory four hours."
26635,Administrative Resource Management,ITAP,special approval,"Explores how office professionals can apply resource management skills to the areas of space/workflow, forms/budgetary control, staff and materials/supplies."
26636,Project Management for Administrative Professionals,ITAP,special approval,"Provides the basic tools needed to effectively manage projects and to automate and streamline such functions as resource allocation, work scheduling and communication. Project management software is used in the course. Lecture one-half hour, laboratory one hour."
26637,Specialized Machine Transcription,ITAP,special approval,Transcription of machine dictation emphasizing documents relating to the legal or medical professions. Includes application of language skills and mastery of proofreading/editing procedures and techniques.
26638,Business Communications,ITAP,special approval,"Theory and application of oral and written business communication with emphasis on business letters, reports, employment process, visual presentations and electronic communications. Basic word processing skills are suggested."
11011,or HONR 10197.26650 Medical Billing Procedures,ITAP,special approval,"Introductory course in the preparation of various medical documents and forms in the health care industry. Use of computers and various word processing software will be included. Lecture two hours, laboratory two hours."
26651,Medical Billing Terminology,ITAP,special approval,"Analysis of the language and terms used in medical billing environments. The medical billing context is used to frame the study of prefixes, suffixes and root words by specialty."
26655,ICD Coding,ITAP,special approval,Basic medical coding using the current version of the ICD classification system and nomenclature.
26651,or HED 14020.26656 CPT Coding,ITAP,special approval,"Introduction to coding rules for the CPT and Level II coding system, incorporating and applying ICD rules to code patient services."
26691,Seminar for Administrative Professionals,ITAP,special approval,"*Refines job search strategies, integrates coursework with realistic office settings, presents interpersonal/ethical issues and provides outreach activities, emphasizing the total quality management environment. Prerequisites: sophomore standing.26692 Internship for Administrative Professionals (1-3)*(Repeatable for a total of 4 hours) Supervised field experience of 10 hours per week paid or seven hours per week unpaid in a business environment functioning as an administrative professional. Prerequisites: sophomore standing, 2.00 GPA or better in the major. Special approval required.26695 Special Topics in Information Technology for Administrative Professionals (1-3)*(Repeated registration permissible) Special topics in information technology topics for administrative professionals."
