Course Number,Course Name,Department,Prerequisites,Description
15010,"Introduction to Physical Education, Fitness and Sport",PEP,special approval and admission to advanced study,"An introduction to the history, philosophy, structure and changing nature of sport, fitness and the pedagogical aspects of physical education. Overview of the profession and career opportunities."
15013,Development and Analysis of Dance,PEP,special approval and admission to advanced study,"Development and analysis of dance skills through experience in folk, social, modern and aerobic dance."
15014,Development and Analysis of Gymnastic Skills,PEP,special approval and admission to advanced study,Development and analysis of gymnastic skills through experiences in conventional gymnastics events.
15015,Development and Analysis of Game Performance I,PEP,special approval and admission to advanced study,Development and analysis of game performance skills used in net/wall games.
15016,Development and Analysis of Game Performance II,PEP,special approval and admission to advanced study,"Development and analysis of game performance skills used in target games, field/run/score games, and invasion games."
15017,Fundamental Motor Skills,PEP,special approval and admission to advanced study,Motor skill development and analysis through practice in fundamental motor movements.
15018,Development of Swimming and Aquatic Skills,PEP,special approval and admission to advanced study,"Development and analysis of basic aquatic skills, swimming strokes, starts and turns, diving skills, physical fitness principles, aquatic safety and basic rescue techniques."
15019,Development and Analysis of Track and Field,PEP,special approval and admission to advanced study,"Introduction to basic techniques and rules of track and field events. Consideration of relative conditioning, safety and instructional procedures."
25001,"Officiating Sport Activities (1-2)Individual prescriptions for certification in officiating the following sports: basketball, baseball, field hockey, football, gymnastics, etc. Prerequisite: none.25025 Teaching in Physical Education",PEP,special approval and admission to advanced study,"A seminar focused on the inquiry of teaching and learning of movement activities. A study of the role of the teacher, teacher behaviors, learning environments in movement activities and technology applications in physical education."
15010,to 15017. Pre/corequisite: EDPF 29525. 25026 Overview of Outdoor Pursuits and Adventure Education,PEP,special approval and admission to advanced study,"An overview of outdoor pursuits and adventure education is provided for students preparing to serve students/clients in physically active, outdoor and adventure contexts. Includes a required service learning component, which involves the design and delivery of quality outdoor education programs and/or curricula to children within the local community."
25033,Lifespan Motor Development,PEP,special approval and admission to advanced study,Introduction to motor development across the life span. Special emphasis on description of motor development changes and factors influencing change.
25034,Early Childhood Motor Development,PEP,special approval and admission to advanced study,"Motor development during the early childhood years, with emphasis on factors influencing change."
25051,Human Anatomy,PEP,special approval and admission to advanced study,"Structural analysis of the major organ systems of humans. Emphasis is placed on osteology, arthrology, myology, nervous system and cardiopulmonary systems. Lecture and laboratory."
25057,Human Anatomy Physiology I,PEP,special approval and admission to advanced study,"Comprehensive examination of anatomy and physiology related to the organization of the body and basic cell and tissue types. Specific structure and function of the muscular, skeletal, cardiovascular, nervous and respiratory systems are addressed."
25058,Human Anatomy Physiology II,PEP,special approval and admission to advanced study,"Comprehensive examination of anatomy and physiology related to the human body under rest and exercise conditions. Specific structure and function of the metabolic, endocrine, lymphatic, digestive, urinary and reproductive systems are addressed. Advanced coverage of neurological, cardiovascular and respiratory systems are also addressed."
25059,Sport in Society,PEP,special approval and admission to advanced study,"Analysis of how sport relates to the social relations and cultural values of United States society.The course is framed by a critical evaluative perspective, examining how social class, ethnicity, race and gender relations contour sport practices."
25068,Measurement and Evaluation in Fitness and Sport,PEP,special approval and admission to advanced study,"Measurement and statistics applied to physical education and exercise/sport sciences; laboratory experiences in statistics, test construction and administration, and evaluation."
35010,Psychological Dimensions of Motor Behavior,PEP,special approval and admission to advanced study,"Psychological factors in exercise, physical activity and sport, emphasizing motor control, learning and performance. Laboratory included. Prerequisites: junior standing and PEP 25068. This course may be used to satisfy the writing-intensive requirement with approval of major department.35022 Exercise Leadership (3)Designed to provide the students with a knowledge base in exercise leadership. Topic areas and competencies using a variety of techniques in leading and demonstrating safe and effective methods of applying the fundamental principles of exercise science. The exercise leader will demonstrate all forms of group exercise, flexibility and balance training. Prerequisites: PEP 25057.35040 Coaching Football (2)Techniques of coaching football, including film analysis and offensive and defensive skills and systems."
35022,Exercise Leadership,PEP,special approval and admission to advanced study,"Designed to provide the students with a knowledge base in exercise leadership. Topic areas and competencies using a variety of techniques in leading and demonstrating safe and effective methods of applying the fundamental principles of exercise science. The exercise leader will demonstrate all forms of group exercise, flexibility and balance training. Prerequisites: PEP 25057.35040 Coaching Football (2)Techniques of coaching football, including film analysis and offensive and defensive skills and systems."
35040,Coaching Football,PEP,special approval and admission to advanced study,"Techniques of coaching football, including film analysis and offensive and defensive skills and systems."
35041,Coaching Soccer,PEP,special approval and admission to advanced study,"Coaching soccer, including analysis of skills, strategy and administrative responsibilities."
35042,Coaching Volleyball,PEP,special approval and admission to advanced study,"Coaching volleyball, including analysis of skills, offensive and defensive strategy, and administrative responsibilities."
35043,Coaching Gymnastics,PEP,special approval and admission to advanced study,"Philosophy, fundamentals, skill analysis, spotting, conditioning, administrative and organizational responsibilities."
35044,Coaching Basketball,PEP,special approval and admission to advanced study,"Philosophy, fundamentals, strategy, administrative responsibilities and conditioning."
35045,Coaching Wrestling,PEP,special approval and admission to advanced study,"Fundamental skill development, skill analysis, diet and weight control, team selection methods and administrative responsibilities."
35047,Coaching Tennis and Golf,PEP,special approval and admission to advanced study,"Coaching tennis and golf, including skill analysis and organization of tournaments and matches."
35048,Coaching Baseball and Softball,PEP,special approval and admission to advanced study,"Coaching techniques in softball and baseball, including analysis of basic skills, position play, and offensive and defensive strategies."
35049,Coaching Track and Field,PEP,special approval and admission to advanced study,Coaching techniques relative to track and field events. Principles of organization for track and field meets.
35052,Educational Dance/Gymnastics,PEP,special approval and admission to advanced study,Analysis of the sequential development of dance and gymnastic skills from foundational movement patterns to conventional skills. Laboratory experiences in teaching children.
35054,Biomechanics,PEP,special approval and admission to advanced study,"Anatomical and mechanical bases of human movement. Emphasis is placed on tools and techniques for motion analysis, mechanical concepts, forces and performance analysis. Lecture and laboratory."
35065,History and Philosophy of Sport and Physical Activity,PEP,special approval and admission to advanced study,"Historical and philosophical foundations of sport and physical education: a study of factors influencing pedagogical, curricular and evaluation decisions in sport and physical education programs today."
35075,Exercise Programming,PEP,special approval and admission to advanced study,Problems and issues in developing exercise programs in institutional and commercial settings. Prerequisites: PEB 10035 and BSCI 20020.35079 Sports Physiology (3)Application of physiological principles of human performance to sports/exercise. Focus on examples for teaching and coaching.
10035,and BSCI 20020.35079 Sports Physiology,PEP,special approval and admission to advanced study,Application of physiological principles of human performance to sports/exercise. Focus on examples for teaching and coaching.
40612,Exercise Leadership for the Older Adult,PEP,special approval and admission to advanced study,"Designed to provide students with a knowledge base in exercise leadership in the older adult population, including special populations. Students participate in the leading, supervision and evaluation of participants within the exercise program. They also assist in the collection of functional fitness data."
43093,"Variable Title Workshop in Exercise, Leisure and Sport (1-3)Workshop in exercise, leisure and sport studies; topics vary; S/U grading. Prerequisite: none.43098 Research in Exercise, Leisure and Sport (1-3)(Repeatable to 12 credit hours) Research project completed under the supervision of a faculty member. Written approval of supervising faculty member and school director required prior to registration. Prerequisite: junior standing and special approval.45015 Psychology of Coaching",PEP,special approval and admission to advanced study,"Psychological factors affecting athletic performance, with particular attention to practice factors, personality, motivation and problem athletes."
45020,Contemporary Athletic Coaching,PEP,special approval and admission to advanced study,"A focus on the philosophy, skills, strategies and tactics of coaching within contemporary society."
45021,Organization and Administration of Athletics,PEP,special approval and admission to advanced study,"An understanding of theories necessary to run an efficient athletic department at all levels, including: budgeting, leadership and administrative theory, organizational structure, personnel, legal issues and facilities."
45037,Adapted Physical Education,PEP,special approval and admission to advanced study,"An academic and practical approach to physical education for specific disorders. Field-based experience (10 hours). Prerequisites: PEP 25051 and 35054.45051 Elementary School Physical Education Methods (3)Approaches to teaching in elementary school physical education. Focusing on sequential curriculum development and on learning outcomes in three domains. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45053 Elementary School Physical Education Content (3)Physical education content for the elementary school child with emphasis on developmentally appropriate learning in three domains. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45058 Secondary School Physical Education Methods (3)Approaches to teaching in secondary school physical education. Focus on sequential curriculum development and on learning outcomes in three domains. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45059 Secondary School Physical Education Content (3)Introduction and development of content, management and organizational skills related to sports and activities utilized in secondary school physical education. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45065 Exercise Testing (3)Lecture and laboratory experiences dealing with the administration and interpretation of exercise tests. Prerequisites: PEP 35075 and 45080.45070 Electrocardiography for the Exercise Physiologist (3)Designed to provide students with the knowledge base in electrocardiography. Students work on interpreting the 12-lead electrocardiogram with clinical case studies to enhance the knowledge base of the exercise specialist. Prerequisites: PEP 25057 and special approval. Corequisite: PEP 25058.45080 Physiology of Exercise (3)Response of the human to acute and chronic exercise with emphasis on the underlying physiological mechanisms. Prerequisites: PEP 25057 and 25058 and special approval. Corequisite: BSCI 30030.45091 Senior Seminar (1)Investigation and study of current problems, topics and/or issues in physical education, exercise or sport. S/U grading; IP grade permissible."
25051,and 35054.45051 Elementary School Physical Education Methods,PEP,special approval and admission to advanced study,"Approaches to teaching in elementary school physical education. Focusing on sequential curriculum development and on learning outcomes in three domains. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45053 Elementary School Physical Education Content (3)Physical education content for the elementary school child with emphasis on developmentally appropriate learning in three domains. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45058 Secondary School Physical Education Methods (3)Approaches to teaching in secondary school physical education. Focus on sequential curriculum development and on learning outcomes in three domains. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45059 Secondary School Physical Education Content (3)Introduction and development of content, management and organizational skills related to sports and activities utilized in secondary school physical education. Prerequisites: PEP 25033 and 25025 and 15013-15017 and special approval.45065 Exercise Testing (3)Lecture and laboratory experiences dealing with the administration and interpretation of exercise tests. Prerequisites: PEP 35075 and 45080.45070 Electrocardiography for the Exercise Physiologist (3)Designed to provide students with the knowledge base in electrocardiography. Students work on interpreting the 12-lead electrocardiogram with clinical case studies to enhance the knowledge base of the exercise specialist. Prerequisites: PEP 25057 and special approval. Corequisite: PEP 25058.45080 Physiology of Exercise (3)Response of the human to acute and chronic exercise with emphasis on the underlying physiological mechanisms. Prerequisites: PEP 25057 and 25058 and special approval. Corequisite: BSCI 30030.45091 Senior Seminar (1)Investigation and study of current problems, topics and/or issues in physical education, exercise or sport. S/U grading; IP grade permissible."
