Course Number,Course Name,Department,Prerequisites,Description
32142,Principles of Teaching Adolescents,ADED,admission to advanced study,"Orientation to adolescence and the teaching-learning process. This course includes 30 field/clinical hours in an urban setting. IP grade permissible. Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place.Prerequisites: ITEC 19525 and EDPF 29525. This course may be used to satisfy the writing-intensive requirement with approval of major department.32268 The Secondary School Mathematics Curriculum (3)The secondary school mathematics curriculum will be examined. Students, textbooks and recommendations will be investigated. This course includes 30 field/clinical hours.Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place. Prerequisites: ADED 32142 and MATH 22005.32275 Social Studies Education and the Social Sciences (3)First of two special methods courses on teaching social studies at the secondary level. Focuses on achieving the purpose of social studies through attention to instruction, planning, curriculum and assessment."
19525,and EDPF 29525. This course may be used to satisfy the writing-intensive requirement with approval of major department.32268 The Secondary School Mathematics Curriculum,ADED,admission to advanced study,"The secondary school mathematics curriculum will be examined. Students, textbooks and recommendations will be investigated. This course includes 30 field/clinical hours.Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place. Prerequisites: ADED 32142 and MATH 22005.32275 Social Studies Education and the Social Sciences (3)First of two special methods courses on teaching social studies at the secondary level. Focuses on achieving the purpose of social studies through attention to instruction, planning, curriculum and assessment."
32142,and MATH 22005.32275 Social Studies Education and the Social Sciences,ADED,admission to advanced study,"First of two special methods courses on teaching social studies at the secondary level. Focuses on achieving the purpose of social studies through attention to instruction, planning, curriculum and assessment."
32142,and admission to advanced study.32277 Teaching Science in Secondary Schools,ADED,admission to advanced study,"Goals, methodology and resources for effective teaching of science to adolescents and young adults. Prerequisites: ADED 32142. Special fee: $15 flat fee—subject to change.42196 Individual Project in Adolescent Education (2-4)S/U grading; IP grade permissible."
42196,Individual Project in Adolescent Education (2-4)S/U grading; IP grade permissible. Prerequisite: special approval.42268 Teaching of Mathematics in Secondary Schools,ADED,admission to advanced study,Methodology and materials for effective teaching of secondary school mathematics will be discussed and implemented in field experiences. Course includes 46 field/clinical hours. Mathematics courses through MATH 22005. Prerequisites: ADED 32268.42275 Teaching Social Studies in Secondary Schools (3)An advanced special methods course designed to prepare future social studies teachers for student teaching and their entry year into the profession. Addresses a range of topics and issues in an in-depth manner through project-oriented learning activities.
42275,Teaching Social Studies in Secondary Schools,ADED,admission to advanced study,An advanced special methods course designed to prepare future social studies teachers for student teaching and their entry year into the profession. Addresses a range of topics and issues in an in-depth manner through project-oriented learning activities.
32275,and admission to advanced study.42277 Topics in Secondary School Science Teaching,ADED,admission to advanced study,Analysis of trends in science teaching and materials and methods for introducing topics from the history of science and from health education.
32277,and admission to advanced study.42278 Assessment in Language Arts,ADED,admission to advanced study,"Models, principles and strategies for assessing student learning in integrated English language arts. Practice with multiple assessment measures including portfolios for literature, language and composition studies."
32147,"and admission to advanced study.42292 Field Work Practicum (1-4)A minimum 96-hour field experience in middle or high school. observations, interviews, designs and teaching of lessons and debriefing.Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place. Prerequisites: minimum grade of C (2.0) in one of the following courses: ADED 32268 or 32275 or 32277 or SEED 32147. Corequisite: ADED 42268 or 42275 or 42277 or 42278.42295 Special Topics in ADED (1-3)Prerequisite: special approval.42357 Secondary Student Teaching",ADED,admission to advanced study,"Provides a 12-week student-teaching experience.See Student Teaching section of this Catalog. S/U grading; IP grade permissible. Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place."
42358,Secondary Student Teaching,ADED,admission to advanced study,"Provides a 10-week student teaching experience.See Student Teaching section of this Catalog. S/U grading; IP grade permissible. Students are required to complete Bureau of Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place."
42292,and admission to advanced study.49525 Inquiry into Professional Practice,ADED,admission to advanced study,"Reflection on teaching for the purpose of instructional improvement. Emphases are placed on preparing, implementing and assessing a curricular it; collaborative problem solving; conducting an action research project; and creating a portfolio."
