Course Number,Course Name,Department,Prerequisites,Description
30000,Curriculum and Organization in Middle Childhood,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"History, philosophy, curricula and organization of schools serving early adolescents ages 8-14. Emphasis on development of programs and curricula that are culturally and developmentally responsive to the needs of early adolescents."
30001,Teaching Mathematics in Middle Childhood I,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"Examine issues and trends in mathematics and mathematics education. Theories of the teaching and learning of mathematics will be addressed within the context of problem solving, communications, reasoning and connections with other disciplines. Prerequisites: EDPF 29525; and MATH 14001 and 14002; or MATH 12001 and 12002. Admission to advanced study. Special fee: $10 flat fee—subject to change.30002 Integrated Social Studies and Science in Middle Childhood (3)Introductory methods course integrating social studies and science. Emphasis on principles of teaching and learning as applied to teaching to social issues and problems appropriate for middle childhood students."
14001,and 14002; or MATH 12001 and 12002. Admission to advanced study. Special fee: $10 flat fee—subject to change.30002 Integrated Social Studies and Science in Middle Childhood,MCED,MCED 40007 and MCED 41000 and admission to advanced study,Introductory methods course integrating social studies and science. Emphasis on principles of teaching and learning as applied to teaching to social issues and problems appropriate for middle childhood students.
30092,Field Experience II: Middle Childhood,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"School-based field experiences supplement the coursework in Curriculum and Organization in Middle Childhood. Emphasis on collaborative and interdisciplinary nature of teachers’ work in middle childhood settings. S/U grading. Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place. Corequisite: MCED 30000.31000 Teaching and Learning in Middle Childhood (3)Theories of learning and classroom management and their application to teaching in grades 4-9 classrooms with diverse learners. 15 credit hours of field experience in grades 4-5. Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place."
31000,Teaching and Learning in Middle Childhood,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"Theories of learning and classroom management and their application to teaching in grades 4-9 classrooms with diverse learners. 15 credit hours of field experience in grades 4-5. Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place."
40000,Teaching and Learning in Middle Childhood,MCED,MCED 40007 and MCED 41000 and admission to advanced study,This course is the third of the four required seminars in middle childhood. Emphasis on theories of learning and classroom management and their application to teaching in classrooms with diverse learners.
24013,and admission to advanced study.40001 Teaching Mathematics in Middle Childhood II,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"To develop knowledge of the theories, materials and methods used to teach mathematics in the contemporary classroom for grades 4-9 and develop skill in their use."
30001,and admission to advanced study. Special fee: $10 flat fee—subject to change.40002 Teaching Science in the Middle Childhood II,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"Individual and group work develop effective techniques of teaching science concepts to 8-14-year-olds. Attention given to methods, equipment, safety and planning. This course includes 40 field/clinical hours. Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place."
30002,and admission to advanced study. Special fee: $15 flat fee—subject to change.40003 Teaching Social Studies in Middle Childhood II,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"Advanced methods course. Examines the purpose of citizenship education and understanding the role of history and the social sciences. Applying the principles of powerful teaching. Includes a major field experience at the student teaching site. Criminal Investigation and Identification (BCII) and Federal Bureau of Investigation (FBI) background checks and submit the results to authorized personnel at their assigned ""school/agency"" before the first day of the semester in which student teaching/internship will take place."
30002,and admission to advanced study.40005 Effective Use of Phonics in Reading,MCED,MCED 40007 and MCED 41000 and admission to advanced study,"The influence of theoretical perspectives on word identification instruction, an examination of the role of phonics in reading and writing, strategies for effective phonics instruction and assessment."
