Course Number,Course Name,Department,Prerequisites,Description
14000,Introduction to Radiologic Technology,RADT,radiologic technology (RADT) major,"Introduction to: radiologic technology, radiographic anatomy and physiology, imaging equipment, radiographic procedures, radiation protection, radiographic terminology, X-ray tube and production, and X-ray film. Two-hour lecture, three-hour laboratory weekly."
14002,Introduction to Patient Care,RADT,radiologic technology (RADT) major,"Medicolegal aspects of patient care, ethics, nursing procedures for radiographic examinations, techniques, radiography and taking and recording vital signs. Introduction to venipuncture and clinical pharmacology."
14000,and HED 14020.14004 Radiologic Physics,RADT,radiologic technology (RADT) major,"Introduction to concepts of physics. Study of the X-ray machine circuit and components, the production of X-rays and their interaction with matter."
14010,Clinical Education I,RADT,radiologic technology (RADT) major,Supervised experience and observation with emphasis on clinical practice of basic skills of radiologic technology and the exams covered in Radiographic Procedures I. Competency testing begins. Students assigned to clinical education setting 24 hours per week.
14020,and radiologic technology (RADT) major. Corequisite: RADT 14021.14011 Clinical Education II,RADT,radiologic technology (RADT) major,"Continuation of Clinical Education I, with emphasis on clinical practice of content of previous courses plus digestive and urinary procedures, as well as head positioning. Students assigned to clinical education setting 24 hours per week."
14010,and radiologic technology (RADT) major. Corequisite: RADT 24020.14012 Clinical Education III,RADT,radiologic technology (RADT) major,"Continuation of Clinical Education II, with emphasis on clinical practice of content of previous courses. More emphasis on independent clinical practice of procedures previously mastered. Students assigned to clinical education setting 32 hours per week."
14011,and radiologic technology (RADT) major.14013 Clinical Education IV,RADT,radiologic technology (RADT) major,"Continuation of Clinical Education III, with emphasis on clinical practice of content of previous courses. More emphasis on independent clinical practice of procedures previously mastered. Students assigned to clinical education setting 32 hours per week."
14012,and radiologic technology (RADT) major.14019 Radiographic Exposure and Imaging I,RADT,radiologic technology (RADT) major,"Equipment used in medical imaging including radiographic x-ray tubes, filtration, beam restrictors, grids, imaging detectors used in intensifying screens and digital imaging, radiographic film and automatic processing."
14020,Radiographic Procedures I,RADT,radiologic technology (RADT) major,"Introduction to radiographic procedures and positioning of the chest, abdomen and hands. Lecture, lab and 16 hours of clinical education per week for 5 weeks."
14000,and radiologic technology (RADT) major.14021 Radiographic Procedures II,RADT,radiologic technology (RADT) major,"Radiographic anatomy, positioning and image evaluation of the upper and lower extremities, shoulder and pelvic girdles, bony thorax and vertebral spine. Three hours lecture and two hours lab."
14020,and radiologic technology (RADT) major. Corequisite: RADT 14010.14022 Radiographic Exposure and Imaging II,RADT,radiologic technology (RADT) major,"Aspects of radiographic quality, fluoroscopic equipment, X-ray timers and tomography. Experiments involving the factors that influence radiographic quality. Two hours lecture, two hours laboratory weekly."
14096,Individual Investigation in Directed Readings in RADT,RADT,radiologic technology (RADT) major,"*Student selects prescribed number of medical journals, completes questions, paper and presentation."
21095,Special Topics in Radiologic Technology (2-4)*(Repeated registration permissible) Student participation course on topics pertinent to radiologic technology. Topics are chosen by the instructor. Students may enroll in course more than once. Prerequisite: special approval of instructor.24000 Medical Terminology,RADT,radiologic technology (RADT) major,"Method of construction and recognition of medical terms from Greek and Latin prefixes, suffixes, word roots and combining forms. Radiologic terminology is emphasized."
24001,Radiologic Pathology,RADT,radiologic technology (RADT) major,"Introduction to disease and injury states and their application to radiologic technology. Each anatomical system is discussed and appropriate imaging modalities demonstrated. Prerequisites: BSCI 11000 and HED 14020 and RADT 14002 and 24010 and 24020.24002 Radiation Protection (3)Overview of the principles of the interaction of radiation with living systems. Factors affecting biological responses are presented, including acute and chronic effects of radiation. Overview of radiation protection including responsibilities of the radiographer for patients, personnel and the public.Radiation health and safety requirements of federal and state regulatory and accreditation agencies and health care organizations are incorporated. Prerequisites: BSCI 11020 and RADT 14000 and radiologic technology (RADT) major.24010 Clinical Education V (1)Continuation of Clinical Education IV, with emphasis on clinical practice of content of previous courses. More emphasis on independent clinical practice of procedures previously mastered. Students assigned to clinical education setting 24 hours per week and rotate to special medical imaging areas."
11000,and HED 14020 and RADT 14002 and 24010 and 24020.24002 Radiation Protection,RADT,radiologic technology (RADT) major,"Overview of the principles of the interaction of radiation with living systems. Factors affecting biological responses are presented, including acute and chronic effects of radiation. Overview of radiation protection including responsibilities of the radiographer for patients, personnel and the public.Radiation health and safety requirements of federal and state regulatory and accreditation agencies and health care organizations are incorporated. Prerequisites: BSCI 11020 and RADT 14000 and radiologic technology (RADT) major.24010 Clinical Education V (1)Continuation of Clinical Education IV, with emphasis on clinical practice of content of previous courses. More emphasis on independent clinical practice of procedures previously mastered. Students assigned to clinical education setting 24 hours per week and rotate to special medical imaging areas."
11020,and RADT 14000 and radiologic technology (RADT) major.24010 Clinical Education V,RADT,radiologic technology (RADT) major,"Continuation of Clinical Education IV, with emphasis on clinical practice of content of previous courses. More emphasis on independent clinical practice of procedures previously mastered. Students assigned to clinical education setting 24 hours per week and rotate to special medical imaging areas."
14013,and radiologic technology (RADT) major.24011 Clinical Education VI,RADT,radiologic technology (RADT) major,"Continuation of Clinical Education V, with emphasis on clinical practice of content and previous courses. More emphasis on critical thinking, problem solving and independent clinical practice of procedures previously mastered. Students assigned to clinical education setting 24 hours per week. Prerequisites: RADT 24010 and radiologic technology (RADT) major.24020 Radiographic Procedures III (4)Radiographic anatomy and positioning of the gastrointestinal, biliary and urinary systems and head positioning."
24010,and radiologic technology (RADT) major.24020 Radiographic Procedures III,RADT,radiologic technology (RADT) major,"Radiographic anatomy and positioning of the gastrointestinal, biliary and urinary systems and head positioning."
14021,and radiologic technology (RADT) major. Corequisite: RADT 14011.24024 Advanced Imaging,RADT,radiologic technology (RADT) major,"The procedures and equipment used in advanced medical imaging including fluoroscopy, mammography, CT, MRI, cardiac, vascular and interventional imaging, nuclear medicine, PET imaging, diagnostic medical sonography and radiation therapy. Quality assurance is also reviewed."
14013,and radiologic technology (RADT) major. Corequisite: RADT 24010.24048 Radiographic Techniques,RADT,radiologic technology (RADT) major,Course integrates concepts in radiologic technology for preparation of the radiography certification exam. Prerequisites: BSCI 11000 and RADT 14002 and 14004 and 14022 and 24002 and 24010 and 24020.24058 Diversified Employment (3)Course features multiple topics in medical imaging to prepare graduates for employment in healthcare.
11000,and RADT 14002 and 14004 and 14022 and 24002 and 24010 and 24020.24058 Diversified Employment,RADT,radiologic technology (RADT) major,Course features multiple topics in medical imaging to prepare graduates for employment in healthcare.
24096,Individual Investigation in Radiologic Technology,RADT,radiologic technology (RADT) major,*Directed research of special interest or need in the student’s program. A research paper will be written on an assigned topic in radiologic technology.
24196,Individual Investigation in Advanced Readings in RADT,RADT,radiologic technology (RADT) major,"*Course permits scholarly activities for research, study and summary of medical journal articles. Information aids in understanding recent advancements in medical imaging."
